company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Los Angeles Career College,2020-01-01,https://www.lacareercollege.com,"Northridge, California, United States","Education, Health Care","Education, Health Care, Training",1368904.0,"Los Angeles Career College offers nurse assistant program, phlebotomy program, medical assistant, pharmacy technician, ekg monitor technician, and nurse assistant training program.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,60498,False,False
NextGen Apps,2020-01-01,https://nextgenapps.dev/,"Beltsville, Maryland, United States","Apps, Design, Internet Services, Sales and Marketing, Software","Social Media Marketing, Software, Web Apps, Web Design, Web Development, Web Hosting",1399046.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,59878,False,False
Aron's West Orange,2018-01-01,https://www.aronswestorange.com/,"West Orange, New Jersey, United States",Food and Beverage,"Bakery, Farmers Market, Food and Beverage, Grocery, Seafood",1463893.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,61771,False,False
REVELxp,2020-01-01,https://revelxp.com,"Opelika, Alabama, United States","Events, Media and Entertainment, Sports","Event Management, Events, Sports",270109.0,REVELxp offers custom event packages for both game day and non-gameday events. The company was founded in 2020.,101-250,,,,,,,,101-250,Private,,,,,,6,2020,27028,False,False
Myosana Therapeutics,2018-01-01,https://www.myosanatherapeutics.com/,"Seattle, Washington, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Therapeutics",89682.0,Myosana Therapeutics is a new biotech company developing novel platform technology for non-viral gene delivery. Myosana Therapeutics has developed a non-viral gene delivery platform technology that specifically targets muscle cells to produce the missing protein caused by a mutation of a gene.,1-10,3.0,Seed,2022-12-07,5000000.0,Seed,6350480.0,2.0,1-10,Private,,,,,,0,2018,12044,False,False
Belay Mortgage Group,2018-01-01,https://www.belaymortgage.com/,"Vancouver, Washington, United States","Financial Services, Lending and Investments, Professional Services, Real Estate","Banking, Consulting, Financial Services, Lending, Mortgage",1264875.0,,1-10,,,,,,,,1-10,Private,,,0.0,1.0,,6,2018,57785,False,False
Chapul Farms,2018-01-01,https://www.chapulfarms.com/,"Mcminnville, Oregon, United States","Agriculture and Farming, Food and Beverage, Health Care","Agriculture, Farming, Food and Beverage, Health Care",62555.0,"Chapul Farms is a development service that recovers nutrients with a nature-based solution that improves efficiency, reduces emissions, and improves domestic supply. They are black soldier fly larvae microbiology to close agricultural production loops.",1-10,1.0,Seed,2022-01-27,2500000.0,Seed,2500000.0,,1-10,Private,,,,,,0,2018,8517,False,False
Alinformatics,2020-01-01,https://alinformatics.org,"Bronx, New York, United States","Design, Information Technology, Privacy and Security","Graphic Design, Information Technology, Network Security, Web Design",2137556.0,"Alinformatics is a technology-based company. Their service includes network support, IT support, cloud service, data backup, website design, web application design, network security, database management, and graphic design.",11-50,,,,,,,2.0,11-50,Private,,,,,,6,2020,74257,False,False
LIFTiD,2018-01-01,https://getliftid.com,"Maryknoll, New York, United States","Design, Health Care, Manufacturing","Manufacturing, Medical Device, Product Design",743559.0,"Lift iD is a company that specializes in the development and design of neurostimulation devices. Their product, powered by Transcranial Direct Current Stimulation (tDCS), is aimed at enhancing the brain's potential through mild electrical stimulation. Lift iD's device is positioned as an alternative to chemical stimulants such as caffeine and sugar, and other performance enhancers. The company's mission is to help users improve focus, productivity, and memory with their innovative tDCS device.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,45711,False,False
Nombolo,2020-01-31,https://www.nombolo.com/,"Portland, Oregon, United States","Internet Services, Media and Entertainment, Video","Social Media, Video",457397.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,36259,False,False
Eduspace Education,2022-10-20,https://eduspace.app/,"New York, New York, United States","Education, Software","EdTech, Education, Software",471838.0,"About Eduspace: Eduspace app has stemmed from the requirement of providing a one stop solution for learners of different ages no matter where they are. Students have their own preferences when it comes to tutors they like, so why should they be limited? We are focused on delivering the needs of the student first and always keeping in mind a student centric approach for their learning. Our Vision Enhancing learning experiences for student of different calibre by creating innovative teaching methods: providing an online marketplace of tutors to explore new and innovative ways of teaching, learning, and making the online learning experience more engaging and effective. Our Mission Leveraging technology for empowering learners to take control of their own learning by making education more accessible and convenient, no matter the place, time or their requirements.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,36844,False,False
Ultimate Dental,2019-01-01,https://udentalteam.com/,"Boise, Idaho, United States","Health Care, Transportation","Dental, Health Care, Supply Chain Management",2367207.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,78747,False,False
Moonwalk,2020-01-01,https://www.moonwalk.com,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Software","Blockchain, FinTech, Software, Web3",200905.0,,11-50,,,,,,,3.0,11-50,Private,,,,,,6,2020,22192,False,False
Launched2Lead,2021-01-01,https://launched2lead.com,"Apex, North Carolina, United States","Community and Lifestyle, Education, Other, Professional Services","Business Development, Consulting, Personal Development, Professional Services, Women's",1232650.0,"Launched2Lead guides young women working in STEM fields to develop the necessary skills and behaviors to become leaders. The company's program provides access to a network of women: others going through the program, coaches and mentors, C-suite leaders, and women who are striving to find and create inclusive dynamic leadership in their organization. It also leads to creating opportunities for organizations to organically develop an inclusive and compassionate culture through cultivating a pipeline of diverse leadership. Launched2Lead was founded in 2021 and is located in Apex, North Carolina.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,56976,False,False
ENGyn,2019-01-01,https://engyn.us,"Costa Mesa, California, United States","Information Technology, Software","Information Technology, Software",2204831.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,76457,False,False
Pashi,2020-01-01,https://pashi.com/,"San Francisco, California, United States","Design, Manufacturing, Software","Manufacturing, Product Design, Productivity Tools, Software",470295.0,"Pashi develops a software that makes it easy to design, monitor, and optimize production lines. Pashi is headquartered in San Francisco, California.",1-10,1.0,Seed,2020-03-22,,Seed,,1.0,1-10,Private,,,,,,2,2020,36785,False,False
LiftCentro,2021-01-01,https://www.liftcentro.com,"Hoboken, New Jersey, United States","Data and Analytics, Design, Internet Services, Sales and Marketing","Analytics, SEO, Test and Measurement, Web Design",1290632.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,58823,False,False
TruRoots Company,2022-01-01,https://www.trurootscompany.com,"Needham, Massachusetts, United States","Food and Beverage, Sustainability","Food and Beverage, Organic",333931.0,"TruRoots Company is a food and beverage company that cultivate brands and delicious products that nourish families and communities. It was founded in 2022 and is located in Needham, Massachusetts.",51-100,,,,,,,,51-100,Private,,,,,,6,2022,30629,False,False
Nulixir,2019-01-01,https://nulixir.com,"Cedar Park, Texas, United States","Food and Beverage, Manufacturing, Science and Engineering","Food and Beverage, Manufacturing, Nanotechnology",169842.0,,11-50,,,,,,,2.0,11-50,Private,,,,,,6,2019,19846,False,False
Red Flag Mania,2019-01-01,https://redflagmania.com,"Chicago, Illinois, United States","Education, Software","E-Learning, Education, Training",594988.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,41255,False,False
Botkube,2019-01-01,https://botkube.io/,"Greenwich, Connecticut, United States","Information Technology, Internet Services, Messaging and Telecommunications, Software","Messaging, Software",372334.0,BotKube is a messaging bot for monitoring and debugging Kubernetes clusters.,101-250,,M&A,,,,,,101-250,Private,,,,,,5,2019,32565,False,False
Minday,2018-01-01,https://minday.io,"Denmark, South Carolina, United States","Education, Software","Education, Simulation, Training",849530.0,,11-50,,,,,,,2.0,11-50,Private,,,,,,6,2018,48596,False,False
Centennial State Lab,2018-01-01,https://www.centennialstatelab.com,"Golden, Colorado, United States","Data and Analytics, Health Care","Health Care, Health Diagnostics, Test and Measurement",524572.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2018,38845,False,False
AppLabs Diagnostic Laboratory,2019-01-01,https://www.wvapplabs.com,"Charleston, West Virginia, United States",Health Care,"Clinical Trials, Medical",691217.0,,51-100,,,,,,,1.0,51-100,Private,,,,,,6,2019,44208,False,False
Atlantic Vision Center,2019-01-01,https://www.atlanticvisioncenter.com,"Wilmington, Delaware, United States","Consumer Goods, Hardware, Health Care, Software","Computer Vision, Eyewear, Health Care, Medical",2772263.0,"Atlantic Vision Center offers a comprehensive selection of eyeglasses, sunglasses, and lenses. Its focus is on offering renowned brands of eyeglass frames and lenses. All eyeglass frames are manufactured in a US facility where they don't ship until they are perfect.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,86467,False,False
Cohesive,2022-03-10,https://www.cohesive.so/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Content, Content Creators, Content Marketing, Internet, Marketing Automation, Productivity Tools, Social Media Marketing, Software",169562.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2022,19823,False,False
21GRAMS,2018-01-01,https://www.21gramsny.com/,"New York, New York, United States","Advertising, Health Care, Sales and Marketing","Advertising, Health Care, Marketing",167964.0,"21GRAMS is a rapidly growing, strategic and creative marketing, advertising and patient/medical education agency dedicated to making healthcare more human.",251-500,,M&A,,,,,1.0,251-500,Private,,,,,,5,2018,19712,False,False
STEAMigami,2018-01-01,http://www.steamigami.com,"Las Vegas, Nevada, United States",Education,Education,3084675.0,Engaging students in STEAM concepts through the art of origami.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,89457,False,False
Exec Staffing,2021-01-01,https://www.execstaffingllc.com,"Atlanta, Georgia, United States","Administrative Services, Professional Services","Consulting, Recruiting, Staffing Agency",3071231.0,"Exec Staffing provides consulting and recruiting services. The company specializes in a number of different fields, including marketing managers, user interface designers, advertising specialists, administrative assistants, customer service representatives, HR business partners, brand ambassadors, and B2B executives.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,89607,False,False
Kindthread,2022-01-01,https://kindthread.com,"Scottsdale, Arizona, United States","Clothing and Apparel, Commerce and Shopping, Health Care","Apparel, Health Care, Retail, Wholesale",176144.0,,501-1000,,,,,,,,501-1000,Private,,,,,,6,2022,20346,False,False
GOLDFIRE,2023-01-01,http://www.goldfire.io,"Los Angeles, California, United States","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Marketing Automation, Music, Performing Arts, SaaS, Software",86376.0,GOLDFIRE - an all-in-one workflow management platform for independent musicians and teams. Worlds first AI music Manager,1-10,1.0,Seed,2023-01-01,20000.0,Pre-Seed,20000.0,2.0,1-10,Private,,,,,,0,2023,11608,False,False
Hareword,2021-05-13,https://www.hareword.com,"Middletown, Delaware, United States",Professional Services,Translation Service,891756.0,"We are revolutionizing the world of online translation by seamlessly integrating the power of human expertise with the efficiency of AI technology. Our team of expert linguists works hand-in-hand with our advanced translation technology to deliver fast, accurate, and high-quality translations in over 150 languages and across 40 areas of expertise. We understand the importance of delivering translations that are not only accurate but also culturally appropriate and engaging for your target audience. That's why our translators are skilled linguists and cultural experts, ensuring that your message is accurately conveyed in the context of the local culture. We are committed to supporting our translators and paying them fairly and rapidly, no matter where they are. Our unique AI + human approach produces high-quality translations and provides a rewarding work experience for our team of expert linguists. Whether you are a small business looking to expand globally or a multinational corporation with complex translation needs, our powerful combination of human creativity and machine intelligence ensures consistent quality translations at speed.  So, join the revolution in online translation with Hareword and experience the future of translation today!",11-50,,,,,,,,11-50,Private,,,,,,6,2021,49677,False,False
Backdraft,2019-04-07,https://www.backdraft.us/,"Akron, Ohio, United States","Apps, Information Technology, Mobile, Software","Apps, Information Technology, Mobile, Software",1940895.0,"Backdraft's unique platform, powered by a free mobile app, engages residents by offering cashback rewards for completing actions around the city.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,71267,False,False
Clear Cannabis,2019-05-02,https://clearcannabisinc.com/,"Denver, Colorado, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Manufacturing","Cannabis, Manufacturing, Retail",128379.0,"Clear Cannabis is a cannabis company that specializes in manufacturing, retailing, and distribution of cannabis products. Its services provide hardware, packaging, training, standard operating procedures, quality control methodology, agency sales, marketing, merchandising, product R&D, and leasing services to licensee partners in many cannabis-legal states.",11-50,1.0,Seed,2019-06-30,520000.0,Seed,520000.0,,11-50,Private,,,0.0,1.0,,0,2019,16339,False,False
Copper Island Academy,2020-08-01,https://www.copperislandacademy.org,"Calumet, Michigan, United States",Education,"Charter Schools, Education, Training",2541932.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,82191,False,False
Stewardship Partners,2022-01-01,https://www.stewardship-partners.com/,"Dallas, Texas, United States",Professional Services,"Business Development, Consulting",139581.0,"Stewardship Partners offers an entrepreneurial succession plan to business owners who seek growth. Founded in 2022, the company is based in Dallas, Texas.",1-10,1.0,Seed,2022-08-15,500000.0,Seed,500000.0,1.0,1-10,Private,,,,,,0,2022,17419,False,False
droplinked,2022-01-01,https://droplinked.com/#end,"Los Angeles, California, United States","Information Technology, Internet Services","Information Technology, Internet",434113.0,Droplinked is the web3 commerce facilitator that benefits both businesses and consumers. The protocol allows web2 and web3 capabilities to be combined.,11-50,,,,,,,,11-50,Private,,,,,,6,2022,35348,False,False
RHM 1107,2019-01-01,https://www.1107.mba,"New York, New York, United States","Other, Professional Services","Consulting, Professional Services",2075005.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,73694,False,False
Chi AI,2023-01-01,https://thechi.app/,"Seattle, Washington, United States",Software,Software,100553.0,,11-50,1.0,Seed,2023-10-08,120000.0,Pre-Seed,120000.0,,11-50,Private,,,,,,0,2023,13352,False,False
LSX Capital Management,2020-01-01,https://lsxcapital.wpengine.com/,"Pompano Beach, Florida, United States","Financial Services, Media and Entertainment","Advice, Finance, Financial Services",92313.0,"LSX Capital Management offers custom life settlement portfolios for clients seeking diversification through this non-correlated asset class. Its mission is to provide investors unparalleled access, expertise, and transparency to the growing Life Settlement market. It was founded in 2020 and headquartered in Pompano Beach, Florida.",11-50,4.0,Seed,2023-08-09,65000.0,Seed,1269112.0,2.0,11-50,Private,,,,,,0,2020,12362,False,False
DILE Solutions,2019-01-01,https://dilesolutions.com,"Atlanta, Georgia, United States",Transportation,"Logistics, Shipping, Transportation, Warehousing",393745.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,33571,False,False
The Power-Filled Woman,2018-01-01,https://kenyadunn.com,"Hanahan, South Carolina, United States","Education, Other, Professional Services","Consulting, Professional Services, Training",2910765.0,"The Power-Filled Woman is a full-service corporate and individual coaching, training, and consulting agency. They offer trainings for people looking to improve or reinvent their careers, as well as support in strategic custom designed leadership training for their organization and guidance in identifying and developing a strategy to bridge gaps or accelerate business growth. The Power-Filled Woman is headquartered in Hanahan, South Carolina and was founded in 2018.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,87493,False,False
Sturgeon,2019-01-01,https://www.gosturgeon.com,"Alpharetta, Georgia, United States","Financial Services, Information Technology, Transportation","Asset Management, Information Technology, Warehousing",1116859.0,"Sturgeon is an IT company. They provide IT asset management, disposition, and integration services. They provide warehousing, logistics, facilities, and custom systems. They provide inquiries through email",51-100,,,,,,,,51-100,Private,,,,,,6,2019,53895,False,False
Brisk Labs,2019-01-01,https://brisklabs.com,"New York, New York, United States","Apps, Information Technology, Mobile, Sales and Marketing, Software","CRM, Enterprise Resource Planning (ERP), Mobile Apps, Software",703610.0,"Brisk Labs is a software company that focuses on designing, building, and maintaining stable, scalable applications for mobile and web platforms. The company's work revolves around various technological areas including Data Structures Algorithms, Machine Learning, Deep Learning, and Artificial Intelligence. Brisk Labs also provides enterprise mobile solutions for a robust suite of CRM and ERP systems. The company's commitment to technology and innovation is evident in its diverse range of software consulting services.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,44570,False,False
Dendi,2018-01-01,https://dendisoftware.com,"Durham, North Carolina, United States","Health Care, Information Technology, Software","Health Diagnostics, Information Technology, Software",42595.0,"Dendi provides a cloud-based laboratory information system, informatics solutions, and integration services for clinical diagnostic laboratories.",11-50,2.0,Seed,2022-08-12,2000000.0,Seed,2050000.0,3.0,11-50,Private,,,,,,0,2018,5453,False,False
Taper Labs,2022-01-21,https://tape.ooo,"San Francisco, California, United States","Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software","Meeting Software, Messaging, Unified Communications, Video Conferencing",362734.0,,1-10,1.0,Seed,2022-02-07,,Angel,,1.0,1-10,Private,,,,,,2,2022,32123,False,False
Tabacco House,2018-03-03,https://tabacco.com.ua/,"Sunnyvale, California, United States","Commerce and Shopping, Consumer Goods, Food and Beverage","E-Commerce, Retail, Tobacco",2183066.0,"The online store ""House of Tabaka"" is an actively developing online store of tobacco products in Ukraine. Over the period of the store's existence, the number of our customers has exceeded 5000 people It is very important for us that you, connoisseurs of tobacco, receive a really high-quality and worthy product for a reasonable price. Our products are highly appreciated by customers, because we never sell something that we would not smoke ourselves. We are grateful for the recognition and high appraisal of our product from both partners and customers of our store. We are full of ambitious plans, will and desire to implement them, and we are confident that our future achievements will confirm and consolidate the reputation of a highly professional, dynamically developing, successful company.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,76823,False,False
EleVate,2019-01-01,https://www.elevateinsoles.com/,"Winston Salem, North Carolina, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Fashion, Shoes, Shopping",313767.0,"Elevate is a new brand of custom shoe insoles that get delivered right to your door. Elevate patent-pending technology allows us to more thoroughly customize your insoles and offer you the comfortable, affordable, and versatile insoles your feet deserve - completely hassle-free.",1-10,1.0,,2020-08-28,10000.0,Grant,10000.0,1.0,1-10,Private,,,,,,1,2019,29538,False,False
Fleexo,2018-01-01,https://fleexo.com.br/,"Los Alamitos, California, United States","Administrative Services, Professional Services","Human Resources, Recruiting, Staffing Agency",3135232.0,Fleexo is an online platform that connects startups and university students with sporadic jobs. The company was founded in 2018 and is based in,1-10,,,,,,,,1-10,Private,,,,,,6,2018,90171,False,False
Waypoint Investments,2020-01-01,https://waypointinvest.com,"Birmingham, Alabama, United States","Financial Services, Lending and Investments","Angel Investment, Finance, Financial Services",2234788.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,77683,False,False
LoansIntel,2020-01-01,https://loansintel.com,"New York, New York, United States","Data and Analytics, Design, Financial Services, Lending and Investments, Other, Professional Services","Consulting, Credit, Financial Services, Market Research, Professional Services",193085.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,21614,False,False
SELIN,2019-01-01,https://selin.app,"Chicago, Illinois, United States","Apps, Information Technology, Mobile, Software","Information Technology, Mobile Apps, Software",2096571.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,73358,False,False
Hudson Avenue Partners,2020-01-01,https://hudsonavepartners.com,"Birmingham, Michigan, United States","Financial Services, Payments, Software","Finance, Financial Services, Lending, Transaction Processing",743771.0,"Hudson Avenue Partners offers  equity capital facilities in support of acquisition, refinancing and recapitalization transactions within the middle market.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,45720,False,False
Ecosoul Records,2021-01-01,https://ecosoulrecords.com/,"Berkeley, California, United States","Internet Services, Media and Entertainment, Music and Audio","Independent Music, Music, Music Label, Music Streaming",1556858.0,"We produce professional quality, all original music to inspire hope for a better world, good health, and happiness. Our customers are listeners of Pop, Rap, Hip-hop, and Alternative Rock music of all ages. We focus especially on positively impacting teens and young adults (ages 16-35).",1-10,1.0,Seed,2021-08-20,,Seed,,,1-10,Private,,,,,,2,2021,63082,False,False
Medici,2022-01-01,https://www.bemedici.com/,"Brooklyn, New York, United States","Advertising, Content and Publishing, Media and Entertainment, Professional Services, Sales and Marketing","Advertising, Creative Agency, Freelance",1615935.0,"Our mission is to be the world’s preeminent creative network, owned and operated by the talent it serves. A global community of top-tier talent that benefit directly from their collective success.  We believe that the future of creative services is a decentralized approach that values flexibility, diversity, and community.  By providing the infrastructure and support to allow creative people to flourish, we can unlock their potential as entrepreneurs ensuring that those providing the value are also realizing the benefits.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,65059,False,False
Paygeon,2019-01-01,https://paygeon.com/,"Dover, Delaware, United States","Financial Services, Payments, Software","FinTech, Payments, Software",205733.0,"Paygeon revolutionizes B2B payments for startups with an AI-driven solution. It simplifies payment processes by providing a dedicated email address to collect, digitize, and organize invoices, bills, and receipts. This integrated system automates payments for valid invoices, ensuring they're settled promptly, while also identifying and disputing erroneous ones. By minimizing payment hassles, Paygeon empowers startup founders to concentrate on business growth. Say goodbye to invoice mismanagement with Paygeon's AI payment management platform.",10001+,,,,,,,2.0,10001+,Private,,,,,,6,2019,22561,False,False
REDU Health LLC,2021-01-26,https://www.reduhealth.com/,"Dallas, Texas, United States",Health Care,Health Care,648879.0,REDU Health offers a national self-pay provider network helping members and employers cut health care costs,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,43000,False,False
APN Capital,2018-01-01,https://apncapital.com,"Malibu, California, United States","Financial Services, Health Care, Lending and Investments","Finance, Health Care, Venture Capital",1060866.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,52966,False,False
Business Improvement Group,2018-01-01,https://www.bizimprovementgroup.com,"Boston, Massachusetts, United States",Professional Services,"Business Development, Consulting, Management Consulting",2085675.0,"Business Improvement Group offers productivity across the enterprise, ​operations diagnosis, quality improvement, supply chain management, logistics and distribution, inventory management, sales operations, service operations, operational expertise for financial and legal advisors, company turnarounds, and executive coaching services.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,73534,False,False
Investorlift,2019-01-01,https://investorlift.com/,"Los Angeles, California, United States","Financial Services, Real Estate, Software","Real Estate, Real Estate Investment, Software",136790.0,,11-50,,,,,,,3.0,11-50,Private,,,,,,6,2019,17146,False,False
Brindle Data,2018-01-01,https://brindledata.com/,"Bedford, Texas, United States","Administrative Services, Data and Analytics, Information Technology, Other, Professional Services","Analytics, Business Intelligence, Information Technology, Management Consulting, Professional Services, Project Management",3133981.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,90183,False,False
Tech Hub,2019-01-01,https://techhubengineer.com,"San Diego, California, United States","Commerce and Shopping, Consumer Electronics, Hardware","Computer, Consumer Electronics, E-Commerce, Hardware",2791965.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,86159,False,False
Airblock Technologies,2019-11-18,https://airblocktech.com/,"Watertown, Massachusetts, United States","Information Technology, Internet Services, Science and Engineering, Software, Transportation","Aerospace, Information Technology, Internet, Logistics, SaaS, Software, Supply Chain Management",329573.0,"Airblock Technologies, Corp. is a Massachusetts-based software company and innovation team focused on digitally transforming aviation and aerospace supply chains to bring the industry into the 21st century. The Airblock platform is a SaaS solution that gives companies full visibility into the lifecycle of their important contracts, documents, technical records, and assets from any device, leveraging data, analytics, and predictive maintenance in real-time.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,30405,False,False
LESET,2019-01-01,https://www.leset.com,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Design, Manufacturing","Apparel, E-Commerce, Fashion, Textiles",579673.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,40744,False,False
VitaPLUR,2018-05-05,https://www.vitaplur.io/,"Santa Clara, California, United States",Health Care,Health Care,2488793.0,World's First & Only Antioxidant and Magnesium-Infused Wellness and Workout Gum,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,81473,False,False
Readyworks,2020-01-01,https://readyworkshealth.com,"Baltimore, Maryland, United States","Health Care, Information Technology, Other, Software","Electronic Health Record (EHR), Information Technology, Real Time, Software",104289.0,"Developer of real-time compliance management software designed for documentation and data insights. The company's technology uses smart checklists to integrate into the nursing workflow as well as offers features such as device-independency, multi-device management, automated compliance report generation, customizable assessments, real-time alerting and assessment deadline remainders, thus providing the medical, public health and defense sectors with a platform to improve regulatory compliance.They help organizations by creating innovative workflow technologies that drive high reliability.",1-10,1.0,Seed,2020-09-10,1500000.0,Seed,1500000.0,1.0,1-10,Private,,,0.0,0.0,,0,2020,13756,False,False
Per Os Biosciences,2018-01-01,https://www.peros-bio.com,"Hunt Valley, Maryland, United States","Food and Beverage, Health Care, Manufacturing, Sports","Dietary Supplements, Fitness, Health Care, Manufacturing, Pharmaceutical, Wellness",389964.0,"Per Os Biosciences has patented gum manufacturing technology for incorporating any active ingredient into chewing gum, including CBD and THC. They develop niche healthcare products supplements and pharmaceuticals in underutilized, emerging dosage forms like tableted chewing gum, chewable tablets, and lozenges. Using an in-house product development team, they develop custom tablet formulations that are dietary supplements for companies competing in a variety of markets, including energy, immune support, weight loss, probiotics, and dental, just to name a few.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,33403,False,False
Hub & Spoke,2018-01-01,https://hubandspoke.works,"Fishers, Indiana, United States","Commerce and Shopping, Events, Media and Entertainment, Real Estate","Coworking, Events, Rental",2595509.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,82944,False,False
ParticipantHQ,2020-01-01,https://www.participanthq.com,"Boulder, Colorado, United States","Data and Analytics, Design, Education, Other","Education, Enterprise, Product Research",1457619.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2020,61890,False,False
Voodoo Tracks,2018-01-01,https://voodoo-tracks.com,"Los Angeles, California, United States","Media and Entertainment, Music and Audio, Video","Film Production, Music",678196.0,Voodoo Tracks is a media production music collection that features authentic traditional and modern Latin music.,11-50,,M&A,,,,,,11-50,Private,,,,,,5,2018,43830,False,False
Inicia Incorporated,2018-10-01,http://www.i2mediainc.com,"New York, New York, United States","Advertising, Design, Information Technology, Media and Entertainment, Professional Services, Sales and Marketing","Advertising, Consulting, Digital Marketing, Digital Media, Graphic Design, Information Technology, Media and Entertainment, Web Design",1640145.0,"Inicia Incorporated is engaged in technology, media, marketing, and entertainments through its subsidiaries Incognito Worldwide, Intech Creative LLC, I2MEDIALAB, and First Drum Films.",11-50,,,,,,,2.0,11-50,Private,,,,,,6,2018,64564,False,False
Women Innovating Together,2018-01-01,https://womeninnovatingtogether.org/,"Mckinney, Texas, United States","Administrative Services, Health Care, Other, Professional Services","Consulting, Health Care, Project Management",2754615.0,,501-1000,,,,,,,,501-1000,Private,,,,,,6,2018,85205,False,False
Nocturne Labs,2022-01-01,https://nocturnelabs.xyz,"San Diego, California, United States",Software,"Software, Web Development",27150.0,Nocturne is a system that allows for on-chain private accounts.,1-10,1.0,Seed,2023-10-25,6000000.0,Seed,6000000.0,,1-10,Private,,,,,,0,2022,2721,False,False
Pinpoint Therapeutics,2018-01-01,https://www.pinpointtherapeutics.com/,"Philadelphia, Pennsylvania, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Oncology, Pharmaceutical, Therapeutics",45759.0,"Pinpoint Therapeutics is a preclinical stage company developing novel cancer treatment options aimed to specifically inhibit autophagy, a key cell survival and treatment resistance pathway in cancer. Pinpoint inhibitors target a recently discovered enzyme in the autophagy pathway called PPT1, which is highly expressed across most cancers. These inhibitors could be applied to a broad range of cancers alone or in combination to overcome therapy resistance.",51-100,1.0,,2019-12-30,1000000.0,Debt Financing,1000000.0,2.0,51-100,Private,,,,,,1,2018,5957,False,False
Trust HCG,2020-01-01,https://trusthcg.com,"Cuyahoga Falls, Ohio, United States","Apps, Mobile, Software","Mobile Apps, Software, Web Development",1899954.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,70346,False,False
