company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Latitude,2022-01-01,https://lat.ai/,"Pittsburgh, Pennsylvania, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology",201939.0,,501-1000,0.0,,,0.0,,0.0,,501-1000,Private,,,,,,6,2,2022,22283,False,False
MAVIDx,2020-01-01,https://mavidx.com/,"Miami, Florida, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Medical",2688461.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,84616,False,False
Inventory Bot,2020-12-01,https://www.inventorybot.io,"Pittsburgh, Pennsylvania, United States","Apps, Mobile, Software","Consumer Software, Mobile Apps, Software",2318057.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,77967,False,False
Testudo,2021-01-01,https://testudomkt.com/,"Brooklyn, New York, United States",Media and Entertainment,Art,550115.0,"We’re a platform built to celebrate artists and to create the next great community of artists, collectors, and enthusiasts. We partner with a curated selection of the best emerging artists working today to share their work with our collectors. Our model offers collectors the chance to discover incredible new artists and pays our artists a higher percentage of sales than the traditional art market, which offers them more freedom to create. While we hope a work always remains with the initial collector, if the need arises, collectors have the ability to resell a work to a new loving home. When that work sells, the original artist receives a portion of that sale through a royalty. Our closed ecosystem offers collectors a way to resell work and ensures artists remain engaged in that process. With a heightened focus on inclusivity, transparency, and security, we’re on a mission to establish a more equitable and accessible art market for all.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,0.0,1.0,,6,3,2021,39727,False,False
MapRecruit,2018-07-01,https://www.MapRecruit.ai,"Cary, North Carolina, United States","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Human Resources, Machine Learning, Recruiting, SaaS",241491.0,MapRecruit.ai is an AI powered end-to-end acquisition platform.,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2018,25227,False,False
Diagnox Health,2018-10-05,https://www.diagnoxhealth.com,"Plano, Texas, United States",Health Care,"Health Care, Medical, Wellness",771878.0,"Diagnox was founded with one purpose – All people, regardless of status and buying power, should have access to quality healthcare. We aim to provide access to all individuals with quality and affordable healthcare products that seamlessly integrate with our daily lives to improve their quality of life. We achieve our goals through constant innovation and investing our resources in research and development to create unparalleled value in our products. We believe that modern tools and technologies are essential for the next generation of healthcare products. At Diagnox, we design, develop, and bring to our users innovative, reliable, and smart healthcare products and technologies that are easy to use for diagnostic, monitoring, and therapeutic purposes.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,46490,False,False
Aspire Financial Planning,2021-01-01,https://www.aspireplans.com,"Roseville, California, United States","Financial Services, Professional Services","Consulting, Finance, Financial Services",2073786.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,73712,False,False
Outshine Family Dental,2021-01-01,https://www.outshinefamilydental.com,"Mandeville, Louisiana, United States","Consumer Goods, Health Care","Cosmetics, Dental, Health Care, Medical",1795688.0,"Outshine Family Dental offers  porcelain veneers, dental implants, crowns, and bridges. They treat in teeth whitening, inlays and onlays, dental bonding, root canal, dental implants, dental fillings, dentures, and clear braces.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,67695,False,False
More Homes,2020-01-01,https://www.more.homes/,"Orlando, Florida, United States","Financial Services, Real Estate","Commercial Real Estate, Real Estate, Real Estate Investment",1892220.0,"More Homes provides home buying and selling services. They also receive real-time updates on all properties for sale, allowing them direct access to everything they require, including current market statistics and listings.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,70478,False,False
LabPlex,2020-01-01,https://labplex.com,"Long Beach, California, United States","Community and Lifestyle, Data and Analytics, Food and Beverage, Health Care","A/B Testing, Cannabis",897100.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,49817,False,False
Posh Studios,2020-11-01,https://www.poshstudiosla.com,"Los Angeles, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing, Travel and Tourism","Advertising, Creative Agency, Hospitality",169593.0,"Posh Studios is a studio space rental company. They offer services that include events, meetings, pop-ups, production, corporate retreats, corporate parties, brand campaigns, office space, flex space, and creative space.",1-10,1.0,Seed,2021-01-01,100000.0,Seed,100000.0,,1-10,Private,,,,,,0,3,2020,19827,False,False
AN Tax Service,2020-01-01,https://www.antaxservice.com,"San Francisco, California, United States","Financial Services, Other, Professional Services","Accounting, Financial Services, Professional Services",3035578.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,90014,False,False
Banff Advisors,2020-05-04,https://banffadvisors.com/,"Piedmont, California, United States","Other, Professional Services","Consulting, Professional Services",328592.0,"Banff Advisors is the premier career management advisory that is tailor-made for executives, serving as a partner to high-performing leaders throughout their careers.  We aim to remove chance and replace it with purpose and ownership, shifting career paths from reactive to proactive. We were founded to serve executives who want to be proactive to fulfill their career ambitions, but lack the dedicated partnership, transparency and advocacy to do so. We want all of our clients to be confident that while they spend their days focused on work, family and friends, Banff Advisors is constantly working behind the scenes to ensure they continue to move towards their goals - whether that be success in their current roles, planning for the next step, or looking ahead at a long-term future.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2020,30352,False,False
MCPCG,2019-02-06,https://mcpcg.com,"Lombard, Illinois, United States",Consumer Goods,Consumer Goods,2124241.0,"MCPCG is an American Consumer Goods company based in Lombard, Illinois. MCPCG is known for its brand subsidiaries including Volareo, and MCPCG Services. MCPCG operates in several sectors including manufacturing, e-commerce, and internet services.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,74473,False,False
Welspring Practice Suites,2020-01-01,https://www.wellspringsuites.com,"New York, New York, United States","Health Care, Information Technology, Real Estate","Health Care, Information Technology, Medical, Real Estate, Rental Property, Wellness",107739.0,"​Wellspring is a tech-enabled Healthcare start-up company providing Mental Health and Wellness Professionals with services to help develop their Practice.​ Our online platform allows Independent Practitioners to find the services only usually available with Group Practice Support. ​Our online platform help match Practitioners with Suite Owners to find a 'home' for their Ideal Practice, and match Practitioners with new Patients to help them 'build' their Ideal Practice. Therapy suites are available across the New York Metro area, with future expansion cities across the US. We also provide HIPAA compliant Practice Management Software, and Teletherapy Packages through our Video Partner ZOOM for home or in-office use. ​Full services range from Consulting Office Suites, Patient Referrals & HIPAA compliant Practice Management Software, to Billing Services, Financial Planning & Insurance.",1-10,1.0,Seed,2021-01-01,125000.0,Pre-Seed,125000.0,2.0,1-10,Private,,,,,,0,4,2020,14158,False,False
HK Enterprises,2019-01-01,https://www.hkenterprises.org,"Dittmer, Missouri, United States","Consumer Goods, Manufacturing, Real Estate","Home Decor, Manufacturing, Toys",1605076.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,65262,False,False
VIGO Capital,2020-08-01,https://vigocap.com/,"Florida, New York, United States",Financial Services,Financial Services,565160.0,"Vigo Capital LLC is a multi-strategy alternative investment firm located in Florida, registered as a CPO/CTA with the CFTC and a member of the NFA. The firm offers clients a distinct blend of investment approaches, with a particular emphasis on global macro trading and private equity and venture capital investments. The firm is dedicated to offering strategic asset allocation and diversification through liquid portfolios, as well as implementing nimble trading strategies. This commitment, coupled with its unique investment approach, positions Vigo Capital to assist clients in accomplishing their investment objectives. The Team’s goal is to deliver an unsurpassed experience to ultra-high net worth individuals, their families, foundations, and businesses. Vigo Capital LLC provide institutional consulting services to clients such as mutual funds, pension funds, endowment funds, insurance companies, banks, and hedge funds. Additionally, we offer advice on trading and purchasing individual securities, and derivatives. Our financial planning services cover investment plans for managing cash flows, reducing liabilities, and risk management. At Vigo Capital LLC, our priority is providing clear, concise, and accurate information to our clients. Our investment strategies are tailored to the needs of accredited investors, corporate clients, and institutional clients.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,40255,False,False
Motionalysis,2019-01-01,https://motionalysis.io/,"Rehoboth Beach, Delaware, United States","Data and Analytics, Information Technology, Internet Services, Other, Software","Cloud Management, Commercial, Data Collection and Labeling, Information Technology, Software",1305224.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,0.0,1.0,,6,5,2019,58513,False,False
salesbricks,2021-03-01,http://www.salesbricks.com,"Palo Alto, California, United States","Commerce and Shopping, Software","E-Commerce, Software",139046.0,salesbricks is the out-of-the-box b2b ecommerce platform that powers self-service and sales rep led transactions.,1-10,1.0,Seed,2021-06-25,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,3,2021,17362,False,False
Disrupt Management,2019-01-01,https://disruptmgt.com,"Houston, Texas, United States","Financial Services, Real Estate","Asset Management, Lending, Property Management, Real Estate",566386.0,"Disrupt Management utilizes market technology to streamline processes and each asset's operational efficiency. They satisfy the needs of their clients through the spectrum of real estate services. Their services include asset management, property management, accounting, investor communications, and lending.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,40295,False,False
Sēd Communications,2020-01-01,https://www.sedcommunications.com,"New York, New York, United States","Advertising, Internet Services, Sales and Marketing","Advertising, Brand Marketing, Public Relations, SEO",1268242.0,,11-50,0.0,M&A,,0.0,,0.0,,11-50,Private,,,,,,5,4,2020,57706,False,False
Convect AI,2020-07-01,https://convect.ai,"San Jose, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",588163.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2020,41025,False,False
Nimble Way,2021-06-07,https://www.nimbleway.com,"New York, New York, United States","Commerce and Shopping, Data and Analytics, Design, Information Technology, Software","Big Data, Data Collection and Labeling, E-Commerce, Information Technology, Market Research, PaaS, Software",94192.0,"Nimble Way optimizes data collection pipelines for continuous, stable, accurate public web data capture by using IP infrastructure and external data platforms. They provide data gathering services to company needs. The people contact through phone number, email, and application form.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,0.0,3.0,,6,2,2021,12593,False,False
Instructly.io,2018-11-05,https://www.instructly.io,"San Francisco, California, United States","Content and Publishing, Education, Sales and Marketing, Software","Copywriting, Digital Marketing, Marketing, Software, Training",1649478.0,"Finding a great writer is a demanding and expensive process. Instructly.io simplifies the task of creating sharp and comprehensive content by providing business owners with an alternative to hiring contractors or in-house writers at a flat, monthly fee. Simply give us your writing to-do list, and let our experienced team of professional writers work their magic. Worried about experience? Fear not. Each of our writers are professionals with top-tier industry experience who know  what it takes to write effective, high-quality work. Whether it's a series of articles, tutorials, web copy, training materials, a complete rewrite or something more, let Instructly.io write your way to success. Put simply, Instructly.io is the ultimate writing tool.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,65961,False,False
Out the Nook,2019-01-01,https://quillnote-757f7.firebaseapp.com/,"Clemson, South Carolina, United States","Education, Science and Engineering, Software","EdTech, Education, Software, STEM Education",1208596.0,Out the Nook is an ed-tech company. They will transform the way STEM teachers understand and mold their students' minds into leaders for tomorrow's world.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,56091,False,False
BH Processing,2020-01-01,https://www.bhprocessing.com,"Nashville, Tennessee, United States","Financial Services, Internet Services","Financial Services, Online Portals",883834.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,49479,False,False
Patrick Redfearn Realty,2020-01-01,https://www.patrickredfearnrealty.com,"Mount Pleasant, Texas, United States",Real Estate,"Property Management, Real Estate, Residential",2471798.0,"Patrick Redfearn Realty offers homes, condos, townhomes, land, and foreclosure properties for sale. Their customers contact them through phone and online applications.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,81754,False,False
YouPost,2021-03-26,https://youpost.one,"Los Angeles, California, United States","Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Software, Video","Content, Information Technology, Internet, Online Portals, Text Analytics, Video",1384416.0,Simple yet useful tool for marketers which allows generating tons of content in one click. YouPost converts videos into complete articles - with text and pictures in one click and in seconds. Literally. YouPost helps content makers save money and time on content writing.,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2021,60186,False,False
Budge,2021-01-01,https://www.budge.app,"New York, New York, United States","Financial Services, Information Technology","Financial Services, Information Technology",79512.0,Budge is a salary management application that enables HR companies to assist employees in meeting their financial objectives.,1-10,1.0,Seed,2022-09-15,1750000.0,Seed,1750000.0,,1-10,Private,,,,,,0,3,2021,10756,False,False
Zeck,2022-01-01,https://www.zeck.app,"Detroit, Michigan, United States","Apps, Messaging and Telecommunications, Mobile, Software","Meeting Software, Mobile Apps, Software",135116.0,,1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,2,2022,17018,False,False
Impact Wellness Network,2020-01-01,https://impactwellnessnetwork.com,"Mount Washington, Kentucky, United States",Health Care,"Addiction Treatment, Health Care, Outpatient Care, Wellness",1306296.0,"Impact Wellness Network is a group of trusted addiction treatment programs. They help any person struggling with addiction find their path to lasting recovery. They offer medical detoxification services, intensive outpatient programs, hospitalization services, and residential treatment services. They provide evidence-based, personalized, and supportive treatment to each and every client.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,58488,False,False
Persp3ctive,2018-12-18,https://persp3ctive.com/,"Los Angeles, California, United States","Hardware, Media and Entertainment, Music and Audio, Science and Engineering, Software","Augmented Reality, DSP, Music, Software, Software Engineering, Virtual Reality",155880.0,"Persp3ctive is dedicated to creating next generation VR and AR tools.  Persp3ctive's first offering, ControlRoom allows musicians, producers and engineers to interact with their industry standard audio production software in a virtual world.  Life-size virtual tools allow the user to shape their creations in a completely new way, offering artists a more dynamic and tactile interface to their 2D software.",1-10,2.0,Seed,2019-06-14,500000.0,Seed,750000.0,3.0,1-10,Private,,,1.0,1.0,Musical Instruments; Acoustics,0,5,2018,18749,False,False
GameStack,2021-09-01,https://gamestack.ai,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Internet Services",Web3,504477.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2021,38071,False,False
Tandem,2019-01-01,https://tandem-brand.com,"Covington, Kentucky, United States","Data and Analytics, Design, Health Care","Graphic Design, Health Care, Product Research",1646509.0,"Tandem improves patient satisfaction through a healthcare brand that needs to live up to its promise every day, and employees need to be aligned on what that promise actually is. They facilitate workshops with caregivers to unearth insights on the patient experience	deliver a holistic brand refresh that revolves around a patient-centered brand promise. They align entire organization behind new brand promise.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,5,2019,66020,False,False
Sentral,2021-01-01,https://www.sentral.com/,"Denver, Colorado, United States","Community and Lifestyle, Other, Real Estate, Travel and Tourism","Commercial, Communities, Hospitality, Real Estate, Residential",155389.0,"Sentral provides defining services to residential communities such as apartment buildings and flats, hospitality services, and local travel. They offer both designer-furnished and unfurnished homes. They support learning and development offerings, leadership coaching, and mentorship programs.",251-500,0.0,,,0.0,,0.0,1.0,251-500,Private,,,,,,6,3,2021,18711,False,False
DVMmatch,2020-01-01,https://dvmmatch.com,"Indianapolis, Indiana, United States","Education, Professional Services, Real Estate","Consulting, Education, Real Estate, Real Estate Brokerage",2757712.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,4.0,,6,4,2020,85167,False,False
Smart Contract Research Forum,2021-01-01,https://www.smartcontractresearch.org,"San Francisco, California, United States","Blockchain and Cryptocurrency, Community and Lifestyle, Data and Analytics, Design, Other","Blockchain, Communities, Market Research, Peer to Peer, Smart Contracts",1801760.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,69115,False,False
Holy Family Medical,2019-01-01,https://www.holyfamilymedical.com,"Wichita, Kansas, United States","Health Care, Other, Social Impact","Health Care, Medical, Non Profit",2232839.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,77712,False,False
Mobile Med,2019-01-01,https://mobilemed614.com,"Powell, Ohio, United States","Health Care, Mobile","Medical, mHealth, Outpatient Care, Primary and Urgent Care",2597413.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,82914,False,False
UBTS INTERNATIONAL INC.,2019-01-01,https://ubts-international.com,"Decatur, Georgia, United States","Hardware, Internet Services, Software","Cloud Computing, Internet, Telecommunications",2800451.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,86049,False,False
Nebula HealthCare,2019-05-30,http://www.nebulahealthcare.xyz,"Plano, Texas, United States",Health Care,"Health Care, Telehealth",126854.0,"Nebula HealthCare is a TeleHealth app helping subscribers access healthcare anywhere. It offers health plans to give subscribers access to physicians and mental health practitioners from the safety of their homes. The Plano, Texas-based healthcare company was founded by Rayaan Akbar in 2019.",11-50,1.0,Seed,2019-05-31,200000.0,Pre-Seed,200000.0,1.0,11-50,Private,,,,,,0,4,2019,16198,False,False
Agency Network,2019-01-01,https://agencynetworknj.com,"Fairfield, New Jersey, United States",Real Estate,"Construction, Property Development, Real Estate",3051229.0,"Agency Network provides furnished offices, offices with free wifi, office coordinators, on-site coordinators,  meeting rooms, conference rooms, hosting events, private event space, office space, shared kitchens, private restrooms, renting a conference room, copy and image equipment, mailing addresses, and assigned parking services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,89808,False,False
Canetic Advisors LLC,2018-11-01,http://www.caneticadvisors.com,"Miami, Florida, United States","Data and Analytics, Energy, Financial Services, Lending and Investments, Sustainability","Analytics, Impact Investing, Renewable Energy, Sustainability",141138.0,"Canetic accelerates successful outcome for impact investors demanding increasingly greater financial performance from sustainability efforts. Our team helps companies and investors scale their circular economy practices with hands-on efforts to operationalize and commercialize new businesses and technologies. We work with tech companies, energy companies and IoT companies as well as private equity and venture funds. Our world class team is composed of business executives and PhDs with expertise in sustainability, circular economy, energy, cleantech, IoT and the environment. www.caneticadvisors.com",11-50,1.0,Early Stage Venture,2018-11-01,1000000.0,Series A,1000000.0,1.0,11-50,Private,,,,,,0,5,2018,17558,False,False
Integrated Trucking Solution,2022-01-01,https://integratedtruckingsolutions.com,"Union, New Jersey, United States","Education, Other, Transportation","Commercial, Training, Transportation",2886951.0,"Integrated Trucking Solutions provides motor carrier safety compliance, hazmat, cargo tank, commercial motor vehicle inspector, and accident investigation services. Their services include formations, EIN, dot number, MC, authority services, BOC-3, SCAC codes, UCR registration, DQ file, policies, training, safety audits, and compliance review audit services. They provide training to drivers for inspection like hour of service, maintenance and all safety requirements, local and federal regulations.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,2,2022,87827,False,False
28 Research,2021-01-01,http://www.28research.com,"Orlando, Florida, United States","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Blockchain, Cyber Security, Information Technology, Internet of Things, Machine Learning",510368.0,"28 Research is an innovative research and scientific development firm that focuses on emerging technology such as AI and ML, cybersecurity, internet of behaviors (IoB), blockchain, and edge computing. The company shapes socioeconomic landscapes across diverse global cultures, its goals are not just pioneering but carry the immense potential to be a pivotal force in shaping the future perspective that empowers to investigate and build innovative technology in the fields of cybersecurity, healthcare, cloud computing, and comprehensive research. 28 Research was founded in 2021 and is located Orlando, Florida.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,38294,False,False
Protéger,2019-01-01,https://www.protegerdaily.com,"Philadelphia, Pennsylvania, United States","Consumer Goods, Manufacturing","Beauty, Cosmetics, Manufacturing",384092.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,5,2019,33139,False,False
Brown Miller Wealth Management,2020-01-01,https://brownmillerwm.com,"Mclean, Virginia, United States","Financial Services, Media and Entertainment","Advice, Financial Services, Wealth Management",904830.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,50001,False,False
Fashion Quality Boutik,2019-01-01,https://fashionqualityboutik.com,"Atlanta, Georgia, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Consumer Goods, E-Commerce, Fashion, Jewelry",1220368.0,"Fashion Quality Boutik is a family-owned business specializing in high quality fashion, accessories, and authentic 100% designer products for men, women, and children. We also offer a wide range of handmade organic bath, beauty, and candle products. Our mission is to provide our customers with the best possible shopping experience, whether they're looking for the latest trends or classic wardrobe staples. We believe that fashion should be fun, accessible, and affordable for everyone. That's why we offer a wide range of styles and price points. Whether you're looking for a new outfit for a special occasion or just want to update your everyday look, we've got you covered.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,57219,False,False
Bridge Beyond,2020-01-01,https://www.bridgebeyond.org,"Pittsburgh, Pennsylvania, United States","Community and Lifestyle, Other, Social Impact","Communities, Homeless Shelter, Non Profit, Social",1791856.0,"Bridge Beyond provides offeres a large range of resources to those experiencing homelessness. Their partner with college communities, and student volunteers, to help advocate, assist, and advance. They connect people who are experiencing homelessness and housing instability to resources within their own community.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,4,2020,67761,False,False
Level Software,2019-10-01,https://level.io,"Asheville, North Carolina, United States","Information Technology, Internet Services, Privacy and Security, Professional Services, Software","Consulting, Information Technology, Internet, Security, Software",219566.0,Level enables IT Professionals to remotely manage and monitor their workstations and servers from anywhere in the world. Level is the first security-focused remote monitoring and management (RMM) platform to implement peer-to-peer (P2P) connections that ensure a fully private and encrypted connection.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,23641,False,False
Global Green Recovery Collaborative,2021-01-01,https://www.greenrecovery.world,"California, Kentucky, United States","Community and Lifestyle, Professional Services, Science and Engineering, Sustainability","Communities, Environmental Consulting, Environmental Engineering",1477876.0,"Global Green Recovery Collaborative promotes inclusive action and collaboration to achieve a green recovery from Covid-19 and other past and future environmental challenges.  They are also in the process of changing how they live and interact with one another and with their environment so that biodiversity thrives, the climate stabilizes and can adapt to new realities brought about by previous ways of life.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,61508,False,False
CareStitch,2019-01-01,https://www.carestitch.com,"San Diego, California, United States","Apps, Health Care, Information Technology, Internet Services, Mobile, Software","Health Care, Home Health Care, Information Technology, Internet, Mobile Apps, SaaS, Software",283125.0,"CareStitch is a B2B healthcare technology company focused on making the scheduling process easier in home health. Providing a modern, easy-to-use SaaS platform, CareStitch gives home health agencies the ability to operate efficiently and at scale while reducing human errors and mistakes that can lead to missing patients. Agencies can easily assign patients to the best-suited mobile clinician to provide optimal patient care. Mobile clinicians benefit from a mobile application built specifically for them in the way they work so they can focus less on administration and more on the patient.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,5,2019,27757,False,False
Global Connect Communications,2019-01-01,https://www.gblconnect.com,"Saint Petersburg, Florida, United States","Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile","Telecommunications, VoIP, Wireless",1394876.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,59957,False,False
triple,2020-01-01,https://tripleup.com/,"Pittsburgh, Pennsylvania, United States","Advertising, Financial Services, Sales and Marketing","Advertising, FinTech",269326.0,"Triple bridges financial services with digital media to drive purchases & revenue for merchants, banks and loyalty programs. We are revolutionizing the world of advertising for better consumer experiences. In a world where consumers are always looking for better deals, Triple offers an effective model to monetize rewards programs for merchants, financial institutions and loyalty marketers. With an intelligent platform driven by consumer experiences and powered by strategic partnerships across multiple industries, we deliver unique solutions that drive engagement, revenue and results. Triple, a subsidiary of The PNC Financial Services Group, Inc., brings innovative solutions to drive purchases and revenue for merchants, financial services, and loyalty programs. Triple was born from PNC’s Fintech incubator, numo, with a team of industry experts specialized in fintech and adtech. Triple’s solutions for its partners and affiliates include advanced targeting, advertising, and attribution modeling tools powered by predictive consumer insights.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,26975,False,False
Factum Global,2019-01-01,https://factumglobal.com/,"Washington, District of Columbia, United States","Data and Analytics, Design, Professional Services","Consulting, Management Consulting, Market Research",1149091.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,54741,False,False
ResilHealth,2020-01-01,https://resilhealth.com,"East Brunswick, New Jersey, United States","Health Care, Professional Services, Software","Consulting, Health Care, Software",2223164.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,77840,False,False
Let us Nudge,2020-01-01,https://www.letusnudge.com/,"Columbus, New Jersey, United States",Food and Beverage,Restaurants,125888.0,,1-10,1.0,Seed,2023-01-11,250000.0,Pre-Seed,250000.0,,1-10,Private,,,0.0,1.0,Computing; Calculating,0,4,2020,16075,False,False
Daily Dose Wellness,2020-01-01,https://dailydose-wellness.com,"Raleigh, North Carolina, United States",Health Care,"Health Care, Medical, Therapeutics",1322893.0,"Daily Dose Wellness is a healthcare company that focuses on employee wellness programs. The company offers a range of services including bio hacking, natural healing technology, and complimentary therapy. The Daily Dose Wellness approach is designed to encourage employees to work harder and perform better, with research showing that 40% of employees are motivated by workplace wellness programs. The company also offers wellness packages to businesses, emphasizing the importance of incorporating wellness into people's lives. Other services include advice on herbs for health, how to stay healthy while traveling, an introduction to CBD, immunity boosting foods, budgeting, and using acupressure as a therapy.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,58123,False,False
WhiteFlag,2020-01-01,https://www.whiteflagapp.com,"Denver, Colorado, United States","Apps, Health Care, Professional Services, Software","Apps, Consulting, Health Care, Mental Health, Wellness",336523.0,WhiteFlag is a mental health movement designed to help people in need find immediate connection and support when they need it most. They can be reached by phone and email.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,30766,False,False
Rebel Rock,2019-01-01,https://rebelrock.co/,"Scottsdale, Arizona, United States","Community and Lifestyle, Financial Services, Food and Beverage, Health Care, Internet Services, Professional Services, Software","Accounting, Business Development, Cannabis, Cloud Computing, Legal",2751682.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,85254,False,False
Aspida,2021-01-01,https://aspida.com,"Durham, North Carolina, United States",Financial Services,"Financial Services, Insurance",194663.0,"Aspida focused on our security, strength, and agility. We protect the future of our clients and partners and add value to every interaction.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,21726,False,False
XMANNA,2021-01-01,https://xmanna.com/,"Miami, Florida, United States","Apps, Blockchain and Cryptocurrency, Gaming, Media and Entertainment, Other, Software","Apps, Blockchain, Commercial, Gaming, Metaverse, Software",265878.0,"XMANNA is a patented SaaS solution (B2B2C) with gaming service protocols, loyalty applications, the metaverse, streaming, and real NFTs. The company's software leverages blockchain technology and focuses on gaming, sports loyalty, and engagement.",11-50,1.0,Seed,2023-01-01,0.0,Seed,0.0,1.0,11-50,Private,,,,,,2,3,2021,26758,False,False
Room Service,2019-06-01,https://roomservice.dev,"San Francisco, California, United States",Software,Software,103080.0,"Room Service is a service developers can use to create collaborative tools without having to be experts on CRDTs, OTs, or WebSockets.",1-10,2.0,Seed,2020-03-01,0.0,Seed,150000.0,3.0,1-10,Private,,,,,,1,4,2019,13628,False,False
