company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Wally,2022-01-01,https://www.wally.xyz ,"New York, New York, United States","Apps, Software","Apps, Developer Platform",269961.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,27024,False,False
Castnet Media,2018-01-01,https://www.castnet.media,"St. Petersburg, Florida, United States","Design, Internet Services, Sales and Marketing","Digital Marketing, SEO, Web Design",2090047.0,"Castnet Media is a digital marketing solution. They offer website and advertising services. Their service includes website design and management, SEO, social media management, and target marketing services.",51-100,,,,,,,,51-100,Private,,,,,,6,2018,73458,False,False
Drangkro Aerospace,2019-01-01,https://drangkroaerospace.com,"Macon, Georgia, United States","Administrative Services, Professional Services, Science and Engineering, Transportation","Aerospace, Air Transportation, Consulting, Human Resources, Recruiting, Staffing Agency",1579689.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2019,64199,False,False
SpudLove Snacks,2020-01-01,https://spudlovesnacks.com,"Boardman, Oregon, United States",Food and Beverage,Food and Beverage,843245.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,48407,False,False
Insurtech Groups,2022-01-01,https://www.insurtechgroups.com,"Ashland, Virginia, United States",Financial Services,"Auto Insurance, Insurance, Life Insurance",1656708.0,"Insurtech Groups is an insurance agency that focuses on providing tailored insurance solutions to its customers. The company offers a range of personal policies, including auto and home insurance. It leverages evolving technology to provide a seamless and efficient service. Customers can easily fill out a form online and receive a quote in less than three minutes. The company also covers damages caused to vehicles by natural disasters, not just collision accidents. Insurtech Groups is committed to providing secure and safe insurance solutions.",11-50,,,,,,,,11-50,Private,,,,,,6,2022,65811,False,False
Nuva Smile,2019-01-01,https://www.nuvasmile.com,"Trenton, New Jersey, United States",Health Care,"Dental, Health Care, Medical",343546.0,,51-100,,,,,,,1.0,51-100,Private,,,,,,6,2019,31141,False,False
Paramount Marketing Company,2020-01-01,https://paramountmarketingco.com,"Valdosta, Georgia, United States","Advertising, Internet Services, Professional Services, Sales and Marketing","Advertising, Consulting, Digital Marketing, Email Marketing, Social Media Management",945847.0,"Paramount Marketing Company provides marketing services. They provide custom websites, e-commerce, branding identity, email marketing, conferences, expos, tradeshows, digital marketing, advertising consultation, video, photo, and social media management services.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,51000,False,False
Torqued Distribution,2018-01-01,https://www.torqueddistribution.com/,"San Francisco, California, United States","Commerce and Shopping, Software, Sports, Transportation","Automotive, E-Commerce, Motorsports, Retail, Software, Warehousing",430498.0,,1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2018,35203,False,False
Spartan Capital Group,2018-01-01,https://thespartancapitalgroup.com/,"Franklin, Tennessee, United States","Administrative Services, Professional Services","Human Resources, Recruiting, Staffing Agency",677332.0,"Spartan Capital Group offers recruitment and staffing solutions to meet individual needs. Their services include contract employees, contract-to-permanent hires, and direct-hire placements. They help companies fill contract positions. On occasion, companies are so satisfied with a candidate that they find a full-time position for the contract hire.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,43807,False,False
smallTalk,2018-08-01,https://smalltalk.tech/,"Chagrin Falls, Ohio, United States","Community and Lifestyle, Consumer Electronics, Education, Hardware, Internet Services","Baby, Consumer Electronics, Family, Internet of Things, Language Learning",391237.0,"smallTalk IoT products enable infants to interact with foreign language lullabies, songs and stories in awe-inspiring ways, setting them on a path of lifelong language learning and unlocking developmental benefits that can only be accessed during infancy.",1-10,3.0,Seed,2022-04-28,,Non-equity Assistance,,1.0,1-10,Private,,,,,,2,2018,33467,False,False
CovertAgent,2019-01-01,https://covertagent.com,"Boise, Idaho, United States","Design, Information Technology, Real Estate, Sales and Marketing, Software","CRM, Lead Generation, Real Estate, Social Media Marketing, Web Design, Web Development",2285840.0,"CovertAgent provides real estate websites, property websites, broker solutions, and client and lead CRM services. Their services are MLS/IDX data, real estate blogging, social management, social marketing, PPC, and SEM marketing services. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,78464,False,False
Cyberfishing,2018-08-31,https://cyberfishing.com/,"Miami, Florida, United States","Commerce and Shopping, Data and Analytics, Internet Services, Sports","Analytics, Outdoors, Recreation, Social Network, Sporting Goods",2340201.0,"We help anglers to save time finding a good fishing spot, choose right time and lure to increase their success to catch a trophy fish and proudly share their triumph with friends or with community.",1-10,,,,,,,,1-10,Private,,,0.0,2.0,,6,2018,79189,False,False
Eternally,2020-01-01,https://www.myeternally.com/,"Philadelphia, Pennsylvania, United States","Health Care, Professional Services","Consulting, Health Care, Medical",256796.0,,11-50,1.0,,2022-07-21,,Venture - Series Unknown,,,11-50,Private,,,,,,3,2020,26217,False,False
Avokadio,2021-05-05,https://www.avokad.io,"Lewes, Delaware, United States","Health Care, Software","Health Care, Software, Wellness",288797.0,"Avokadio prevents type 2 diabetes and helps the treatment with personalised  AI backed nutrition plans and behavioral change supported by a patented breath analysis device reducing the healthcare costs for individuals, care providers and insurance companies",1-10,1.0,Seed,2023-04-06,,Pre-Seed,,,1-10,Private,,,,,,2,2021,28109,False,False
SQ Innovation,2019-01-01,https://sqinnovation.com/,"Burlington, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering","Biopharma, Biotechnology, Pharmaceutical",385764.0,"SQ Innovation is a biopharmaceutical company that develops and commercializes pharmaceutical products. SQ Innovation is headquartered in Burlington, Massachusetts.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,33212,False,False
Jamble,2021-01-01,https://www.jambleapp.com,"San Francisco, California, United States","Clothing and Apparel, Commerce and Shopping, Content and Publishing, Design, Media and Entertainment, Video","Fashion, Marketplace, Retail, Video Streaming",195634.0,"Jamble is a fashion resale platform that enables users to buy and sell used clothing. They provide resellers with video and live streaming technologies to help them sell more efficiently, as well as purchasers with a unique and appealing experience. Jamble is headquartered in San Francisco, California and was founded in 2021.",1-10,1.0,Seed,2022-09-08,,Seed,,,1-10,Private,,,,,,2,2021,21793,False,False
EM Corporate Solutions,2018-06-22,https://EMCorporateSolutions.com,"West Columbia, South Carolina, United States","Financial Services, Professional Services",Accounting,2391851.0,"EM Corporate Solutions offers tax reduction strategies, bookkeeping, and payroll services for small businesses and high-net individuals.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,79856,False,False
Coast,2023-01-01,https://www.getcoast.io/,"Oklahoma City, Oklahoma, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software","Cryptocurrency, FinTech, Non-Fungible Token (NFT), SaaS, Web3",240983.0,The next generation Financial Navigation Platform built at the intersection of digital and traditional assets.,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2023,25188,False,False
Awaken Koala,2020-01-01,https://www.awakenkoala.com,"Miami, Florida, United States","Advertising, Media and Entertainment, Professional Services, Sales and Marketing, Software","Advertising, Brand Marketing, Consulting, Digital Media, Web Development",1567920.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,64437,False,False
Ownerly,2018-01-01,https://www.ownerly.com/,"New York, New York, United States","Data and Analytics, Real Estate, Software","Analytics, Real Estate, Software",246824.0,"Ownerly helps to find home estimate and nearby house prices through a secure platform. It helps to track valuation data and has advanced measures and challenge-response tests to ensure protected access to the account. Ownerly's mission is to put home value data and insight to homeowners. It delivers home value data from real estate analytics technologies so owners can easily monitor and understand a complex industry that directly affects the investment. Ownerly was founded in 2018 and is headquartered in New York, USA.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,25540,False,False
icreditworks,2020-01-01,https://www.icreditworks.com/,"Iselin, New Jersey, United States",Information Technology,Information Technology,153978.0,iCreditWorks provides application of mobile loan process. It helps to apply for loans. They send communications via electronic means. They allows consumers to directly buy using a web browser or a mobile app.,101-250,1.0,Seed,2021-04-01,,Seed,,1.0,101-250,Private,,,,,,2,2020,18596,False,False
The Partner Companies,2020-01-01,https://thepartnercos.com/,"Chicago, Illinois, United States","Manufacturing, Science and Engineering","Industrial Engineering, Machinery Manufacturing, Manufacturing",267532.0,,251-500,1.0,Seed,2022-01-01,,Seed,,,251-500,Private,,,,,,2,2020,26867,False,False
Locus Animal Nutrition,2020-01-01,https://locusanimalnutrition.com/,"Solon, Ohio, United States","Agriculture and Farming, Biotechnology, Science and Engineering","Agriculture, AgTech, Biotechnology",754709.0,"Locus Animal Nutrition is a supplier of microbial (“probiotic”) feed additives that solve the livestock industry’s challenges. It was backed by An Award-Winning Green Tech Leader, an operating company of Locus Fermentation Solutions (Locus FS).",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,46001,False,False
Audience Kitchen,2021-01-01,https://www.audiencekitchen.com,"San Francisco, California, United States","Advertising, Internet Services, Media and Entertainment, Platforms, Sales and Marketing","Advertising, Advertising Platforms, Digital Marketing, Facebook, Marketing, Social Media, Social Media Advertising, Social Media Management, Social Media Marketing",483929.0,"Audience Kitchen is a self-service platform that unlocks the universe of audience targeting options in Facebook and Instagram. Discover 95,000+ verified interests, demographics, and behavioral targeting segments. Simply search, browse, or view AI-driven recommendations. Build your perfect audience, and start targeting in minutes. No pixel or account-linking required. Try it for free!",1-10,,,,,,,,1-10,Private,,,,,,6,2021,37300,False,False
Memory Gardens,2022-02-26,https://memorygardens.xyz,"Mckinney, Texas, United States","Blockchain and Cryptocurrency, Hardware, Internet Services, Other, Software","Blockchain, Software, Virtual Reality, Web3",110775.0,"Are you looking for a meaningful way to remember the special people in your life? Have you ever thought about how you want your legacy to be told? At Memory Gardens, we understand the importance of commemorating and preserving the memories of the people we love. We offer a unique soDo you ever wonder what will happen to your precious memories after you are gone? How will future generations be able to access and experience them? Memory Gardens is here to change that. We are the ultimate digital storage solution for preserving life's most precious moments, including photos, videos, and important files, ensuring they remain accessible for generations. Our platform combines the best of both worlds, bridging the gap between web2 and web3. Our unalterable and undeletable storage solution gives users the peace of mind that their memories will never be lost or deleted. Store your memories once and experience them for a lifetime with Memory Gardens. Our innovative approach to digital legacy preservation makes it easy for consumers to store and access their valuable memories. With customizable 3D galleries, interactive design options, and an email log-in process, users can personalize their memories and invite others to view and contribute. Memory Gardens is a secure, reliable solution for preserving memories and legacies. We cater to various customer personas, from bereaved families to business owners, from newlyweds to senior citizens, and from pet owners to sports enthusiasts. Our pricing model is flexible, offering subscriptions, pay-as-you-go, and micro-transactions options to suit different preferences. Preserving memories is important, and with Memory Gardens, you can ensure that your memories will be preserved for long-term access and sharing. Our platform offers a range of design options and interactive features for users to enhance and personalize their memory galleries. Don't let your memories fade away. Store them with Memory Gardens and experience them for a lifetime.""",1-10,3.0,Seed,2022-10-01,25000.0,Seed,275000.0,1.0,1-10,Private,,,,,,0,2022,14483,False,False
Globel Copacking,2018-01-01,https://www.thesuperfoodcopackers.com/,"Hollywood, Florida, United States","Administrative Services, Food and Beverage","Food and Beverage, Food Processing, Packaging Services",2053401.0,"Globel Copacking is a CPA Member and leading co-packer for turnkey primary and secondary packaging and specialty bakery contract manufacturing for premium and super premium superfood cookies, crackers and dry snacks.    We are owned by two companies with over 50 years in the food and packaging industry. Our leaders built and sold market leading bakery and snacks companies to multinational corporations with global revenues of over $65 billion combined. We have packed millions of units with an automated capacity to co-pack over 45 million units a year and an industrial bakery operation positioned  as one of the largest in the South East United States. Our superfood clients are looking to build brand value instead of just selling commodities, they want to accelerate go-to-market, innovate a never before seen product or disrupt an existing category. Truth be told, many times it’s all of the above.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,72487,False,False
Publish IQ,2019-01-01,https://www.thepublishiq.com,"Cupertino, California, United States","Data and Analytics, Software","Analytics, Business Intelligence, Database, Presentations",1928946.0,"Publish IQ is a business consulting firm. They provide business research, market analyses, market sizing and competition, assumptions research for financial modeling, presentation design, data analysis, and reporting services. They address inquiries through phone calls and emails.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,71470,False,False
KEY TO LIFE FINANCIAL,2021-01-01,https://www.keytolife.net,"Miami, Florida, United States","Financial Services, Real Estate","Financial Services, Real Estate Investment",1908046.0,"Key to Life Financial invests in real estate and offers a variety of financial services for real estate investors. Key to Life Financial is headquartered in the heart of Downtown Miami, FL.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,70205,False,False
MovingCRM,2019-01-01,https://moving-crm.com,"Watertown, Massachusetts, United States","Software, Transportation","SaaS, Software, Transportation",756846.0,"MovignCRM is a complex software that is built not only to scale sales but also to help moving company owners manage all other processes, such as accounting, moving crews, fleet, storage facilities, and more!  Our company is founded in 2019 in Boston MA. We continue building this software with huge ideas in mind, a great crew, and a marketing plan!",1-10,,,,,,,,1-10,Private,,,,,,6,2019,46067,False,False
Forest Software,2018-01-01,https://forestsoftware.com/,"Chicago, Illinois, United States",Software,Software,1047633.0,"With Forest, you can rally employees around important topics and themes, crowdsource and develop new ideas through focused campaigns, communicate key strategies, and streamline decision making. Whether your team is working out of one office or virtually across multiple time zones, Forest removes the friction from these processes, getting you to better outcomes faster and easier.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,52661,False,False
"PaperTrl, Inc",2018-01-01,https://www.papertrl.com,"Columbus, Ohio, United States","Content and Publishing, Media and Entertainment, Software","Printing, SaaS, Software",261747.0,"PaperTrl is a SaaS based procure-to-pay software platform specifically designed for organizations that require a high degree of rigor in their vendor sourcing, selection, purchasing and payment processes. In 2015 Baltimore, Maryland-based federal contractor Tidewater, Inc  was looking for an automation solution to help them manage 650 vendors and thousands of monthly invoices. After researching products in the market, they realized that most were just too big, too expensive, or put far too much burden of implementation on their small AP team. They wanted a solution that would not only help them to stem the growth of their AP department, but something that would enhance communication with their vendors. Prasad Dissanayake, President of Tidewater and engineer by profession, tapped friend and software engineer, Dimuthu Roshan, in Sri Lanka to recruit a development team to build what would eventually become PaperTrl. In less than one year the software transformed the Tidewater AP function. Payback came quickly as Tidewater saw huge increases in AP efficiencies. Due to its popularity among users and vendors, Tidewater decided to commercialize PaperTrl. Prasad chose software industry veteran Steve Weber as CEO. Steve had spent most of his career leading software companies that were focused on developing, marketing and supporting integration solutions for ERP and accounting software. As such he came with many years’ experience in the Intuit, SAGE, Microsoft Dynamics, Oracle, and SAP communities. Shilpa Marano joined the team as COO having worked with Steve at integration startup nChannel and IBM Sterling Commerce. Shilpa brought years of experience building successful marketing and product teams. Together with Dimuthu now serving as CIO, Steve and Shilpa were able to direct PaperTrl’s functionality to address an area of the market that was being underserved – specifically, an easy to implement, easy to use, but highly functional AP automation solution at an affordable price.",11-50,1.0,Seed,2023-05-01,,Seed,,2.0,11-50,Private,,,,,,2,2018,26504,False,False
Maestro Tire,2020-01-01,https://www.maestrotire.com,"Bakersfield, California, United States","Commerce and Shopping, Transportation","Automotive, E-Commerce, Retail",2512980.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,81116,False,False
"MightyOwl, Inc.",2021-01-01,http://www.mightyowl.com,"San Francisco, California, United States","Education, Media and Entertainment, Software","E-Learning, EdTech, Education, Edutainment",828773.0,MightyOwl is an online educational platform that is looking to revolutionize the way students learn outside the classroom. The platform offers short videos and other educational resources to  make learning fun and exciting for students from K-8. The platform provides actionable information to augment the educational process and empower educators and parents to understand their educational journey.,1-10,,,,,,,5.0,1-10,Private,,,,,,6,2021,48030,False,False
College Advisor,2019-01-01,https://www.collegeadvisor.com/,"Chicago, Illinois, United States","Education, Software","E-Learning, Education, Higher Education",258220.0,,101-250,,M&A,,,,,,101-250,Private,,,,,,5,2019,26298,False,False
Chestnut Street Advisors,2019-01-01,https://www.chestnutstreetadvisors.com,"Tulsa, Oklahoma, United States","Financial Services, Media and Entertainment, Other","Advice, Financial Services, Professional Services, Wealth Management",2608038.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,82749,False,False
Colorado Palliative & Hospice Care,2018-01-01,https://www.coloradophc.com,"Centennial, Colorado, United States",Health Care,"Health Care, Hospital, Medical",1726006.0,"Colorado Palliative & Hospice Care provides in-home hospice and palliative care services. The company focuses on offering 24/7 compassionate care to its patients. They encourage patients to call their office for any queries related to Hospice, Palliative Care, or about the company. The patient and their Palliative Care team develop a plan of care that meets each need for pain management and symptom control. The company's mission is to provide the highest level of comfort and care, honoring and respecting the dignity of each individual, and enhancing the quality of living.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,67535,False,False
CX Factor,2022-01-01,http://www.cxfactor.cx,"Sunnyvale, California, United States",Information Technology,Information Technology,2221411.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2022,77862,False,False
Six Industries,2020-01-01,https://six-industries.com,"Middletown, Delaware, United States","Government and Military, Information Technology, Internet Services, Privacy and Security","Cyber Security, Government, Internet of Things",1847298.0,"Six Industries create, provide, and support software applications, hardware innovations, and customer support modalities that create new market segments and capitalise on emerging/existing market segments in secure integrative communications. They include technical platforms, languages, and frameworks to assist customers and clients in meeting secure and scalable internet of things needs. They also include an encryption lab, an augmented reality lab, and an artificial intelligence lab.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,69784,False,False
NettyWorth,2021-10-29,https://nettyworth.io/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software","Blockchain, Cryptocurrency, FinTech, Web3",61587.0,"Social Defi App. Helping users Chat, Manage, and Borrow Against Digital & Real World Assets.",1-10,1.0,Seed,2024-01-01,200000.0,Seed,200000.0,2.0,1-10,Private,,,0.0,2.0,,0,2021,8394,False,False
SevenHills Cleveland Benefit Partners,2018-01-01,https://www.sevenhillscleveland.com,"Bloomington, Indiana, United States","Community and Lifestyle, Financial Services, Health Care, Other","Health Care, Health Insurance, Insurance, Retirement",1610848.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,65145,False,False
Gró Consulting,2019-01-01,https://gro.consulting,"Iowa, Louisiana, United States","Administrative Services, Financial Services, Professional Services, Sales and Marketing","Accounting, Consulting, Human Resources, Marketing, Recruiting",815662.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,47681,False,False
Udeesa Systemics & Technology,2019-01-01,https://www.udeesa.org/,"New York, New York, United States","Education, Software",E-Learning,1919913.0,"Udeesa Systemics & Technology is to empower students to explore heritage and culture throughout the world by applying new & emerging technologies to storytelling, games & interdisciplinary learning tools.",1-10,1.0,,2023-07-26,,Non-equity Assistance,,,1-10,Private,,,,,,3,2019,69999,False,False
Inciteful,2018-01-01,https://inciteful.com,"Arlington, Virginia, United States","Software, Sports","Fitness, Software",2174234.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,76984,False,False
Keynes Digital,2018-01-01,https://keynesdigital.com/,"Austin, Texas, United States","Advertising, Sales and Marketing","Ad Network, Advertising, Digital Marketing",265180.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,26706,False,False
Vitrix Health,2018-03-31,http://vitrixhealth.com,"Champaign, Illinois, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical, Software",137886.0,"At Vitrix Health, we created a more accessible oral health screening solution. We use optics paired with machine learning on a mobile platform to enable medical primary care providers (PCP) to screen for oral diseases more effectively. Given the link between oral and systemic health, this improves outcomes and costs for the 108M Americans that don’t see a dentist but do see a doctor every year and other high-risk groups.[1] Our technology reduces disparities in oral health by empowering the PCP to detect disease and intelligently refer the right patients to a dentist. Our device is pilot testing in Mt. Sinai Hospital in New York, Carle Clinic in Illinois, and University Of Chicago Medical School in Illinois. We also have 2 international clinical trials with the Rotary Foundation in Bolivia and Manipal College of Dentistry in India.",1-10,2.0,Seed,2019-10-30,,Seed,115000.0,3.0,1-10,Private,,,,,,1,2018,17254,False,False
Good Soul Company,2018-12-10,https://goodsoul.company/,"Saint Paul, Minnesota, United States","Consumer Goods, Food and Beverage","Consumer Goods, Food and Beverage, Snack Food",936392.0,"GSC’s mission is to increase market access to Tigernut African farmers by partnering with Tigernut small-holder farmers and processors. Through this partnership, GSC will increase cash flow for the farmers that would have been otherwise lost within the value chain (post-harvest losses), thus increasing net investment in their farming practice and improving yield.",1-10,1.0,Seed,2019-05-17,,Pre-Seed,,1.0,1-10,Private,,,,,,2,2018,50774,False,False
LPR Wave,2023-06-12,https://www.lprwave.com,"Richmond, Virginia, United States","Commerce and Shopping, Community and Lifestyle, Design, Internet Services, Manufacturing, Media and Entertainment","E-Commerce, Lifestyle, Social Media, Textiles, Web Design",1751136.0,"In the ever-evolving landscape of artist branding, LPR Wave emerges as a trendsetter. This artist merchandise company understands that music is not merely an auditory experience; it's a lifestyle. LPR Wave translates the essence of an artist's identity into tangible expressions through a curated line of merchandise, connecting fans with their favorite musicians in a more profound way. From limited-edition apparel to signature accessories, LPR Wave transforms concerts into fashion runways and fans into fashionistas. This subsidiary adds a visual dimension to the auditory experience, making each piece of merchandise a wearable work of art.",1-10,,,,,,,,1-10,Private,,,,,,6,2023,67040,False,False
Tabbris,2018-04-01,https://tabbris.com,"Charlotte, North Carolina, United States","Financial Services, Real Estate","Leasing, Real Estate, Residential",2396740.0,"We want you to grow with us. Then we want you to outgrow us. We’re the studio apartment you move into before you buy that nice, shiny, new house. We’re your starter kit. We’re whatever you want to call us, except permanent. Why? Because at Tabbris, that’s our goal – we want to put you and your projects on a path to success. If we do our job right, you’ll be out of here before you know it. It’s our mission to provide you with the resources, connections and space (and coffee) you need to grow and get s**t done. Hopefully, that means you won’t need us for long. Charlotte startups are some of the most innovative companies out there, and we’re dedicated to fostering their genius. Before you can go full speed, you’ve got to prepare for all the twists and turns. We’re here for all that, and were going to give you the space you need to get your gears going. Not to be corny, but we believe that all you need to fill the gaps between ideas and success is some really good cement – let us be that cement.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,79784,False,False
Cativa CBD,2018-01-01,https://cativacbd.com,"Portsmouth, Virginia, United States","Biotechnology, Health Care, Science and Engineering","Health Care, Life Science, Wellness",1293037.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,58767,False,False
Sanctum Invicta Labs,2022-11-21,https://sanctuminvicta.com/,"Miami, Florida, United States","Blockchain and Cryptocurrency, Hardware, Other, Software","Augmented Reality, Blockchain",634846.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,42540,False,False
Triple Impact,2018-04-01,http://www.tripleimpact.org,"Washington, District of Columbia, United States","Data and Analytics, Financial Services, Information Technology","Analytics, Financial Services, FinTech, Information Technology",2725208.0,Triple Impact allows charitable donors and doers to 3x their impact without paying any fees. Advanced data analytics allow users to track their impact over time while CSR integration boosts sales of social good companies.,1-10,,,,,,,,1-10,Private,,,,,,6,2018,85625,False,False
Eumonics,2020-01-01,https://www.eumonics.com,"Beverly, Massachusetts, United States","Data and Analytics, Other, Professional Services, Software","Analytics, Commercial, Consulting, Software",768543.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,46397,False,False
Hiraya Media,2020-01-01,https://www.hirayamedia.com,"Los Angeles, California, United States",Media and Entertainment,"Content, Content Creators, Digital Media",862593.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,48937,False,False
SkillSource Learning Partners,2021-01-01,https://skillsourcelearning.com,"San Jose, California, United States","Education, Other, Professional Services, Software","Consulting, E-Learning, Professional Services",506933.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,38163,False,False
KosmoTime,2019-01-01,https://www.kosmotime.com/,"Brooklyn, New York, United States","Apps, Information Technology, Software","Apps, Information Technology, Software, Task Management",411053.0,"KosmoTime is an information technology company that focuses on the fields of calendar management, to-do list, batching, sprint tasks, and distraction blocking. Its calendar management is providing mastery of scheduling tasks into calendar and grouping of tasks into sprints. KosmoTime was founded in 2019 and is based in Brooklyn, New York.",1-10,,M&A,,,,,3.0,1-10,Private,,,,,,5,2019,34350,False,False
Shrine,2021-01-01,https://shrine.app/,"Cary, North Carolina, United States","Gaming, Software","Gaming, Software",513398.0,Shrine streams game to your devices at ultra-low latency from powerful gaming machines in the cloud. Play your favorite games at high quality on your existing devices!,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,38425,False,False
Nexvoo,2019-01-01,https://www.nexvoo.com/,"Indianapolis, Indiana, United States","Information Technology, Media and Entertainment, Video","Information Technology, Video",1070736.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,53206,False,False
RonInfoTech,2020-01-01,https://roninfotech.com,"Sacramento, California, United States","Administrative Services, Internet Services, Professional Services","Recruiting, Staffing Agency, Web Hosting",3034180.0,"RonInfoTech provides recruitment, software, social media, and eCommerce services. They provide and manage web hosting services. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,90026,False,False
Flowster,2018-09-01,https://flowster.app,"Boise, Idaho, United States",Software,"SaaS, Software",345230.0,"Thanks to our extensive library of business playbooks, Flowster is the easiest way to manage your company’s processes and delegate work to your team.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,31240,False,False
Veterans Village Enterprises,2018-01-01,https://www.vventerprise.com,"Chicago, Illinois, United States","Community and Lifestyle, Professional Services","Business Development, Communities",3139477.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,90129,False,False
Arms of Andes,2019-08-05,https://armsofandes.com/,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Design","Apparel, E-Commerce, Fashion, Retail",320101.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2019,29891,False,False
Mountain View Senior Living & Memory Care,2020-01-01,https://mountainviewsenior.com/,"Greensburg, Pennsylvania, United States",Health Care,"Assisted Living, Elder Care, Health Care",2524467.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,82497,False,False
HawkRidge Fulfillment,2018-01-01,https://hawkridgefulfillment.com,"Reading, Pennsylvania, United States","Administrative Services, Transportation","Logistics, Packaging Services, Shipping, Warehousing",2476837.0,"HawkRidge Fulfillment handles order fulfillment for direct-to-consumer, b2b clients, eCommerce, subscription box companies, Kickstarter, and other crowdfunding fulfillment. They provide order fulfillment for your eCommerce store. They address inquiries through phone calls.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,81662,False,False
Kragworks Ag Solutions,2018-06-01,https://www.kragworks.com,"Yakima, Washington, United States","Agriculture and Farming, Professional Services, Software","Agriculture, Consulting, Farming, Software",643289.0,"Kragworks provides a unified agriculture software solution for integrating and aggregating data from orchards, farms, and processors. The company is a software development firm that specializes in agricultural software solutions and the integration of cloud-based systems.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,42820,False,False
EVERSANA,2018-01-01,https://www.eversana.com,"Milwaukee, Wisconsin, United States",Health Care,Pharmaceutical,104707.0,EVERSANA is the provider of global services to the life science industry.,5001-10000,1.0,Private Equity,2018-10-01,,Private Equity,,1.0,5001-10000,Private,,,0.0,51.0,,2,2018,13810,False,False
Quest Site Solutions,2018-01-01,https://questsitesolutions.com,"Greenville, Texas, United States","Education, Other, Real Estate, Transportation","Logistics, Property Management, Sharing Economy, Training",1414292.0,"Quest Site Solutions provides property investigations, workforce analysis, incentive negotiations, scope, logistics, permitting, site certification, property evaluation, quick assess, portfolio assessment, speaking engagements, quest academy, site selection services, and economic development.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,61172,False,False
Platolytics,2022-10-31,https://platolytics.io,"Wilmington, Delaware, United States","Information Technology, Software","Information Technology, Software",2941686.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2022,88468,False,False
