company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
SmartPass,2019-01-01,https://www.smartpass.app,"New York, New York, United States","Administrative Services, Education, Software","EdTech, Facilities Support Services, Software",129535.0,"SmartPass helps teachers and principals coordinate student movement throughout the school day. School schedules are more dynamic than ever. Rotating classes, advisory periods, pull-out interventions, and counseling sessions are just a few examples of managing traffic and teacher capacity. SmartPass unlocks communication across classrooms, increases safety, and integrates directly with SIS platforms to ensure students and teachers can focus on learning instead of logistics.",11-50,1.0,Seed,2023-06-16,0.0,Seed,0.0,2.0,11-50,Private,,,,,,2,5,2019,16455,False,False
Promo Codes Box,2019-04-24,https://www.promocodesbox.com/,"New York, New York, United States",Commerce and Shopping,E-Commerce,1398039.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2019,59898,False,False
Anvil Diagnostics,2022-01-01,https://www.anvildiagnostics.com/,"Cambridge, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Medical",325296.0,,1-10,1.0,Seed,2023-01-01,0.0,Seed,0.0,,1-10,Private,,,,,,2,2,2022,30168,False,False
America's MoneyLine,2019-01-01,https://www.americasmoneyline.com,"Aliso Viejo, California, United States","Financial Services, Lending and Investments, Real Estate","Banking, Consumer Lending, Finance, Financial Services, Lending, Mortgage",523340.0,America's MoneyLine is a banking firm that provides various types of home loans for mortgage finance needs.,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,38796,False,False
Umbrella Technology Group,2020-01-01,https://www.umbrella.tech,"Greenville, South Carolina, United States","Information Technology, Internet Services","Cloud Storage, Information Services, Information Technology",3102828.0,"Umbrella Technology Group is a locally owned and operated managed IT service provider serving the Upstate of South Carolina. The company provides small businesses the opportunity to use their technology efficiently, non-intrusively, and in a secure manner.  The company was awarded Best of the Upstate in Computer Services. It was founded in 2020 and is located in Greenville, South Carolina.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,90498,False,False
Detect,2020-03-01,https://detect.com,"Guilford, Connecticut, United States",Health Care,"Health Care, Medical, Personal Health",143970.0,Detect they build tools that empower people to understand their health.,51-100,2.0,Late Stage Venture,2022-11-15,0.0,Series C,0.0,1.0,51-100,Private,,,,,,2,4,2020,17788,False,False
Shipdif,2020-01-01,https://www.shipdif.com,"Portland, Oregon, United States","Administrative Services, Transportation","Logistics, Packaging Services, Warehousing",834517.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,48201,False,False
Roostio,2018-01-10,http://www.roostio.com,"Austin, Texas, United States","Advertising, Data and Analytics, Internet Services, Navigation and Mapping, Sales and Marketing, Software","Advertising, Location Based Services, Mobile Advertising, PaaS",2421951.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,80995,False,False
Tegria,2020-10-01,https://tegria.com,"Seattle, Washington, United States","Health Care, Information Technology, Software","Health Care, Hospital, Information Technology, Software",112394.0,"Tegria helps healthcare organizations of all sizes accelerate technological, clinical, and operational advances that enable people to live their healthiest lives. Based in Seattle with teams throughout the United States and Canada, Tegria is comprised of nine companies and more than 2,500 strategists, technologists, service providers, and scientists dedicated to delivering value for customers.",1001-5000,0.0,,,0.0,,0.0,,1001-5000,Private,,,,,,6,3,2020,14657,False,False
Orca Roofing & Exteriors,2020-01-01,https://www.orcaroofing.com,"Bellevue, Washington, United States","Other, Real Estate","Construction, Professional Services, Residential",1657397.0,Orca Roofing is dedicated to providing comprehensive exterior services that cater to all your property needs. Orca Roofing & Exteriors is a roofing contractor that provides construction services.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,65802,False,False
Breath Technologies,2021-08-09,https://breathtechnologies.com/,"Tampa, Florida, United States","Health Care, Information Technology","Health Care, Information Technology",750307.0,"Breath Technologies is a hybrid integrated platform that uses a wearable device to record your breath wave in real time in the integrated app which offers live breath analysis, find anomalies and allow you an action plan to practice and improve healthy breathing techniques on the same platform.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,0.0,0.0,,6,2,2021,45885,False,False
Media3 Labs,2023-03-23,https://media3labs.com,"New York, New York, United States","Blockchain and Cryptocurrency, Information Technology, Media and Entertainment, Music and Audio, Other, Software","Blockchain, Information Technology, Media and Entertainment, Podcast, Software",331035.0,"Media3 Labs produces media content focused on blockchain technology and decentralized systems. This includes The Blockchain Experience podcast, the upcoming Scoop3 media consumption platform, and The Best of fx(hash) newsletter. The Blockchain Experience podcast features interviews with leaders in blockchain and ranks in the top 2% globally. Media3 Labs aims to provide engaging content exploring the world of Web3, NFTs, and blockchain innovations.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,0,2023,30479,False,False
James R. Halsey Foundation of the Arts,2018-01-01,https://www.jrhfoundation.org/,"Trenton, New Jersey, United States","Education, Media and Entertainment, Video","Film, Training",3094251.0,The James R Halsey Foundations of the Arts offer a variety of opportunities for youth to learn the art of filmmaking.,11-50,1.0,,2023-01-20,0.0,Grant,0.0,,11-50,Private,,,,,,3,6,2018,90618,False,False
Agentis,2018-01-01,https://agentislaw.com/,"Coral Gables, Florida, United States","Media and Entertainment, Other, Professional Services","Advice, Consulting, Legal, Professional Services",2192453.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,76661,False,False
Mine Crypto Pro,2021-01-01,https://minecryptopro.com,"Houston, Texas, United States","Information Technology, Real Estate, Transportation","Construction, Information Technology, Logistics, Procurement",1339914.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,59464,False,False
Sparkze,2021-01-21,https://www.sparkze.app/,"Los Angeles, California, United States","Apps, Community and Lifestyle, Gaming, Mobile, Software","Mobile Apps, Social, Video Games",613051.0,"Sparkze is a mobile application for digital natives at the intersection of Social, Livestream, and Local.  It offers gameshows that creators host and use to engage, grow, and monetize their followers.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2021,41839,False,False
Interviewy,2020-01-01,https://www.interviewy.com/,"San Francisco, California, United States","Apps, Professional Services, Software","Apps, Employment, Recruiting",2346068.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,79089,False,False
Murray Street Capital Advisors,2019-01-01,https://www.murraystreetcapital.com/,"Fort Lauderdale, Florida, United States","Financial Services, Media and Entertainment, Professional Services","Advice, Consulting, Financial Services",2757029.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,85172,False,False
Solar Cellz USA,2018-09-16,https://www.solarcellzusa.com,"Charlotte, North Carolina, United States","Commerce and Shopping, Energy","E-Commerce, Energy",1340773.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,59451,False,False
Hekadoc,2020-01-01,https://www.hekadoc.com/,"Clearwater, Florida, United States","Internet Services, Media and Entertainment, Sales and Marketing, Software","Email Marketing, Marketing, SEO, Social Media, Software",692699.0,"Hekadoc is an affordable, adaptive, all-in-one marketing automation that automates and manages all the marketing tasks from one place.  It automates and manages all the marketing tasks from one place. It allows building better relationships with the patients through messenger-based conversations across the customer journey. With state-of-the-art AI technology, they transform the online presence and automate all the marketing tasks from one place.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,44244,False,False
Real Grader,2018-02-01,https://www.realgrader.com/,"Fairfield, Connecticut, United States","Advertising, Sales and Marketing","Advertising, Brand Marketing, Digital Marketing, Social Media Marketing",73638.0,"RealGrader is a platform empowering professionals to measure, manage and maximize their digital identity on Google, Social Media & Professional Marketing Sites. We help professionals move from agents to influencers with our services: patent pending INSTACARD - The Digital Card, profiles setup and optimization, and our done for you social media marketing team. We serve over 70,000 users and have over 5500 paying monthly subscribers.",11-50,7.0,,2023-04-11,0.0,Venture - Series Unknown,1422000.0,2.0,11-50,Private,,,,,,2,6,2018,10018,False,False
Bash,2018-08-17,https://www.bash.community,"Lehi, Utah, United States","Events, Internet Services, Media and Entertainment, Software","Event Management, Events, Social Media, Software, Ticketing",318011.0,Bash provides every party-planning needs that helps organizers in planning formal or informal corporate event.,1-10,1.0,Seed,2022-07-15,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,5,2018,29775,False,False
CCPA Toll Free,2019-01-01,https://ccpatollfree.com/,"Claymont, Delaware, United States","Data and Analytics, Professional Services","Compliance, Data Governance, Legal Tech",832037.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,48129,False,False
Brightsand Designs,2019-01-01,https://brightsanddesigns.com,"Los Angeles, California, United States","Design, Internet Services, Sales and Marketing, Software","Email Marketing, SEO, Web Design, Web Development",1732022.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,67422,False,False
Intraday,2019-01-01,https://www.intradayinc.com,"Jacksonville, Florida, United States","Financial Services, Information Technology, Software","Finance, FinTech, Information Technology, Software",1159457.0,,11-50,0.0,,,0.0,,0.0,3.0,11-50,Private,,,,,,6,5,2019,55864,False,False
Pharm Capital,2019-01-01,https://www.getpharmcapital.com/,"New York, New York, United States","Financial Services, Lending and Investments","Banking, Finance, Financial Services",2059958.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,72372,False,False
ARLA,2022-01-01,https://arla.ai,"New York, New York, United States","Apps, Health Care, Information Technology, Software","Apps, Health Care, Information Technology, Software",437187.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,35487,False,False
"Novara, Tesija, Catenacci, McDonald, & Baas",2018-01-01,https://www.novaralaw.com,"Troy, Michigan, United States",Professional Services,"Compliance, Consulting, Legal",682776.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,6,2018,43960,False,False
Pixelburn Entertainment,2022-01-12,https://pixelburncorporation.com,"Los Angeles, California, United States","Gaming, Media and Entertainment, Software, Transportation, Video","Animation, Developer Platform, Gaming, Procurement, Video Games",831982.0,"Design and development software, videogames Play to Earn (P2E), and anime with NFT, Blockchain, Cryptocurrencies technologies.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,2,2022,48126,False,False
Bleav,2019-01-01,https://bleav.com,"Los Angeles, California, United States","Internet Services, Media and Entertainment, Music and Audio, Sales and Marketing","Content Creators, Content Marketing, Digital Media, Podcast, Social Media",242166.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,25269,False,False
Flashpoint Technologies,2020-01-01,https://flashpointtechnologies.com,"Frisco, Texas, United States","Hardware, Information Technology, Privacy and Security, Professional Services","Consulting, Information Technology, Network Hardware, Network Security",2093062.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,73415,False,False
Monarch,2019-08-01,http://www.monarchparents.com,"Oakland, California, United States",Health Care,"Health Care, Wellness",816087.0,"Offering convenient, customized and experienced support during your journey from pregnancy to parenthood.",1-10,1.0,Seed,2019-08-19,0.0,Pre-Seed,0.0,3.0,1-10,Private,,,,,,2,4,2019,47690,False,False
Adiso Therapeutics,2022-01-01,https://www.adisotx.com,"Concord, Virginia, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Medical, Medical Device",221659.0,"Adiso develops medications to treat inflammatory diseases. Current treatment paradigms are either insufficient to halt disease progression or burden the patient with significant safety concerns. To address these issues, we are developing a novel pipeline of small molecules and single strain live biotherapeutic products (SS-LBP), both of which have novel mechanisms of action.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,23803,False,False
Essential Aero,2020-04-17,https://www.essentialaero.com/,"Rocklin, California, United States","Artificial Intelligence (AI), Data and Analytics, Internet Services, Navigation and Mapping, Privacy and Security, Science and Engineering, Software","Aerospace, Artificial Intelligence (AI), Location Based Services, Security, Software",137838.0,"The Essential Aero platform, powered by artificial intelligence and a high-fidelity data capture system, automates aerial inspections – improving safety, operations, reporting, and record-keeping while drastically reducing the time and resources spent on risk detection.  Our cloud-based software safely manages flights, delivers real-time data, and produces detailed reports. Manage flight activities from your mobile or desktop app. Activate and monitor inspections from a simple mobile application. No manual piloting is required. Our industrial-strength drone packages are designed & manufactured in the US. They effectively replace personnel-intensive ground and air inspection activities to deliver detailed inspections. Your team’s time and resources are freed up to focus on higher-value activities.",1-10,1.0,Seed,2021-05-21,125000.0,Pre-Seed,125000.0,1.0,1-10,Private,,,,,,0,3,2020,17247,False,False
Base Miami,2019-01-01,https://www.base.miami,"Coral Gables, Florida, United States","Other, Professional Services, Sales and Marketing","Commercial, Consulting, Marketing",1948616.0,,1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,5,2019,71146,False,False
Roji,2018-01-01,http://www.roji.io,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Internet Services, Other","Blockchain, Internet",875339.0,"Roji is an internet service-based company. They make real assets digital. Own art, real estate, and more through fractional NFTs, easily purchasable and tradable on their mobile app.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,49255,False,False
Restart CBD,2018-01-01,https://www.restartcbd.com/,"Austin, Texas, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Transportation","Cannabis, E-Commerce, Shipping",1443370.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,60585,False,False
CSR Principle Consulting,2018-01-01,https://www.csrprinciple.com,"Naperville, Illinois, United States","Education, Professional Services","Business Development, Consulting, Training",2268134.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,77140,False,False
Data Mill Services,2018-01-01,https://datamill.co,"Philadelphia, Pennsylvania, United States","Data and Analytics, Software","Analytics, Database, Software",2839596.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,87013,False,False
Create Your Own Change Organization,2020-01-01,https://cyoco.unicornplatform.page/,"Boston, Massachusetts, United States","Community and Lifestyle, Media and Entertainment, Music and Audio, Professional Services, Sales and Marketing","Marketing, Podcast, Professional Networking",3161719.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,91143,False,False
Certifyible,2020-01-01,https://certifyible.com,"Long Beach, California, United States","Education, Software","E-Learning, EdTech",159737.0,"To give every tax and accounting professional the information, tools, resources, and education they need to become industry subject matter experts. We are empowering every business and every consumer around the world to have the tools, resources, and information they need to save on taxes, manage their finances, and obtain financial freedom.",11-50,1.0,Seed,2020-09-10,129000.0,Pre-Seed,129000.0,1.0,11-50,Private,,,,,,0,4,2020,19064,False,False
Megara,2021-01-01,https://megaraentertainment.com/,"Dover, Delaware, United States",Media and Entertainment,"Digital Media, Media and Entertainment",163618.0,"Megara amplifies traditionally underrepresented voices in media across experiential, digital, and print.",1-10,2.0,,2022-08-24,92317.0,Equity Crowdfunding,642317.0,,1-10,Private,,,0.0,1.0,,1,3,2021,19366,False,False
Tenasol,2018-01-01,https://www.tenasol.com,"Washington, District of Columbia, United States","Health Care, Internet Services, Software","Cloud Computing, Health Care, Software",543805.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,39524,False,False
Hook & Flask Still Works,2018-01-01,http://www.hookandflaskstillworks.com,"Carlisle, Pennsylvania, United States",Food and Beverage,"Craft Beer, Distillery, Food and Beverage",2122598.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,74498,False,False
SocratiQ,2020-03-18,https://socratiq.wixsite.com/socratiq,"Berkeley, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Software, Task Management",543673.0,SocratiQ is an AI-powered application for civil and high quality online discourse.,1-10,1.0,,2020-09-01,0.0,Non-equity Assistance,0.0,,1-10,Private,,,,,,3,3,2020,39515,False,False
Rigupatl,2023-01-01,https://rigupatl.com,"Fairburn, Georgia, United States",Real Estate,Construction,1315589.0,"Rigupatl specializes in providing lifting solutions that are safe, effective, and dependable for a range of sectors.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,1,2023,58286,False,False
Opul,2020-01-01,https://www.getopul.com,"New York, New York, United States",Software,Software,1111274.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,54016,False,False
SInDyXR,2020-08-04,https://sindyxr.com/,"New York, New York, United States",Health Care,"Health Care, Hospital, Medical",1414435.0,"SInDyXR optimizes augmented reality to help patients live better lives together. SInDyXR provides a six-sense organizational tool for data organization, tracking, and recording, discovering resonance, celebrating dissonance, engaging or re-engaging while being creative in a fourth dimension. SInDyXR helps corporate culture to grow, preserving and strengthening company culture regardless of how scattered the workforce is. SInDyXR is headquartered in New York, United States and was founded in 2020.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,0.0,,6,3,2020,61170,False,False
Agents of Your Dreams Real Estate Team of Keller Williams Honolulu,2018-01-01,https://www.searchhonoluluhomes.com,"Honolulu, Hawaii, United States",Real Estate,"Property Management, Real Estate, Residential",1060539.0,"Agents of Your Dreams Real Estate Team of Keller Williams Honolulu provides home buying and selling. They offer market trends, equity strategies, guides, decisions, lifetime, knowledge, real estate transactions, and tax liabilities. Their services include loans and customer services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,52952,False,False
AmeriPro EMS,2018-01-01,https://www.ameriproems.com,"Jacksonville, Florida, United States","Health Care, Transportation","Emergency Medicine, Fleet Management, Health Care, Medical, Transportation",364365.0,,251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,6,2018,32204,False,False
Zorya Energy Advisors,2018-01-01,https://zoryaenergy.com/,"Los Angeles, California, United States","Energy, Financial Services, Sustainability","Clean Energy, Finance, Financial Services",936858.0,"Zorya Energy Advisors distributes generation developers with a shovel-ready portfolio and projects at the notice to proceed stage, with a goal of acquiring operating assets. Zorya is leading a buy-side effort to find a distributed solar company upon which to build this platform.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,50783,False,False
Approved Sheet Metal,2020-02-01,https://www.approvedsheetmetal.com/,"Hudson, New Hampshire, United States",Manufacturing,Manufacturing,648414.0,"When it comes to sheet metal fab, precision is key. At ASM, we offer custom metal fabrication services to meet the exact specifications of your 3D Model and/or print. Our highly experienced team can work with a variety of materials, including steel, aluminum, and stainless steel, to create high-quality sheet metal parts for a range of industries and applications. Our extensive in-house capabilities paired with our team's extreme attention to detail on every project ensure accuracy and consistency across the thousands of unique parts we see monthly. With fast RFQ turnaround and lead times that can't be beaten ASM is the go-to choice for all of your sheet metal fabrication needs.  Take your product development process to the next level by leveraging our 30+ years of prototype and low-volume production sheet metal fabrication experience. ASM will fabricate a single prototype sheet metal part to low volume production of sheet metal quantities in the thousands. Our shop utilizes state-of-the-art software, seasoned employees, and top-of-the-line equipment to get parts out the door quickly and done right the first time. We don't just get it, we get it done.™",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,4,2020,42985,False,False
ValetPress,2019-01-01,https://www.valetpress.com,"Walnut Creek, California, United States","Commerce and Shopping, Software, Transportation","E-Commerce, Marketplace, Procurement, SaaS",575916.0,"We are a distinguished B2B Marketplace specializing in managed industrial laundry and procurement services. Our mission is nothing short of revolutionizing the $49 billion industrial laundry sector. As an Industrial Laundry Service Marketplace, we tackle the top five challenges  companies face and more: -Punctual and precise product deliveries. -Consistent service and stringent quality control. -Streamlined communication and unwavering support. -Transparent billing and operations. -The eradication of one-sided, protracted contracts. Our platform empowers customers to effortlessly schedule, oversee, and track their orders anytime and from anywhere.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,40632,False,False
LONI,2021-01-01,https://loni.ai,"Wilmington, Delaware, United States","Information Technology, Other, Software","Information Technology, Infrastructure, Software",362093.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,32082,False,False
Detangal,2021-11-01,https://detangal.com/,"Dallas, Texas, United States",Software,Software,2015969.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,71586,False,False
EyErne.com,2018-03-06,https://eyerne.com/,"San Jose, California, United States","Advertising, Commerce and Shopping, Internet Services, Media and Entertainment, Real Estate, Sales and Marketing","Advertising, E-Commerce, Real Estate, Social Media",594971.0,"Social Market,   Closed on Sundays,   End to End Chat encryption (EyE Chat), Video/Photo sharing (EyE Wall),   B2B-B2C-C2C e-commerce (EyE Mall),   Real Estate Market (EyE Homes & Commercials)",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,6,2018,41254,False,False
The First Choice Group,2019-01-01,https://thefirstchoicegroup.com,"Hackensack, New Jersey, United States",Real Estate,"Property Management, Real Estate, Residential",2162283.0,"The First Choice Group is a property management company that provides home selling services for residential areas. They provide home prices, home details, and maintenance services for sellers. They also provide real estate investment services and financial services for buyers.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,73882,False,False
pacific teen treatment,2018-09-26,https://pacificteentreatment.com,"Malibu, California, United States",Health Care,"Health Care, Medical, Therapeutics",1661604.0,"Pacific Teen Treatment offers treatment for the contemporary issues facing teenagers. They offer treatment including adolescents, mental health, anxiety, depression, teen, teen treatment, residential treatment, bipolar disorder, emotional health, self-care, substance abuse, computer addiction, gaming addiction, self-harm, eating disorders, and trauma.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2018,65703,False,False
Video Admakers,2021-01-01,https://videoadmakers.com/,"Tampa, Florida, United States","Media and Entertainment, Other, Sales and Marketing, Video","Marketing, Service Industry, Video",2742260.0,"Video is the solution. If you are having a difficult time engaging your audience on social media, look no further. We have streamlined our process bringing you the most successful ideas for your company to get in touch with your business’s community at a reduced cost creating a great ROI.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,85390,False,False
River Valley Converting,2019-01-01,https://rivervalleyconverting.com,"River Falls, Wisconsin, United States","Administrative Services, Commerce and Shopping, Manufacturing","Manufacturing, Packaging Services, Paper Manufacturing, Wholesale",1174440.0,"River Valley Converting operates in the manufacturing, packaging services, paper manufacturing, and wholesale industries. The company specializes in paper converting, offering customized paper and packaging solutions to meet various needs. With over 40 years of converting experience, River Valley Converting provides a knowledgeable team that directly works on converting products. The company also has an online application process for potential employees, indicating a commitment to expanding its team and capabilities.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,55520,False,False
Before You Apply,2020-01-01,https://beforeyouapply.com/,"Columbus, Ohio, United States","Administrative Services, Internet Services, Professional Services","Online Portals, Recruiting, Staffing Agency",2653800.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,83544,False,False
B&W Compliance,2019-01-01,https://bandwcompliance.com,"Citrus Heights, California, United States","Education, Health Care, Professional Services","Consulting, Health Care, Management Consulting, Training",1911228.0,"B&W Compliance provides employee safety training, epa compliance, hazardous materials management, health department regulations, department of toxic substances regulations, x-ray regulations, blood borne pathogen training, ceu trainings, sds compilation, calosha compliance program establishment, and hipaa compliance program establishment services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,70143,False,False
Mental Health and Recovery Counseling Education and Training,2018-01-01,https://www.mhrcet.org,"Copperopolis, California, United States","Education, Health Care, Software","E-Learning, Medical, Mental Health, Training, Wellness",2637558.0,"Mental Health and Recovery Counseling Education and Training offers workforce education, skills training, and e-learning courses. They provide wellness workshop services such as health and fitness training, nutritional education, meditation, and relaxation, with the understanding that the program success is dependent on the participants.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,83802,False,False
Menianu,2020-01-01,https://menianu.com,"Blaine, Washington, United States","Apps, Food and Beverage, Mobile, Software","Mobile Apps, Restaurants, Software",2281341.0,"Menianu offers services for online orders for delivery and pick-ups. They provide customized branding, dynamic dashboards, delivery management, payment gateways, and easy marketing services. They also offer mobile application for order booking services.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,78525,False,False
Mind Study Center,2018-01-01,https://mindstudycenter.com/,"Pasadena, California, United States","Health Care, Professional Services","Consulting, Health Care, Mental Health, Personal Health, Psychology",2190877.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,75005,False,False
Pickering Energy Partners,2019-01-01,https://www.pickeringenergypartners.com,"Houston, Texas, United States","Energy, Financial Services, Lending and Investments, Professional Services","Asset Management, Consulting, Energy, Financial Services, Venture Capital",190924.0,Pickering Energy Partners is an energy-focused financial services company that provides investment and consultancy services. The company was founded in 2019 by Dan Pickering.,51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,5,2019,21437,False,False
SalesJet,2018-01-01,http://salesjet.io,"Lewes, Delaware, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Marketing, Social Media",2088982.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,73473,False,False
University of Louisville Hospital,2019-11-01,https://www.ulh.org,"Louisville, Kentucky, United States",Health Care,"Health Care, Hospital",1323559.0,,501-1000,0.0,,,0.0,,0.0,,501-1000,Private,,,,,,6,4,2019,58111,False,False
Global Investment Society,2018-01-01,https://www.gisusc.com,"Los Angeles, California, United States","Education, Financial Services, Professional Services","Consulting, Education, Financial Services",2909972.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,87509,False,False
Simple Home Buyer,2021-04-21,https://www.thesimplehomebuyers.com/,"Tipp City, Ohio, United States",Real Estate,Real Estate,2994863.0,"Simple Home Buyer is a real estate solutions and investment company headquartered in Tipp City, OH. We’re a family-owned business and we specialize in helping homeowners find solutions to any problem. Whether they’re going through a foreclosure, can’t sell their property, or just need to sell their house fast, Simple Home Buyer can help. For more details, visit https://www.thesimplehomebuyers.com/.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,89187,False,False
XChanger,2022-02-22,https://xchangerinvesting.com/,"St Louis, Missouri, United States",Software,Software,1215273.0,,1-10,1.0,Seed,2022-10-24,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,2,2022,55925,False,False
Custom Fashion Lab,2018-01-01,https://customfashionlab.com/,"Chicago, Illinois, United States","Clothing and Apparel, Commerce and Shopping, Design","Apparel, Fashion, Retail",181978.0,,1-10,1.0,,2023-06-23,25000.0,Grant,25000.0,,1-10,Private,,,,,,1,6,2018,20776,False,False
Need A Friendly,2023-01-01,https://www.needafriendly.co/,"Miami, Florida, United States",Other,Professional Services,2266060.0,"Need A Friendly is a communication service that allows phone sessions, video calls, and text messages for individuals that need an ear to listen. It helps people have a friend that is all ears and willing to listen to anything that is on their mind.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,1,2023,77176,False,False
The Hemp Plastic Company,2018-01-01,https://www.hempplastic.com/,"Boulder, Colorado, United States","Manufacturing, Professional Services","Environmental Consulting, Industrial, Plastics and Rubber Manufacturing",83371.0,The Hemp Plastic Company is a provider of bioplastics made from hemp. The Hemp Plastic Company is dedicated to assisting our customers in lowering their reliance on fossil fuel plastic and carbon emissions. Bioplastics is a game-changing solution for manufacturers looking to create affordable products that benefit the environment.,1-10,4.0,Seed,2023-01-06,170000.0,Seed,1520000.0,1.0,1-10,Private,,,5.0,1.0,Organic Macromolecular Compounds; Their Preparation Or Chemical Working-Up,0,6,2018,11265,False,False
