company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Philan,2021-01-01,https://philan.co,"Washington, District of Columbia, United States","Apps, Professional Services, Software","Apps, Consulting, Software",2971231.0,Philan is a purpose-driven business platform that consults businesses about their impact and consumers about their purchasing power. They address inquiries through email and online applications.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,88084,False,False
Redwood Risk Management Solutions,2019-12-01,http://redwoodrms.com,"Dublin, California, United States","Financial Services, Professional Services","Financial Services, Risk Management",2168665.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,75395,False,False
Florida Sunset Association Management,2019-01-01,https://sunsetmgmt.com,"Fort Myers, Florida, United States","Financial Services, Professional Services, Real Estate, Sustainability","Accounting, CleanTech, Janitorial Service, Property Management",519018.0,"Florida Sunset Association Management provides accounting, maintenance, security, cleaning, pool service, and repairs. They are fiscally responsible, state-of-the-art technology, and homeowner education, and their priority is to provide a favorable environment for all associations, from single-family homes to condos and master-planned communities.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,38647,False,False
Aim Lab,2021-01-01,https://aimlab.gg,"New York, New York, United States","Gaming, Software","Gaming, Software, Video Games",256117.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,26164,False,False
Latorre Law,2018-01-01,https://www.latorrelaw.com,"Charlotte, North Carolina, United States","Government and Military, Privacy and Security, Professional Services","Consulting, Law Enforcement, Legal",679407.0,"Latorre Law Firm provides services for immigration matters, deferred action, deportation and removal defense, naturalization, extension and change of status, provisional waivers, consular process, personal injury, wrongful death, motorcycle accidents, pedestrian accidents, school bus accidents, work accidents, and construction site accidents.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,43865,False,False
Health Interface,2018-01-01,https://healthinterface.com,"Delaware, Ohio, United States","Apps, Health Care, Mobile, Software","Health Care, mHealth, Mobile Apps",1413943.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,61186,False,False
Sebiya,2018-01-01,https://www.sebiya.io/,"Miami, Florida, United States","Information Technology, Travel and Tourism","Hotel, Information Technology, Travel Accommodations",1418107.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,61085,False,False
Sale Rocket,2018-03-15,https://www.thesalerocket.com,"Richmond, Virginia, United States","Information Technology, Sales and Marketing, Software","SaaS, Sales Automation, Software",1041207.0,"Sale Rocket is the easiest to use and customize Sales Empowerment/Enablement and Onboarding Platform, providing your team with all the tools they need in one seamless platform to close more sales! Key Features include: built-in video, web and audio conferencing, customizable sales logic/help, live coaching features, real-time chat, customizable dashboards, training, alerts and much more.  Now everyone can be a sales superstar regardless of their sales experience! 1. Work Remotely 2. Sell Remotely 3. Close More Deals Remotely",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,52530,False,False
GPITECH,2020-01-01,https://www.gpitechusa.com/,"Alexandria, Virginia, United States","Administrative Services, Information Technology, Professional Services, Science and Engineering, Software","Information Technology, Outsourcing, Software, Software Engineering, Staffing Agency",505911.0,"We are a software development firm based in Virginia, and we take pride in delivering high-quality software engineering services. Our commitment to excellence allows us to offer these services at a significantly lower cost compared to domestic market competitors. This cost advantage is made possible by leveraging our specialized expertise in offshoring and outsourcing.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,38128,False,False
Akin Business Service,2019-01-01,http://www.akinbusiness.com,"Austin, Texas, United States","Financial Services, Professional Services",Accounting,2950582.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,88328,False,False
Lingar,2018-01-01,https://lingar.com,"Boston, Massachusetts, United States","Apps, Mobile, Other, Software","Mobile Apps, Service Industry, Software",625027.0,"Lingar is a mobile application and SaaS software platform for museums, cultural institutions, tours, and retail. Lingar is powered by the viewfinder on any smartphone camera, and objects from images uploaded to their cloud. The Lingar app transforms to your brand and experience, delivering only your content to mobile devices within your space.",11-50,1.0,,2019-03-13,0.0,Venture - Series Unknown,0.0,,11-50,Private,,,,,,3,6,2018,42219,False,False
The Parkpoint Company,2018-01-01,https://www.parkpointcompany.com/,"Portland, Oregon, United States",Financial Services,Financial Services,2759239.0,"The Parkpoint Company connect with operators, intermediaries, and other capital providers. Their perspective is shaped by a number of different industries, management teams, and a range of transaction sizes.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,85144,False,False
Seaview Buick GMC,2018-01-01,https://www.seaviewbuickgmc.com,"Lynnwood, Washington, United States","Other, Transportation","Automotive, Recreational Vehicles, Service Industry",753275.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,6,2018,45960,False,False
Minilift DIY,2018-01-10,https://github.com/ExxponentialLLC,"Miami, Florida, United States",Transportation,Public Transportation,2265647.0,,1-10,1.0,Early Stage Venture,2020-02-01,0.0,Series A,0.0,2.0,1-10,Private,,,,,,2,6,2018,77179,False,False
Messenger of Comfort Home Care,2018-01-01,https://messengerofcomfort.org,"Peachtree City, Georgia, United States","Health Care, Professional Services","Consulting, Elder Care, Health Care, Wellness",2625999.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,83994,False,False
Flare Education,2021-01-01,https://www.flare-education.org,"Boston, Massachusetts, United States","Education, Other, Social Impact","Education, Non Profit",173449.0,Flare Education is tackling generational poverty by offering a 36-month compensated workforce preparation program to low-income high school students.,11-50,1.0,,2023-02-08,100000.0,Grant,100000.0,,11-50,Private,,,,,,1,3,2021,20138,False,False
Digitling,2021-01-01,https://alkuttab.io/,"Austin, Texas, United States",Health Care,Health Care,689941.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,44167,False,False
Professional Delivery Providers,2023-01-01,https://1pdp.com/,"Atlanta, Georgia, United States",Transportation,"Delivery Service, Last Mile Transportation, Logistics, Supply Chain Management",603559.0,Professional Delivery Providers is a supplier of logistic services. It provides heavy goods delivery and installation services in the last-mile logistics space.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,1,2023,41535,False,False
Advent Home Care Alliance,2018-01-01,https://ahcall.org,"Lakeland, Florida, United States","Health Care, Other, Social Impact","Health Care, Home Health Care, Non Profit",2360928.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,78857,False,False
Zetaton,2018-01-01,https://zetaton.com,"Milwaukee, Wisconsin, United States","Information Technology, Software","Information Technology, Software, Web Development",769330.0,"Zetaton provides website and mobile application development services. Their services include product design and strategy. They serve industries like e-commerce, healthcare, digital restaurants, and billing. The company's contact modes are mail, phone, and physical address.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,46423,False,False
AltReports,2022-01-01,https://altreports.com,"Bend, Oregon, United States","Content and Publishing, Media and Entertainment, Real Estate","News, Publishing, Real Estate",1252126.0,"AltReports is a curated collection of alternative investing news and ideas for self-directed independent investors. Founded in 2022 and is based in Bend, OR.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2022,56567,False,False
Stratos Title,2018-01-01,https://www.stratostitle.com,"Houston, Texas, United States","Financial Services, Other, Real Estate","Commercial, Insurance, Residential",2824604.0,Stratos Title helps clients ranging from single-family houses to industrial properties to realize their real estate dreams. They offer residential and commercial title insurance services. They respond to customer inquiries by phone and contact form.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,87220,False,False
The University of Kansas Health System,2018-08-01,https://www.gbregional.com,"Great Bend, Kansas, United States",Health Care,"Health Care, Hospital, Medical",1947352.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2018,71170,False,False
Video Sherpa,2019-01-01,https://www.videosherpa.com/,"Ireland, Indiana, United States","Media and Entertainment, Sales and Marketing, Software, Video","Content, Marketing, Sales, Software, Video",1564730.0,"Video Sherpa provides an end-to-end video production platform that helps the film, edit and publishes all their own videos, with an in-built content management system so they can easily store and repurpose their footage, collaborate with colleagues and keep everything on one, cloud-based dashboard.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,64500,False,False
Fourward,2018-01-01,http://fourward.com,"Los Angeles, California, United States","Media and Entertainment, Professional Services","Business Development, Digital Entertainment, Management Consulting",410977.0,"Fourward is a management, production, and investment company that focuses on creating opportunities for businesses. Fourward is a management, production, and investment company that focuses on creating opportunities on businesses.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,34344,False,False
Humanize,2021-01-01,https://www.humanize.security,"San Francisco, California, United States","Information Technology, Privacy and Security, Professional Services, Software","Cyber Security, Enterprise Software, Risk Management",824873.0,"Humanize enables c-suite executives to control, measure, and manage their cyber priorities and risks. Using the power of artificial intelligence, their technology runs attacks to test and validate the company’s attack surface and to identify weak spots.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,47927,False,False
Tedious,2018-01-01,https://tediousapp.com,"Minneapolis, Minnesota, United States","Health Care, Media and Entertainment, Other, Professional Services, Real Estate","Advice, Customer Service, Health Care, Home and Garden",754520.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,45994,False,False
Zexie Studios,2018-03-03,https://compiled.social/Zexie,"Leavenworth, Kansas, United States","Advertising, Apps, Blockchain and Cryptocurrency, Design, Internet Services, Sales and Marketing, Software","Advertising, Apps, Internet, Software, Web Design, Web3",1497437.0,"Game Development, Dapps, web3, streaming, advertisement and Blockchain",1-10,1.0,Seed,2022-05-31,0.0,Seed,0.0,1.0,1-10,Private,,,,,,2,6,2018,62706,False,False
Estylar,2019-01-01,https://estylar.com/,"Brooklyn, New York, United States","Clothing and Apparel, Commerce and Shopping, Design","E-Commerce, Fashion, Shopping",1594191.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,63901,False,False
ZS Blockchain,2018-01-01,http://zsblockchain.ventures/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Professional Services, Software","Blockchain, Consulting, Cryptocurrency",1499763.0,"ZS Blockchain is building a global blockchain technology ecosystem, connecting grassroots innovators, communities, industry and government. We consult companies in blockchain implementation and facilitate strategic partnerships for M&A of blockchain technology, currently working with top companies internationally. In conjunction, we are fostering future blockchain talent and changemakers through our blockchain education initiative. Our education curriculum is being implemented across cities in the U.S and countries abroad, accumulating into the initiative known as the Open Blockchain Forum. Ultimately, ZS Blockchain connects blockchain companies and investors together to create a world-class network.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,6,2018,62664,False,False
PETcoil,2018-01-03,http://www.petcoil.com,"Sunnyvale, California, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Health Diagnostics, Medical Device",104274.0,"Founded in 2018, we are a group of imaging scientists, engineers, and radiologists aspired to improve healthcare by creating novel medical imaging technology and bringing it to every patient that needs it. Our core technology has its roots at Stanford University, where our founders created the first-ever radiofrequency-penetrable PET insert system for simultaneous PET and MRI imaging.  ​Our vision is to make multi-modality medical imaging accessible to every patient. Our mission is to create affordable, high-performance molecular imaging systems that empower doctors to drive early and accurate diagnosis of diseases.",1-10,2.0,,2022-07-28,3500000.0,Grant,4500000.0,2.0,1-10,Private,,,,,,1,6,2018,13752,False,False
PointNorth,2018-01-01,https://pointnorthinc.com,"Vancouver, Washington, United States","Content and Publishing, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing","Consulting, Creative Agency, Marketing, Social Media Management",762161.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,46217,False,False
Reliable Transport,2018-01-01,http://reliablefmt.com,"Cleveland, Ohio, United States",Transportation,"Logistics, Supply Chain Management, Transportation",960977.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,51391,False,False
Main Street United,2021-01-01,https://mainstreet-united.com,"Cincinnati, Ohio, United States","Community and Lifestyle, Content and Publishing, Media and Entertainment, Sales and Marketing","Communities, Media and Entertainment, Public Relations, Publishing",3041058.0,"Main Street United is looking for seasoned sales professionals who are motivated to grow its media and marketing businesses. Their goal is to give clients the resources, advice, and services they need to launch a business and achieve their full potential, while also expanding the opportunities and local connections in the areas they serve. They take their time with clients, explore the area, and discover everything there is to know about them. They encourage customers to lay the groundwork for their aspirations and to drop them a line.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,89939,False,False
Thrive Solutions Inc,2019-01-01,https://thrivesolutionsinc.com,"Wilmington, Delaware, United States","Other, Professional Services, Sales and Marketing","B2C, Consulting, Marketing, Sales",2571953.0,"Thrive Solutions Inc represents multi-billion dollar brands in various industries ranging from energy to telecommunications. We specialize in customer acquisition, customer retention, and provide superior customer service. We supply our team with extensive marketing and sales training and offer ambitious individuals the opportunity to ignite their career! With growth as our main focus, our team members at Thrive Solutions Inc advance their careers based on performance, integrity, and merit. We believe the core of leadership is an individual who has a clear vision. The companies that survive the longest are the ones that return to the economy not only jobs and revenue, but excellence, respect for others, and an appreciation for philanthropy. We vow to be an organization that not only makes a difference to our clientele but to our local and global community.  At Thrive Solutions Inc, we see what others are afraid to explore and help them create their own vision while gaining control of their future. We show people how to live their lives fully, make better decisions, and teach them the importance of their actions. Our company is constantly growing our team and client base. We are looking for energetic and ambitious people to join our team. Contact our HR Department at hr@thrivesolutionsinc.com or connect with us on LinkedIn! https://www.linkedin.com/company/thrive-solutions-inc",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,83314,False,False
Talentstat,2019-01-01,https://talentstat.co/,"New York, New York, United States",Data and Analytics,Analytics,178849.0,"Talentstat is a provider of a data analysis platform intended to scientifically identify elite investment talent. The company's platform involves decomposition of the investment process into granular actions and pairing of each action with measurable scientific workflows. Portfolio management professionals can then be assessed on the basis of these measures, and a ""score"" can be assigned. Asset management companies can use the assessment for hiring investment talent or identifying areas for training of their existing talent pool.",1-10,1.0,Seed,2019-12-17,500000.0,Seed,500000.0,3.0,1-10,Private,,,,,,0,5,2019,20552,False,False
StackIQ,2021-01-01,https://www.stackiq.co,"San Antonio, Texas, United States","Education, Software","Education, Software",204366.0,StackIQ is a TechEd software platform that helps the youth in making informed decisions about the careers through the proper exploration.,11-50,1.0,Seed,2022-06-24,25000.0,Pre-Seed,25000.0,3.0,11-50,Private,,,,,,0,3,2021,22459,False,False
Harris & Company,2018-01-01,http://www.harriscocpas.com,"Jesup, Georgia, United States","Financial Services, Other, Professional Services","Accounting, Finance, Financial Services, Professional Services",1745882.0,"Harris & Company provides total financial services to individuals, large and small businesses, and other agencies. Their services include estate planning, elder care, small business accounting, payroll, cash flow management, business valuation, succession planning, litigation support, tax preparation, tax planning, QuickBooks training, QuickBooks setup, etc.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,67142,False,False
Wolfberry,2019-01-01,http://www.wolfberryllc.com,"San Jose, California, United States","Information Technology, Internet Services, Privacy and Security, Software","Internet of Things, Network Security, Software",429064.0,"Wolfberry is a technology company that offers IoT solutions for Education and Enterprise industry. The company was founded in 2019 and is based in San Jose, California.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,35155,False,False
FreeCallTracking.ai,2020-01-01,https://freecalltracking.ai/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), SaaS, Software",538564.0,"""We are disrupting the industry by offering this free Software."" This is a very helpful service for Small Businesses in times of COVID-19 as everyone is trying to reduce cost now. Yelp charges $25 per month for each number, but we give it away for free and with more features. Our product - FreeCallTracking.AI tracks, records and analyzes all incoming customer calls to your company. Know the sources of all inbound calls with our call monitoring tool via Dynamic Number Insertion, keyword level attribution, call routing, etc. Additionally its dynamic dashboard with real-time reporting empowers you with excellent caller insights & attribution into all your marketing efforts and their effectiveness – All of it easily accessible thru a mobile App. Sign up now to try the FREE PACKAGE! Visit https://freecalltracking.ai/ Please let us know if we can be of assistance. Thank you, Salma Javid | Digital Marketing Specialist | FreeCallTracking.ai",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,39335,False,False
Matcha,2022-01-01,http://www.matchacfo.com,"Los Altos, California, United States","Financial Services, Information Technology, Internet Services, Mobile, Professional Services, Software","Accounting, Financial Services, FinTech, Information Technology, Internet, Mobile, Software",377667.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2022,32830,False,False
Animal Wellness Action,2018-01-01,https://animalwellnessaction.org,"Washington, District of Columbia, United States","Government and Military, Health Care, Other, Privacy and Security, Social Impact","Law Enforcement, Non Profit, Wellness",1639262.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,64581,False,False
EliteGrad,2020-01-01,https://elitegrad.com,"Miami, Florida, United States",Financial Services,Financial Services,1971939.0,"EliteGrad is the exclusive college recruiting platform that connects top employers in the financial services industry with only top students. Built by recruiters for recruiters, EliteGrad filters first and only accepts pre-qualified candidates to save companies their most precious commodity: time. By leveraging technology, EliteGrad offers efficiency and cost-savings long absent in student recruiting, allowing employers to target and source candidates based on customizable academic and job-specific criteria. EliteGrad also levels the student recruiting playing field by providing qualified—often overlooked— candidates from schools all over the country with direct access to premier internships and first post-collegiate jobs.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,70696,False,False
Unify Home Lending,2018-01-01,https://www.myunify.com/,"Rapid City, South Dakota, United States","Financial Services, Real Estate","Finance, Financial Services, Lending, Mortgage",1403834.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,59769,False,False
Norr Organic,2021-05-01,https://norrorganic.com,"New York, New York, United States",Food and Beverage,"Dairy, Food and Beverage, Food Processing",669837.0,"Norr Organic specializes in the production of Skyr, a type of thickened milk product, crafted in America. The company uses organic milk from grass-fed cows, resulting in a product that is high in protein and low in carbs. In addition to the traditional Skyr, Norr Organic infuses their products with curative Nordic botanicals, offering unique flavors such as blueberry with lavender extract. The company also provides recipes on their website, showcasing the versatility of their Skyr in various dishes.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,43588,False,False
Paramify,2022-01-01,https://www.paramify.com,"Provo, Utah, United States","Administrative Services, Information Technology, Privacy and Security, Professional Services, Software","Compliance, Document Management, Document Preparation, Security, Software",201195.0,"Paramify simplifies tasks by providing automated compliance deliverables. Paramify was founded in 2022 and was headquartered in Utah, United States.",1-10,1.0,Seed,2022-04-12,0.0,Pre-Seed,0.0,,1-10,Private,,,0,0,,2,2,2022,22215,False,False
InspectionGo,2019-01-01,https://igoinspectors.com,"Morgantown, West Virginia, United States","Professional Services, Real Estate","Consulting, Home Services, Management Consulting",45067.0,"InspectionGo is a home inspector company providing a variety of services to help inspection companies. It provides digital exhibition, and back-end services such as accounting, marketing, coaching, and inside sales to home inspectors across the nation.    The company was founded in 2019 and is based in Morgantown, WV.",51-100,4.0,Early Stage Venture,2023-07-19,5500000.0,Series A,5500000.0,3.0,51-100,Private,,,,,,0,5,2019,5841,False,False
Stonecreek Dental Care,2019-01-01,https://helpmysmile.com,"Pickerington, Ohio, United States",Health Care,"Cosmetic Surgery, Dental, Health Care, Therapeutics",2377096.0,"Stonecreek Dental Care provides general dentistry, family dentistry, relieving dental anxiety, dental crowns & bridges, dental implants, dentures, tooth removal extractions, TMJ treatment/teeth grinding, and sleep apnea treatments. They address inquiries through phone, mail, and online applications.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,80110,False,False
SageDo,2018-02-22,http://www.sagedo.com,"Fremont, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning",215825.0,Trusted intelligence platform.,1-10,1.0,Seed,2019-01-05,80000.0,Pre-Seed,80000.0,2.0,1-10,Private,,,,,,0,6,2018,23335,False,False
Rivulet Digital,2020-01-01,https://rivuletdigital.com,"Loveland, Colorado, United States","Apps, Data and Analytics, Design, Mobile, Software","Analytics, Graphic Design, Mobile Apps, Web Development",621784.0,"Rivulet Digital brings together an amazing group of seasoned international professionals with years of combined experience to help clients power through their bandwidth and capability limitations. The firm maintains a team with widely diverse specialties like eCommerce, PHP, WordPress, HTML, design, data management, and analytics.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,42109,False,False
Spannr,2022-01-01,http://www.spannr.com,"Palm Beach, Florida, United States","Biotechnology, Data and Analytics, Design, Information Technology, Science and Engineering","Biotechnology, Information Technology, Market Research",596108.0,"There are already loads of social networks out there. All of them fantastic at helping people socialise. There are also a few professional networks. Ideal if you're trying to grow your professional contacts.  Spannr is all about building networks. It helps trades grow & span their network to share work, tools & advice.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,2,2022,41292,False,False
Timeero,2019-01-01,https://timeero.com/,"Phoenix, Arizona, United States","Hardware, Navigation and Mapping, Other, Software","GPS, Real Time, Software",366365.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,32288,False,False
Dignity Grows,2019-01-01,https://dignitygrows.org,"Hartford, Connecticut, United States","Health Care, Other, Social Impact","Health Care, Non Profit, Service Industry",221540.0,Dignity Grows is a non-profit that empowers neighbors in need by removing barriers to better self-esteem and health by providing the security and comfort of monthly personal and feminine hygiene requirements.,1-10,1.0,,2023-08-16,20000.0,Grant,20000.0,,1-10,Private,,,0.0,2.0,,1,5,2019,23796,False,False
Uptop,2022-01-01,https://www.uptop.xyz/,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Sales and Marketing, Software","Blockchain, Cryptocurrency, Information Technology, Loyalty Programs, Real Time, SaaS, Software",284247.0,,11-50,1.0,Seed,2023-01-01,0.0,Seed,0.0,,11-50,Private,,,,,,2,2,2022,27815,False,False
Christian Banach,2019-01-01,https://christianbanach.com,"Chicago, Illinois, United States","Advertising, Sales and Marketing",Advertising,2277369.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,78609,False,False
Cohoba,2020-01-01,https://cohoba.us ,"Charlotte, North Carolina, United States","Health Care, Other, Social Impact","Health Care, Non Profit, Psychology, Therapeutics",2784919.0,"Cohoba is an advocate, creative, and licensed therapist team. They provide psychedelic-assisted therapy and massage therapy services. They support mental health, bodywork, and the arts.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,86270,False,False
Plumbing Unlimited,2019-11-01,http://www.Jimfeliciano.com,"Austin, Texas, United States",Real Estate,Home Services,320636.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2019,29914,False,False
mbark,2020-09-01,https://www.mbark.co,"Wilmington, Delaware, United States","Apps, Mobile, Other, Software","B2C, Mobile Apps, SaaS",1694841.0,,1-10,2.0,Seed,2021-09-10,0.0,Non-equity Assistance,0.0,1.0,1-10,Private,,,,,,2,3,2020,66618,False,False
Safire Technology Group,2020-01-01,https://www.safire.co/,"Washington, District of Columbia, United States","Consumer Electronics, Energy, Hardware","Battery, Electronics",232102.0,Safire Technology Group is a developer of Li-ion electrolyte additive technology designed for battery safety mechanisms. Their technology stops explosions or fires through an instantaneous liquid-to-solid transformation upon mechanical impact and imparts ballistic protection.,1-10,1.0,,2022-11-01,0.0,Undisclosed,0.0,,1-10,Private,,,,,,3,4,2020,24572,False,False
InsureGood,2020-01-01,https://insuregood.org/,"Hartford, Connecticut, United States","Financial Services, Professional Services","Auto Insurance, Insurance, Risk Management",1633980.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,64691,False,False
Kaptea,2020-01-01,https://www.kaptea.io/,"Boston, Massachusetts, United States","Data and Analytics, Health Care, Internet Services, Professional Services, Software","Analytics, Consulting, Health Care, Internet, Software",1147977.0,"Kaptea is a software development team with deep domain expertise in virtual contact centre cloud services, application integration and data analytics. They are a Twilio consulting partner and have developed solutions for healthcare providers and online universities.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,54773,False,False
In Diagnostics,2018-01-01,http://www.indiagnostics.com/,"Carlsbad, California, United States","Biotechnology, Science and Engineering",Biotechnology,74414.0,In Diagnostics is a Biotechnology company.They are developing next generation POC devices that rely on digital microchips to analyze biological samples.,1-10,1.0,Seed,2019-09-05,3000000.0,Seed,3000000.0,1.0,1-10,Private,,,,,,0,6,2018,10116,False,False
Ronday Technologies,2021-01-01,https://www.rondayapp.com/,"Baltimore, Maryland, United States","Administrative Services, Internet Services, Media and Entertainment, Other, Video","Collaboration, Online Portals, Video, Virtual Workforce",243787.0,,11-50,1.0,Early Stage Venture,2022-09-08,0.0,Series A,0.0,,11-50,Private,,,0.0,0.0,,2,3,2021,25361,False,False
Diadem Capital,2022-01-01,https://diademcapital.com,"Buffalo, New York, United States","Financial Services, Lending and Investments","Funding Platform, Venture Capital",60479.0,,1-10,1.0,Seed,2023-12-18,600000.0,Pre-Seed,600000.0,,1-10,Private,,,,,,0,2,2022,8229,False,False
Atwater Solutions,2019-01-01,https://www.atwatersolutions.com,"Paoli, Pennsylvania, United States","Administrative Services, Education, Other","Education, Project Management, Training",1075775.0,"Atwater Solutions offers post-live application optimization, RCM performance improvements, general financials, GL integration, education, training solutions, cerner, project management, and system implementation services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,53336,False,False
Rapid Test Laboratories,2018-01-01,https://www.rapidtestlaboratories.com,"Phoenix, Arizona, United States","Data and Analytics, Health Care","A/B Testing, Medical, Wellness",1349877.0,"Rapid Test Laboratories provides testing for toxicology panels, chemistry panels, respiratory panels, allergy panels, and hematology panels. A compliance-based medication monitoring program ensures the safety of their patients, their practice, and their community by testing for drugs.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,6,2018,59260,False,False
Empower Home Loans,2020-01-01,https://www.empowerhl.com,"Charlotte, North Carolina, United States",Financial Services,"Finance, Financial Services, Lending",1329108.0,"Empower Home Loans offers a variety of mortgage and home loan services. These include purchase, refinance, and cash-out refinance loans. The company caters to a wide range of clients, including self-employed borrowers, borrowers with assets, investors, foreign buyers, and those with less than perfect credit. They also provide reverse mortgage loans, which are designed to help senior citizens take advantage of the equity in their homes. Other services include construction loans, home equity loans, conventional fixed rate mortgages, adjustable rate mortgages, jumbo loans, and 100% FHA refinance mortgage loans.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,59686,False,False
Earthshot Ventures,2021-01-01,https://www.earthshot.vc,"San Francisco, California, United States","Financial Services, Lending and Investments, Software","Software, Venture Capital",256746.0,"Earthshot Ventures is an early-stage venture capital firm that supports entrepreneurs developing creative solutions to address climate change. Earthshot harnesses the power of the global network our team has built over the last two decades to accelerate climate technology adoption and create iconic brands. The fund is led by Mike Jackson who has spent 15 years as an entrepreneur and VC in climate tech, and Dawn Lippert, founder and CEO of Elemental Excelerator.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2021,26212,False,False
