company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Courier & Beyond,2019-01-01,https://courierandbeyond.com,"Miami, Florida, United States","Administrative Services, Transportation","Courier Service, Delivery Service, Packaging Services, Same Day Delivery, Transportation",1874301.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,69297,False,False
VoxVM,2020-01-01,https://voxvm.com/,"Quinton, Virginia, United States",Information Technology,Information Technology,1266381.0,"VoxVM has established itself as a trusted provider of Shared Web Hosting and VPS Hosting, and a variety of other hosting and complementary technology services. VoxVM is a truly global company with a unique focus on its customers. At VoxVM, each customer is provided the personalized attention and world-class service that is already making waves in the Web and VPS hosting world. We are different from our competitors simply because we focus on providing customers with the support and service beyond what is the industry standard. We provide everything that you could ever need to run a website, a game server, and almost anything else on the internet. We offer cheap yet quality and robust Shared Web Hosting and VPS Hosting for your needs.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,57750,False,False
Armatus Consulting Inc.,2019-10-01,https://armatus-consulting.com/,"Naples, Florida, United States","Administrative Services, Education, Privacy and Security, Professional Services","Consulting, Physical Security, Security, Training",2146661.0,"Armatus Consulting Inc. (ACI) was founded in 2019. Based in Naples, FL, ACI is owned and operated by Jarrett Cox, a veteran and military contractor. ACI is a full-service security consulting agency with highly trained security professionals specializing in Executive Protection, Firearms Training, and Disaster Response. Our team of ACI agents includes veterans, prior law enforcement officers, medics, military contractors, and highly trained professionals. We understand the need for professional security services based on analysis and budget.  How We Can Help Your safety is our number one priority. Speak with an ACI consultant about your specific security needs and how we may serve them best. We customize a security strategy for you to ensure complete protection.  Private security is a highly sensitive topic by nature. We guarantee complete discretion, devotion, and confidence in our operations, always. Our agents require minimal delegation while effectively operating based on your individual needs. You will have peace of mind knowing you are protected by an ACI agent.  Executive Protection ACI provides executive protection services. We hold our security personnel to the highest standards of expertise, veracity, and professional appearance. Our agents have been trained to assess and manage hostile situations including developing secure travel logistics, providing close protection, and curating security programs to ensure the security of the principal. Stay protected with an ACI agent specializing in your estate security to your travel logistics. Armatus Consulting Inc. agents are skilled professionals ready to keep you secure. Firearms Training Armatus Consulting Inc. provides a variety of firearms training courses and concierge firearms training in Southwest Florida to teach you how to protect yourself and your family. Optimize your technique with firearms courses designed for any skill level. Armatus Consulting Inc. offers a Florida Concealed Weapon Course at an outdoor range in Immokalee, Florida. The 2nd Amendment of the United States Constitution gives us the right to bear arms.  Receive group individual and concierge training from a U.S. Veteran and NRA Certified Firearms Instructor. Class sizes are limited so book yours today!",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2019,74117,False,False
Pegasus Promo,2019-01-01,https://www.pegasuspromo.io,"Austin, Texas, United States","Advertising, Blockchain and Cryptocurrency, Financial Services, Other, Payments, Sales and Marketing, Software","Advertising, Bitcoin, Blockchain, Digital Marketing",2752953.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,85227,False,False
KlasterMe,2019-01-01,https://www.klasterme.com,"Boston, Massachusetts, United States","Internet Services, Media and Entertainment",Social Media,2718600.0,"KlasterMe is a social media project for content creators that will support a multitude of content from photos, polls, articles, blogs, forums, contests and much more.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,85733,False,False
CanSay,2021-09-16,https://cansay.io,"New York, New York, United States","Education, Software","Corporate Training, E-Learning, EdTech, Education, SaaS, Software",1402955.0,"Today, millions of companies around the world are teaching almost 400M frontline workers to communicate with customers using outdated technology. Usually, this is face-to-face roleplaying with a coach, mentor, or supervisor. The online training alternative is scalable but doesn't develop practical communication skills, on top of being tedious. Quality of customer communications directly affects business performance, and companies spend hundreds of billions of dollars on this type of face-to-face training. But this is expensive, inconsistent in quality, requires human resources and training schedules. We've digitalized this type of training. CanSay is a learning tool for creating interactive speech simulations with an AI companion, enabling effective and practical communication skills training and focusing on frontline workers within various sectors to increase sales and client satisfaction. CanSay simulations efficiently build up skills with speaking practice. They are involving, available anytime/anywhere, do not require human resources and can be fully managed in any corporate LMS.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,2,2021,59795,False,False
Andover Consultants,2021-01-01,https://www.andoverconsultants.com,"Methuen, Massachusetts, United States","Navigation and Mapping, Science and Engineering","Civil Engineering, Mapping Services",1451667.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,62017,False,False
C2 Records,2020-01-01,https://www.c2records.com,"Springfield, Virginia, United States","Media and Entertainment, Music and Audio","Media and Entertainment, Music, Music Label",2618127.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,84134,False,False
Polly Host,2019-01-01,https://pollyhost.com/,"Fort Washington, Pennsylvania, United States",Internet Services,"Internet, Online Portals, Web Hosting",2375661.0,Polly Host is a provider of internet service. It offers flexible pricing and hosting services that fit for both businesses and individuals.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,80129,False,False
Passiva,2020-01-01,https://passivaplt.com,"Amesbury, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Medical, Therapeutics",1574932.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,64302,False,False
BagZag,2021-01-01,https://www.bagzag.com/,"Vienna, Virginia, United States","Commerce and Shopping, Internet Services","E-Commerce Platforms, Marketplace",883615.0,"BagZag is a global eCommerce platform that connects buyers and sellers from all over the world. With thousands of active buyers and more than a hundred listings, BagZag is one of the largest online marketplaces in the world. It offers a wide range of products, from electronics and fashion to collectibles and antiques. With its user-friendly interface and robust security features, BagZag provides a safe and reliable platform for online shopping and selling.",501-1000,0.0,,,0.0,,0.0,,501-1000,Private,,,,,,6,3,2021,49472,False,False
Better Worlds,2021-01-01,https://betterworlds.com,"Long Beach, California, United States","Blockchain and Cryptocurrency, Community and Lifestyle, Hardware, Internet Services, Other, Social Impact, Software","Communities, Non Profit, Virtual Reality, Web3",1632694.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,64732,False,False
Hope Pharmacy,2019-01-01,https://www.hopepharmacyrva.com,"Richmond, Virginia, United States",Health Care,"Health Care, Medical, Pharmaceutical",2414914.0,"Hope Pharmacy provides programs, pharmacy, senior living facilities, medication synchronization, medication therapy management, auto-refills, immunizations, compliance packaging, and education seminar services. They provide pet products and medications.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,79536,False,False
Galatea,2019-01-01,https://www.gala.ai,"New York, New York, United States","Content and Publishing, Internet Services, Media and Entertainment","Internet, Publishing",2361627.0,"Galatea currently works over SMS and understands only the simplest of responses, but is getting smarter every day. They coordinate social events (group dinners, cocktail parties), organize a sequence of talks by interesting domain experts and sometimes tell [bad] ML jokes.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,78845,False,False
SwyftOps,2019-01-01,http://swyftops.com,"Wichita, Kansas, United States","Information Technology, Software","Scheduling, Software",453092.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,36123,False,False
EPX Electrical Design,2020-01-01,https://electric-permits.com,"San Francisco, California, United States","Hardware, Manufacturing, Other, Real Estate","Commercial, Heating, Ventilation, and Air Conditioning (HVAC), Industrial, Lighting",1504645.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,62574,False,False
Genofax LIfe Sciences,2021-10-25,https://www.genofax.com/,"San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Personal Health",406623.0,"Genofax is an innovative life Sciences company combining cutting-edge sciences, diverse data, and artificial intelligence as a step change to personalised healthcare. As a Genofax is AI driven genomics and microbiome science & products company, we are focused on research to find the interaction of the genome, the epigenome, and the microbiome in specific areas. Genofax use artificial intelligence and machine learning proprietary AI platform to process unique, global data sets that allow us to provide personal data reports and recommendations.",101-250,0.0,,,0.0,,0.0,2.0,101-250,Private,,,,,,6,2,2021,34156,False,False
I4.0 Accelerator,2020-01-01,http://www.i40accelerator.com/apply,"Southfield, Michigan, United States","Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software","3D Printing, Big Data, Industrial, Industrial Automation, Industrial Manufacturing, Manufacturing, Robotics, Virtual Reality",636566.0,"The Industry 4.0 Accelerator, located in Michigan's manufacturing hub, is powered by The Centrepolis Accelerator at LTU and Lean Rocket Lab. We have an extensive ecosystem of corporate partners, manufacturers, investors, and other strategic partners. Our program is designed to attract disruptive I4.0 Tech companies, make connections with or partners, and solve real issues being faced by Michigan manufacturers of all sizes.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,42596,False,False
Capgrove Group,2018-11-05,https://www.capgrove.com,"Bethel, Connecticut, United States","Financial Services, Lending and Investments, Other, Real Estate","Angel Investment, Asset Management, Property Development, Real Estate, Service Industry",597037.0,"To be a multifaceted business entity with holding interests in the services sector(s) and diversified investments in various industry sectors. ‘Capgrove’ is a coinage of two English words, ‘capital’ and ‘grove.’ ‘Capital’ denotes money which reflects the investment base of the company, while ‘grove’ which directly translates as a clump of trees, symbolizes the aggregation of different offshoot enterprises under a single business umbrella. Protracting into ‘Capital-grove,’ Capgrove represents a conglomerate firm which maximizes its pooled resources into creating new businesses, franchises and ventures across different fields of industry via investments.  Imagination to create, belief, boldness to dare & act, and the will to thrive. We are focused on building up a solid, well-balanced portfolio of assets, recognized brands, businesses, and market leaders. Creating opportunities for others(making the world richer and capturing gains for others). Underpinned by a very entrepreneurial spirit, we are a constantly evolving group capable of great agility to capture worthwhile opportunities, regardless of their market sector, industry segments, and geographic locations. [The Group also holds interests directly and indirectly, in activities, assets, and businesses operating in sectors outside of its core trading activities, to provide the Group with an element of diversification and to strengthen our investment base]. We don’t just want do “deals” or “invest”. We aim to provide finance/funding which comes with forming lasting partnerships with founders/entrepreneurs and doing right by them year after year. We like to capture opportunities globally from founders/entrepreneurs chasing big ideas, regardless of their size, industry, stage, location, market sector, etc. Join us in capturing and investing in the next generation of high-quality companies, regardless of their size, stage, geography, market sector, etc. The best class of ideas which can make the most impact and potential exponential returns to investors whose stakes we believe we can hold onto beyond any investment clock, an evergreen investing approach, beyond IPOs, acquisitions, delivering the same long-term value to our co-investors(LPs). A forward-thinking group inspired to always challenge the status quo and to break new ground, leaving our footprints around the globe.",10001+,0.0,,,0.0,,0.0,1.0,10001+,Private,,,,,,6,5,2018,41314,False,False
Well Known Media,2018-10-15,https://wellknown.media/,"New York, New York, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, News",3080690.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,89502,False,False
Q-Mission,2019-01-01,https://qmission.net/,"Hallandale, Florida, United States","Education, Information Technology, Privacy and Security","Cyber Security, Information Technology, Training",1540057.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,63405,False,False
The Iris,2020-01-01,https://www.theirisnyc.com,"New York, New York, United States","Content and Publishing, Media and Entertainment","Journalism, News, Publishing",2806965.0,"The Iris is dedicated to printing underreported, accurate news versatile opinion pieces and captivating stories. If you want any information please contact them through email or phone call.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,85955,False,False
Sequent,2021-06-01,https://www.sequentech.io,"Santa Monica, California, United States","Government and Military, Information Technology, Software","Government, GovTech, Software",285788.0,"Sequent is a pioneering online voting platform that utilizes advanced cryptographic technology and an open-source development approach to ensure online elections are secure, transparent and 100% verifiable.",11-50,1.0,Seed,2021-11-01,0.0,Pre-Seed,0.0,3.0,11-50,Private,,,,,,2,2,2021,27912,False,False
Neo Initiative,2020-01-01,https://www.neocincy.com,"Cincinnati, Ohio, United States","Data and Analytics, Professional Services","Analytics, Business Intelligence, Consulting",1299217.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,58636,False,False
Statyi,2020-03-01,https://statyi.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Business Intelligence, Intelligent Systems, Software",1965407.0,"Statyi empowers businesses of all sizes with the insights they need to make smarter decisions.  Statyi is unique because it focuses on the empowerment of businesses, rather than simply providing them with data. It also emphasizes the size of businesses, acknowledging that small businesses can also benefit from business intelligence software.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,70819,False,False
Fitted,2019-01-01,https://www.tryfitted.com,"Los Angeles, California, United States","Commerce and Shopping, Sales and Marketing","E-Commerce, Retail, Sales",1719374.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,66143,False,False
Bronco Ventures,2020-01-01,https://bronco.ventures,"Austin, Texas, United States","Education, Financial Services, Lending and Investments, Professional Services","Business Development, Training, Venture Capital",317933.0,"Bronco Ventures is positioned to infuse creativity and vision into blue-collar businesses, making customers profitable. They also provide training for business development in a traditional way.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,29770,False,False
WHIM,2021-08-10,https://www.onawhim.com,"New York, New York, United States","Apps, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Consumer Applications, Consumer Electronics",259483.0,,51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,0.0,0.0,,6,2,2021,26376,False,False
Texas Remodeling Pros,2018-09-01,http://txremodelpros.com,"San Antonio, Texas, United States",Real Estate,Construction,2600773.0,Over 20 yrs experience creating beautiful spaces for our friends and neighbors in the San Antonio area. Providing the honesty and integrity you deserve.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,82863,False,False
Green Sands Capital,2020-01-01,http://greensandscapital.com,"Laguna Hills, California, United States",Professional Services,Management Consulting,3002276.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,89108,False,False
TekInsta,2020-01-01,https://tekinsta-inc.com,"Chantilly, Virginia, United States","Information Technology, Software","Information Technology, Software, Web Development",966218.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,51526,False,False
Stalea srl,2019-01-01,https://www.stalea.it,"San Francisco, California, United States","Agriculture and Farming, Real Estate","Agriculture, Construction, Farming",1272471.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,57614,False,False
Unrisk,2020-01-01,https://www.unri.sk,"San Diego, California, United States","Information Technology, Privacy and Security, Professional Services","Consulting, Cyber Security, Risk Management",1490825.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,62830,False,False
Lowcono,2021-01-01,https://lowcono.com,"San Diego, California, United States","Information Technology, Professional Services, Software","Business Development, Information Technology, Software",1784647.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,67914,False,False
Fleet Service Solutions,2021-01-01,https://www.fleetservesolutions.com/,"Suwanee, Georgia, United States","Other, Professional Services, Transportation","Automotive, Customer Service, Transportation",1532811.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,63577,False,False
Nexos Go,2019-01-01,https://nexosgo.com,"Stamford, Connecticut, United States","Financial Services, Payments","Finance, Financial Services, Payments",2355455.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,78946,False,False
Reforged Controls,2020-01-01,https://www.reforgedcontrols.com,"Bellingham, Washington, United States","Consumer Electronics, Hardware, Information Technology, Manufacturing, Other, Science and Engineering","Electronics, Industrial Engineering, Technical Support",2476344.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,81675,False,False
CoolOrca,2020-03-02,https://coolorca.com/,"Sheridan, Wyoming, United States",Commerce and Shopping,"E-Commerce, Marketplace, Retail",685805.0,"Coolorca e-commerce Store will be happy to find angel investors or reliable stable partners to work together and ensure the profitable growth of our companies. Coolorca connects millions of buyers and sellers around the world, empowering people and creating economic opportunities for all. Our market has been created for millions of customers around the world. Our online store was created to allow sellers to sell unique products. We also offer a wide range of merchant services and tools to help creative entrepreneurs start, manage, and grow their businesses. Our mission is to reimagine trade in ways that make the world a more fulfilling and resilient world, and we strive to harness the power of business to strengthen communities and empower people. https://coolorca.com/ We strive to create a market in which there is no distinction between regions and countries, and we welcome all those who adhere to the rules of fair play. Safe transactions and flexible communication between the parties are our priority.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,4,2020,44046,False,False
Petra Financial Solutions,2021-01-01,https://www.petrafinancialsolutions.com,"Dayton, Ohio, United States","Financial Services, Media and Entertainment, Professional Services","Advice, Consulting, Finance, Financial Services",1692775.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,66657,False,False
Maju Media,2020-02-01,https://majuworld.com/,"Los Angeles, California, United States",Software,SaaS,159158.0,"Founded by Moe Vela and Shantie Midnight, Maju is creating amazing audio and podcast productions for clients both in the US and overseas. Focused on premium, socially responsible and progressive shows, the company works across all platforms. At present, the company is producing shows both for private clients and for consumer consumption. Moe came from a world of politics and law, having been a senior White House executive and now maintains a profile as author, pundit and host. Shantie is video and audio creator, working creatively and logistically across both media.",1-10,1.0,Seed,2020-11-11,100100.0,Pre-Seed,100100.0,2.0,1-10,Private,,,,,,0,4,2020,19021,False,False
Valapan,2020-01-01,https://www.valapan.com,"Boston, Massachusetts, United States","Content and Publishing, Design, Media and Entertainment, Video","Creative Agency, Graphic Design, Video",3077993.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,89530,False,False
Ponder Foods,2019-01-01,https://ponder-foods.com,"Dallas, Texas, United States","Food and Beverage, Manufacturing","Food and Beverage, Food Processing, Manufacturing",640512.0,"Ponder Foods is a clean-label food company. The company creates, crafts, and curates category-native brands and products. They produce various food products such as soups, sauces, dips, and dressings. Their products are crafted in their SQF manufacturing facility.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,0.0,9.0,,6,5,2019,42729,False,False
EDEN,2020-01-03,http://about.myedens.com,"Claymont, Delaware, United States","Commerce and Shopping, Consumer Goods, Information Technology, Sales and Marketing, Software","CRM, E-Commerce, Enterprise Resource Planning (ERP), Handmade, Software",1615617.0,"CRM/ERG to be developed for the unique needs of developing economies EDEN runs an ecommerce retail site and is the first CRM/ERG to be designed for the unique needs of developing economies The platform is being offered as a SAAS solution. These include communication with partners, suppliers, and vendors which primarily use WhatsApp. As vendors and producers are very often Un-bankable, alternative payment methods such as local bodegas are required for payments.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,65066,False,False
Uneebo,2019-01-01,https://www.uneebo.com,"New York, New York, United States","Design, Real Estate",Interior Design,1772798.0,We offer a complete range of high quality office furniture and services to create a productive and creative environment for your employees.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,68131,False,False
TechFlow,2022-11-10,https://techflow-it.com/,"New York, New York, United States",Software,Software,1233705.0,"We are passionate about building exceptional software solutions that drive innovation and transform businesses. Whether you're a startup looking to bring your unique idea to life or an established enterprise seeking to optimize your operations, our team of skilled developers is here to help you achieve your goals.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,1,2022,56958,False,False
Swirge,2020-11-10,https://about.swirge.com,"Delaware City, Delaware, United States","Blockchain and Cryptocurrency, Content and Publishing, Financial Services, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Other, Payments, Software","Blockchain, Blogging Platforms, Cryptocurrency, Messaging, Social Media, Web3",522038.0,"Swirge is one of the leading and most prominent African blockchain start-ups registered in the United States of America as a Delaware c cooperation focused on building decentralized protocols on the blockchain. Currently, the builders of the Swirge decentralized social media platform and multichain cryptocurrency wallet that is available for download on the Apple App Store and the Google Play Store. Swirge is currently working on multiple blockchain products to help decentralize the space and make the web3 space more user-friendly; these products include; a decentralized p2p marketplace, a decentralized merchant platform to improve the fintech space, and more.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2020,38745,False,False
Peripheral Media,2021-01-01,https://www.peripheral-media.com/,"Anaheim, California, United States",Sales and Marketing,Marketing,1520974.0,Peripheral Media partners with Entrepreneurs & SMB's to get clients FAST! We focus on Google algorithms to build your online presence and local business search results.  This enhances your website and Google My Business account with specific Google category keywords. Get proven results at a fraction of the time with traditional SEO and a fraction of the cost with traditional PPC Ads.,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,3,2021,62223,False,False
Global Health Research Collaborative,2019-01-01,https://ghrc.wayne.edu,"Detroit, Michigan, United States","Community and Lifestyle, Education","Communities, Education, Training",826967.0,"Global Health Research Collaborative is creating communities across the globe to train leaders, establish partnerships, and collaborate towards global health solutions. They offer solutions that transcend education, funding streams, healthcare, languages, and borders. They provide online education and program development.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,47989,False,False
BidList,2020-01-01,https://bidlist.io,"Oakland, California, United States","Commerce and Shopping, Energy, Natural Resources, Real Estate, Sustainability","Home Improvement, Marketplace, Solar",993619.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,52216,False,False
Food 2.0 Conference,2020-03-02,https://www.food2conf.com,"Leeds, Alabama, United States","Events, Food and Beverage, Media and Entertainment","Events, Food and Beverage",2935432.0,"Spread across three days, the Food2Conf will be held in Dubai, UAE and Las Vegas, USA. Reviewing key developments, trends, and exposing F&B fake products and scams, the conference will serve as a knowledge and networking hub for restaurant owners, CEOs of top F&B brands, agriculturalists, FoodTech innovators, and beverage manufacturers from around the world.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,88567,False,False
Uedify,2019-01-01,https://www.uedify.app,"Fresno, California, United States",Commerce and Shopping,Marketplace,199629.0,"Uedify is a freelance tutoring marketplace for mobile and PC/Mac devices. Currently offering 1,000 tutors teaching live video and audio classes.",1-10,1.0,Seed,2019-08-25,100000.0,Pre-Seed,100000.0,1.0,1-10,Private,,,,,,0,5,2019,22087,False,False
CloudWright,2019-01-01,https://www.cloudwright.io/,"Seattle, Washington, United States","Information Technology, Internet Services, Software","Cloud Data Services, Information Technology, Software",1589519.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,64016,False,False
Lockwood Distilling,2019-01-01,https://www.lockwooddistilling.com,"Richardson, Texas, United States",Food and Beverage,"Distillery, Food and Beverage, Wine And Spirits",2384500.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,79992,False,False
skdjfhaskdfasdfasd,2020-04-08,https://www.sdfasdfasdfasdter.io,"Rehoboth Beach, Delaware, United States","Financial Services, Information Technology, Internet Services, Professional Services, Software","Consulting, Finance, Information Technology, Internet, Software",3006902.0,"1.6 Billion or nearly half the global workforce lost their jobs due to Covid19. Millions of people are now trying to turn their skills into their own businesses to survive. But the problem is only 3.1% or 50M people came from startup-friendly countries, and 96.9% or 1.55B people cannot incorporate their businesses in their home countries due to poor government processes and policies. Our mission is to help startup founders from all over the world incorporate their startup in the US from the comforts of their home, in as fast as 7 business days. Dunster.io solves the problem by: --eliminating slow and complicated business registration procedures --minimizing the risk of exposing startup founders to Covid19 by offering a fast and 100% remote application process --and most importantly, at a very low cost See our pitch deck to learn more: https://www.slideshare.net/secret/2fkTxjLt9jaE1X",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2020,89041,False,False
Pringle Robotics,2022-01-01,https://pringlerobotics.ai,"Peoria, Illinois, United States","Hardware, Manufacturing, Science and Engineering, Software, Sustainability","CleanTech, Industrial Automation, Robotics",245127.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,2,2022,25440,False,False
Falkon Systems,2021-03-01,https://www.falkonsystems.com,"Katy, Texas, United States","Information Technology, Internet Services, Messaging and Telecommunications, Other","Information Technology, Messaging, Technical Support, VoIP",830870.0,"Falkon Systems is an application-based messaging platform that offers VoIP, toll-free, Microsoft Teams, and landline services. The ecosystem is made up of a collection of products that work together to provide specific solutions across industries for seamless business communication.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,48086,False,False
Infinite Objects,2018-05-01,http://infiniteobjects.com,"Brooklyn, New York, United States","Blockchain and Cryptocurrency, Commerce and Shopping, Consumer Electronics, Hardware, Internet Services, Media and Entertainment, Other, Video","Blockchain, Consumer Electronics, E-Commerce, Video, Web3",36522.0,"Infinite Objects is a company building physical collectibles (“Video Prints”) and web3 integrations for digital content backed by blockchain assets. From personal moments to art, entertainment,  sports, and NFTs - We Print Video so it can be enjoyed outside of the browser and apps in the form of beautiful, permanently treated immutable design objects.",11-50,3.0,Seed,2021-05-27,6000000.0,Seed,8080000.0,1.0,11-50,Private,,,4.0,2.0,Computing; Calculating,0,5,2018,4389,False,False
OurVoice,2019-01-01,https://www.iamourvoice.com/,"San Francisco, California, United States","Education, Health Care, Professional Services","Consulting, Personal Development, Wellness",3164195.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,91117,False,False
Flash Scientific Technology,2020-01-01,https://www.flash.technology/,"Palmetto, Georgia, United States","Data and Analytics, Financial Services, Information Technology, Other","Data Mining, Information Technology, Prediction Markets, Real Time",396262.0,"Flash Scientific Technology is a weather intelligence company that develops lightning prediction technology to provide insights and information on weather and climate change. This technology measures the lightning frequency and provides alerts to help research meteorologists get actionable insights on weather reports. The company was founded in 2020 and is headquartered in Palmetto, Georgia.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,1.0,0.0,Testing,6,4,2020,33686,False,False
Art Heroes,2019-01-01,https://artheroes.co,"Los Angeles, California, United States","Education, Media and Entertainment, Software","Art, E-Learning, Education",499422.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,37872,False,False
HeveaHill Technologies,2021-01-01,https://www.heveahill.com,"Nashville, Tennessee, United States","Apps, Science and Engineering, Software","Software, Software Engineering, Web Apps, Web Development",640837.0,"HeveaHill Technologies is a software company that provides digital transformation, software development, and web application development services. They also offer software engineering, digital transformation, cloud architecture, and product development services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,42751,False,False
