company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Chariot Energy,2019-01-01,https://chariotenergy.com/,"Houston, Texas, United States","Energy, Natural Resources, Sustainability","Energy, Energy Efficiency, Energy Management, Energy Storage, Renewable Energy, Solar",349205.0,"Chariot Energy is delivering 100% solar power that's as affordable as brown power, so everyone can get electricity from the sun without getting panels.They're transforming our state's energy supply by building Texas-sized solar farms.",11-50,,,,,,,,11-50,Private,,,0.0,2.0,,6,2019,31445,False,False
Mobility Science Inc.,2018-09-23,http://mobility-science.org/,"Miami, Florida, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",2349712.0,"Mobility Science is making mobility services more cost-effective, more practicable and more reliable than owning a private car. Using AI, Big Data and machine learning techniques in a unique way.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,79038,False,False
Pattern Data,2020-02-01,https://patterndata.ai/,"Charlotte, North Carolina, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Software","Information Technology, Legal, Legal Tech, Machine Learning, SaaS",154417.0,"Pattern Data uses AI to improve the evaluation of medical records and other documentation used during the personal injury claims process. Pattern helps companies and law firms scale their teams, improve accuracy, and save time.",1-10,1.0,Seed,2020-02-10,,Seed,,2.0,1-10,Private,,,,,,2,2020,18633,False,False
HelloGM,2019-01-01,https://hellogm.com,"South Jordan, Utah, United States","Data and Analytics, Software, Travel and Tourism","Analytics, Hospitality, Hotel, SaaS, Software",226155.0,"HelloGM is helping hoteliers improve Net Operating Income (NOI) using data science, without any need for manual data entries. It automates work, leaves paperwork, and spreadsheets behind, and gets executive insights for all hotels in a single place. Their goal is to process the data and provide business insights that can be used to make hotel operations efficient, generate more revenue for the business, and reduce costs. SNN Analytics was founded in 2019 and is headquartered in South Jordan, Utah, USA.",1-10,,M&A,,,,,2.0,1-10,Private,,,0.0,1.0,,5,2019,24103,False,False
Alturus,2018-01-01,https://alturus.com,"Boston, Massachusetts, United States","Energy, Sustainability","Energy, Energy Efficiency",46459.0,Alturus provides capital and structured solutions for energy efficiency and sustainable infrastructure projects.,1-10,2.0,Private Equity,2020-10-08,,Private Equity,600000000.0,2.0,1-10,Private,,,0,1.0,,1,2018,6084,False,False
Feels Music Messaging,2022-01-01,https://www.musicmakesusfeels.com,"California, Kentucky, United States",Software,Software,1647990.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2022,65987,False,False
theSAFE.io,2020-04-01,https://thesafe.io,"Kingston, New York, United States","Administrative Services, Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Hardware, Information Technology, Media and Entertainment, Privacy and Security, Software","Cyber Security, PaaS, Predictive Analytics, Virtual Workforce, Virtual World, Virtualization",146062.0,"theSAFE.io is a patented platform-as-a-service (PaaS) to secure and automate host-initiated authentication for remote, in-person, and hybrid meetings and classrooms. Our platform saves valuable time by solving the ‘Future of Work’ and ‘Future of Education’ central issue: meetings are less efficient and waste more time than before the pandemic because of the need to mix in-person and remote participants.  SAFE allows meeting leaders and faculty members to generate and send a 1-time, 1-tap login to all participants on their mobile phones. Our unique participation tools make it easy to ensure that all participants – whether they are on Zoom or in-person – continue to be engaged and attentive throughout every meeting.",1-10,1.0,,2022-01-01,525000.0,Convertible Note,525000.0,1.0,1-10,Private,,,,,,1,2020,17967,False,False
EMU,2020-01-01,https://www.sprayemu.com/,"Netcong, New Jersey, United States",Commerce and Shopping,E-Commerce,175835.0,"EMU is an online retail company intended to provide hand sanitizer for regular handwashing. The company offers an antibacterial spray that moisturizes with aloe and vitamin e and provides a one-tap continuous spray, thereby enabling customers to keep themselves protected from bacteria and feel fresh and supple with a good smell.",1-10,1.0,,2021-10-10,75000.0,Debt Financing,75000.0,,1-10,Private,,,456.0,149.0,Electric Communication Technique,1,2020,20322,False,False
MOD Dermatology,2018-01-01,https://moddermatology.com/,"Omaha, Nebraska, United States",Health Care,"Health Care, Hospital, Medical",1229291.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,57035,False,False
MarathonLS,2018-01-01,https://marathonls.com,"Norwood, Massachusetts, United States","Commerce and Shopping, Health Care, Sales and Marketing","E-Commerce, Medical Device, Sales",446263.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,35836,False,False
Resilire Neuro,2020-01-01,https://www.resilireneuro.com/,"Livonia, Michigan, United States",Health Care,"Health Care, Nursing and Residential Care, Rehabilitation, Therapeutics",719812.0,,101-250,,,,,,,,101-250,Private,,,,,,6,2020,45071,False,False
Digital Opportunities Group,2021-01-01,https://digopp.group,"Atlanta, Georgia, United States","Financial Services, Media and Entertainment","Advice, Financial Services",873713.0,Digital Opportunities Group operates in the financial services sector. The company focuses on bridging the gap between traditional and decentralized markets by creating investment vehicles. It is involved in building technologies and strategies needed to operate effective digital asset funds. The company recently secured $2.5 million in a funding round from Haralabos “Bob” Voulgaris.,1-10,,,,,,,,1-10,Private,,,,,,6,2021,49213,False,False
SB Creative,2019-01-01,https://www.sbcreative.us/,"Bogart, Georgia, United States","Design, Real Estate, Science and Engineering, Sustainability","Architecture, Environmental Engineering, Graphic Design",2514545.0,"SB Creative is a group of musicians, classic car aficionados, expert marksmen, curling fans, pilots, house flippers, singers, brewery hoppers, concert lovers, whiskey sippers, mountain bikers, raft guides, and dnd players. They support experiential graphic design and architectural fabrication. They empowers developmental disabilities to cultivate skills, self-confidence, and relationships.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,81089,False,False
Vaya,2021-05-18,https://www.vaya.finance/,"New York, New York, United States","Financial Services, Lending and Investments, Software","Commercial Lending, Embedded Software, Software",187869.0,"Vaya enables lenders to customize credit products whereas sellers can create new revenue streams. It integrates with any platform, pre-qualifies customers for credit, and offers benefits to both lenders and sellers. For example, it can supercharge seller acquisition, increase seller stickiness and retention, offer reduced borrower acquisition costs, and much more.",1-10,1.0,Seed,2021-11-30,,Seed,,,1-10,Private,,,,,,2,2021,21211,False,False
Ready Set! Coffee Roasters,2020-01-01,https://readysetcoffee.com,"Cleveland, Ohio, United States",Food and Beverage,"Coffee, Food and Beverage",1375716.0,Ready Set! Coffee Roasters is a remarkable small-batch coffee roaster that strives to redefine the art of coffee.,1-10,,,,,,,,1-10,Private,,,,,,6,2020,60357,False,False
Beyond Form,2019-01-01,https://www.beyondform.io/,"Portland, Oregon, United States","Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Information Technology, Manufacturing, Science and Engineering, Software","Artificial Intelligence (AI), Fashion, Information Technology, Retail Technology, Software, Textiles",380825.0,"Beyond Form is a fashion tech venture studio. We believe that the future of the fashion industry requires a more sustainable and innovative approach. To solve this, we partner with changemaking founders to build, fund, and scale fashion tech startups worldwide. Based in London & Paris, we work across the entire fashion value chain to uncover challenges that can be solved by disruptive technologies. Challenges dealt with include over-production & consumption, unused products and fragmented supply chains, which are all major issues for brands and consumers alike. We are building B2B and B2C companies that vary from digital & 3D fashion solutions, AI powered analytics, through to end-of-life & re-commerce platforms. High impact-potential is a core value and a must for every startup that we spin out. Beyond Form’s approach is operationally hands-on with every startup by plugging them into our existing resources, ecosystem and fashion industry know-how that can’t be found elsewhere. This focus allows us to bring solutions to market at speed and with agility, which provides founders and corporates a non-traditional method of starting up. Thus, de-risking innovation whilst building bigger value and better returns for our stakeholders.",1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2019,32984,False,False
GaitBuddy,2020-01-01,https://www.gaitbuddy.com,"Farmerville, Louisiana, United States",Health Care,"Health Care, Hospital, Nursing and Residential Care",2560803.0,Gait Buddy will assist physical therapists at skilled nursing facilities and hospitals who provide gait training to patients who are unable to ambulate freely and require a wheelchair to follow them. Physical therapists in these settings use a wheelchair to do overground gait training on 2-3 patients per day.,11-50,,,,,,,,11-50,Private,,,,,,6,2020,81900,False,False
We Market For Humans,2020-01-01,https://www.wemarketforhumans.com/,"Chico, California, United States","Advertising, Sales and Marketing","Advertising, Digital Marketing, Marketing",2744828.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,85354,False,False
Mytide Therapeutics,2018-01-01,https://www.mytide.io,"Boston, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Therapeutics",41867.0,"Mytide is committed to providing peptides to serve a diverse array of applications. They intend to work closely with partners to overcome challenges in synthesizing and purifying particular classes of peptides of interest, identify useful peptide modifications, and design and construct peptide libraries. They provide initial partners access to their cloud platform for immediate ordering, properties calculator, order tracking, and interactive data display.",1-10,4.0,Early Stage Venture,2022-03-08,7000000.0,Series A,7469964.0,2.0,1-10,Private,,,1.0,1.0,Organic Chemistry,0,2018,5326,False,False
SF New Deal,2020-01-01,https://sfnewdeal.org ,"San Francisco, California, United States","Financial Services, Professional Services","Consulting, Finance, Financial Services",1575136.0,"SF New Deal provides services that include small business debt relief grant program, small business management training, zero waste pilot program for restaurants, and consulting services.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,64297,False,False
WK Kellogg Co,2023-01-01,https://www.wkkellogg.com/en-us/home.html,"Battle Creek, Michigan, United States","Food and Beverage, Health Care","Food and Beverage, Wellness",160318.0,"WK Kellogg Co is a leading food company in the U.S., Canada, and Caribbean, with beloved brands, a heritage of innovation, and more than a century of operational success. As a standalone company, WK Kellogg Co will have greater strategic focus and operational flexibility, and will direct capital and resources toward unlocking growth, regaining category share, and restoring and expanding profit margins.",1001-5000,,IPO,,,,,,1001-5000,Public,2023-10-02,,,,,5,2023,19106,False,False
MaxDefense,2020-01-01,https://www.maxdefense.io,"Atlanta, Georgia, United States","Information Technology, Privacy and Security","Cyber Security, IT Management, Network Security, Penetration Testing",1294069.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,58744,False,False
Ariumsoft,2021-01-01,https://www.ariumsoft.com,"New York, New York, United States","Information Technology, Professional Services","Consulting, Information Technology",1474600.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,61573,False,False
Halıcıoğlu Data Science Institute,2018-01-01,http://datascience.ucsd.edu/,"San Diego, California, United States",Education,"Education, Higher Education",899092.0,"The mission of the The Halıcıoğlu Data Science Institute (HDSI) is to lay the groundwork for the scientific foundations of this emerging discipline, develop new methods and infrastructure, and train students, faculty and industry partners to use data science in ways that will allow them to solve some of the world’s most pressing problems. They serve as a unique, collaborative and innovative academic unit across multiple disciplines at UC San Diego.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,49858,False,False
OpnSesame,2018-01-01,https://opnsesame.com,"Washington, District of Columbia, United States","Apps, Information Technology, Software","Apps, Information Technology, Software",783715.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,46822,False,False
LPG,2018-01-01,https://toledoarearentals.com,"Toledo, Ohio, United States","Commerce and Shopping, Real Estate","Property Management, Real Estate, Rental, Residential",404161.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,34044,False,False
Techfunic,2020-01-01,https://www.techfunic.com/,"New York, New York, United States","Education, Software",E-Learning,143163.0,"Techfunic is an education platform that offers math and coding classes with concept-based learning and affordable long-term tutoring plans, allowing children to boost their self-esteem while learning the fundamentals of math and technology.",11-50,1.0,Seed,2021-06-14,10000.0,Pre-Seed,10000.0,1.0,11-50,Private,,,,,,0,2020,17715,False,False
Voov Media,2019-01-01,https://voovmedia.com/,"Fort Lauderdale, Florida, United States","Advertising, Media and Entertainment, Sales and Marketing, Video","Advertising, Content, Video",821277.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,47844,False,False
SewCal Manufacturing,2018-01-01,https://sewcalmanufacturing.com,"Chula Vista, California, United States","Clothing and Apparel, Design, Manufacturing, Sales and Marketing","Apparel, Fashion, Manufacturing, Sales",855438.0,"SewCal Manufacturing offers cutting services, label and patchwork, and sewing services to the customers. The firm also provides good care and instructions about the product such as sizing, material, care instructions, and cleaning instructions.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,48746,False,False
LumiCharge II,2019-03-01,https://thelumicharge.com,"Foothill Ranch, California, United States","Information Technology, Software","Information Technology, Software",171948.0,"LumiCharge is a smart multifunctional LED Desk Lamp and phone charging solution for all ages, homes, offices, dorms, and more. They provide products for speakers, multi-phone charging, wireless charging, full calendar display, and more.",1-10,1.0,,2019-04-08,17997.0,Product Crowdfunding,17997.0,1.0,1-10,Private,,,,,,1,2019,20017,False,False
TopMarketer,2020-01-01,https://topmarketer.com,"Walnut Creek, California, United States","Professional Services, Sales and Marketing","Consulting, Content Marketing, Marketing",1988754.0,"Topmarketer is a marketing consultant firm. Their services include marketing management, digital marketing consultants, designers, analytics consultants, developers, SEO, and content marketing consultants, visual design, facebook ads,  google ads, and paid acquisition.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,72034,False,False
Texas Libations,2018-01-01,http://www.texaslibations.com,"Austin, Texas, United States",Consumer Goods,Consumer Goods,1883973.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,70617,False,False
Inkalla,2020-11-11,https://www.inkalla.com/,"Houston, Texas, United States","Advertising, Sales and Marketing","Advertising, Outdoor Advertising",2495179.0,"Inkalla is an advertising network that provides a very conducive and mutually beneficial platform for bodyvertising. In a world where it is increasingly becoming difficult for businesses to increase sales through advertising, bodyvertising presents a way out. It is a new brand of modern advertising that involves candidates offering parts of their body for advertisers to put logos, messages, or designs to promote their business, brands, events, etc in exchange for money. With Inkalla, the advertisers can meet and define clear conditions with the candidates, and vice versa. We deal in 3 main bodyvertising categories; Tattoo advertising, Earrings advertising, and Fingernails advertising.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,81369,False,False
IntegrityPro Consulting,2018-01-01,https://integritypro.com,"Woodbridge, Virginia, United States","Information Technology, Other, Professional Services","Consulting, Information Technology, Professional Services",987548.0,"IntegrityPro Consulting is a firm offering professional services and technology consulting to support organizations in both the public and private sectors.  Adhering to established industry best practices and drawing on extensive expertise, the company's specialists analyze, research, design, and implement innovative and scalable solutions to help attain organizational objectives.",11-50,,,,,,,3.0,11-50,Private,,,,,,6,2018,52049,False,False
GraphStax,2018-01-01,http://graphstax.ai,"Vienna, Virginia, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Software",673851.0,"GraphStax directly takes full advantage of both artificial intelligence and machine learning in neural and symbolic systems. GraphStax is a deep-AI layer that offers neurosymbolic a computational approach for solving hard problems. It was founded in 2018 and is located in Vienna, Virginia.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,43698,False,False
ServerCube,2018-01-01,https://www.servercube.io/,"New York, New York, United States","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Other, Payments, Science and Engineering, Software","Artificial Intelligence (AI), Bitcoin, Blockchain, Cryptocurrency",1061831.0,"ServerCube is developing the technology to deploy a decentralized network of small high-powered processing computers (called SC Devices) connected via the internet and centrally managed, in order to provide decentralized cloud computational resources able to compete with industry-leading cloud computing services and provide Blockchain-as-a-Service (BaaS), deep learning Artificial Intelligence (AI) with sharding, Gaming, Augmented and Virtual Reality (VR) modeling and other functionalities",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,52987,False,False
Verboso,2018-01-01,https://verboso.com/,"Chicago, Illinois, United States","Artificial Intelligence (AI), Data and Analytics, Education, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Education, Software, Therapeutics, Training",123430.0,"Verboso develops a speech therapy platform designed to make speech therapy fun, engaging, and data driven using video games powered by AI. The company's platform leverages AI to provide a non-binary grade of speech therapy exercises in real-time allowing the user to control a video game while tracking compliance and improvement data, enabling parents to engage their children in speech therapy sessions while having fun at the same time.",1-10,2.0,,2021-08-05,250293.0,Grant,350393.0,2.0,1-10,Private,,,,,,1,2018,15820,False,False
Mooko Media,2018-01-01,https://www.mookomedia.com,"El Segundo, California, United States","Advertising, Apps, Content and Publishing, Media and Entertainment, Mobile, Sales and Marketing, Software","Ad Network, Advertising, Advertising Platforms, Creative Agency, Mobile, Mobile Advertising, Mobile Apps, Video Advertising",383458.0,"Mooko is a mobile-first ad technology firm that focuses on enhancing mobile marketing funnels from pre-launch to post-launch. Services include media planning, media buying for performance, branding, social, and search purposes, ASO, creative-resizing, content creation, and detailed analyses and reporting. The company was founded in 2017 and based in Los Angeles, California.",11-50,,,,,,,2.0,11-50,Private,,,,,,6,2018,33111,False,False
Native Cardio,2018-05-08,https://www.native-cardio.com,"Naples, Florida, United States",Health Care,"Health Care, Medical, Medical Device",105855.0,"Native Cardio is a cardiovascular device company that addresses postoperative atrial fibrillation. The company was founded in 2018 and is headquartered in Naples, Florida.",1-10,4.0,,2022-01-03,,Convertible Note,4650241.0,2.0,1-10,Private,,,5.0,3.0,Medical Or Veterinary Science; Hygiene,2,2018,13951,False,False
Jointly,2020-01-01,https://jointly.com/,"Austin, Texas, United States",Software,Software,170469.0,,11-50,,,,,,,1.0,11-50,Private,,,0.0,1.0,,6,2020,19903,False,False
2050 Partners,2019-01-01,https://www.2050partnersinc.com/,"Detroit, Michigan, United States","Government and Military, Hardware, Sales and Marketing","Communications Infrastructure, Public Relations, Public Safety",2366051.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,78770,False,False
GFW Marketing Group,2021-01-01,https://www.gfwmarketing.com,"Knoxville, Tennessee, United States","Advertising, Sales and Marketing","Brand Marketing, Digital Marketing, Social Media Advertising",1165128.0,"GFW Marketing Group provides branding services that specialize in launching brands and rebranding. Their services include broadcast, cable, satellite TV, radio, and billboards.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,55733,False,False
Opportunity Knaaking,2020-01-01,https://www.opportunitysknaaking.com,"Milwaukee, Wisconsin, United States","Information Technology, Internet Services, Media and Entertainment, Sales and Marketing","Digital Marketing, Information Technology, Social Media",2413276.0,"Opportunity Knaaking is a digital marketing company that specialises in social media content for platforms like Facebook, Instagram, LinkedIn, and others. They also offer profile optimization, content creation, social media consultations, and more.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,79559,False,False
Donuka,2019-03-19,https://donuka.com,"Wyoming, Michigan, United States","Financial Services, Real Estate, Software","Commercial Real Estate, Property Management, Real Estate, Real Estate Investment, SaaS",162200.0,"Donuka is a tool that helps clients with real estate search and tracking. Donuka was founded in 2019 and was headquartered in Michigan, United States.",11-50,1.0,Seed,2019-03-19,100000.0,Pre-Seed,100000.0,1.0,11-50,Private,,,,,,0,2019,19263,False,False
Sparkly Gowns,2018-01-01,https://www.sparklygowns.com,"Portland, Oregon, United States","Clothing and Apparel, Commerce and Shopping, Design","Fashion, Retail",213612.0,Sparkly Gowns provides a selection of special occasion dresses for little girls and ladies.,1-10,1.0,,2023-08-23,5000.0,Grant,5000.0,,1-10,Private,,,,,,1,2018,23159,False,False
Jaiyou,2019-01-01,https://www.jaiyou.com,"New York, New York, United States",Health Care,"Health Care, Medical Device, Wellness",2382225.0,"Jaiyou is a medical device company that emerge to design, develop, and manufacture medical products. Jaiyou provides body braces and body supports that are approved by medical doctors and healthcare professionals. Jaiyou was founded in 2019 and was headquartered in New York, United States.",1-10,1.0,,2019-07-29,,Non-equity Assistance,,,1-10,Private,,,,,,3,2019,80039,False,False
USA Medical,2020-10-01,https://usamedical.com/en,"Glendale, California, United States","Community and Lifestyle, Food and Beverage, Health Care, Manufacturing","Alternative Medicine, Cannabis, Manufacturing, Wellness",327642.0,"USA Medical is an international holistic wellness company headquartered in Glendale, CA. Managing Director Jake Crossman overseas product R&D, manufacturing, and distribution. Crossman is also a certified nutritionist (CNC-NASM) and is the face of USA Medical on social media. Featuring a 100% satisfaction guarantee, USA Medical takes pride in being fully transparent, honest, and up-front with customers and will forever offer free shipping, no hidden fees, and 100% customer satisfaction.",1-10,,,,,,,2.0,1-10,Private,,,0.0,1.0,,6,2020,30300,False,False
LatamIT.Net,2020-01-01,https://latamit.net,"Winter Garden, Florida, United States",Information Technology,"Information Technology, IT Infrastructure",1203488.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,56236,False,False
CASHDROP,2018-09-18,https://cashdrop.com,"Lehi, Utah, United States",Software,Software,469925.0,"When your people need payments, they need them fast. Send your people an instant “Cash Drop” directly to a debit card. It’s the fastest way to send or receive money 24/7, with no banking hours or weekend limitations",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,36774,False,False
Brand Wings,2021-01-01,https://www.brandwings.com/,"West Chicago, Illinois, United States","Advertising, Internet Services, Sales and Marketing, Software","Advertising, Marketing, Online Portals, Software",1776085.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,68058,False,False
RadMad Disability Lab at UC Berkeley,2018-01-01,https://disabilitylab.berkeley.edu,"Berkeley, California, United States","Education, Health Care","Education, Medical, Training",3128765.0,"RadMad Disability Lab at UC Berkeley operates within the Hearst Annex complex of UC Berkeley. Under the leadership of Prof. Karen Nakamura, the lab pursues the mission of 'Making Better Crips'. Regular meetings are held every Friday to discuss ongoing projects. The lab has been featured on various platforms including KGO-TV San Francisco (ABC7) and PBS NewsHour. One of their notable projects includes 'Pain Pals Character Creator', a video game character creator designed for individuals experiencing pain.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,90236,False,False
Wild Atlantic Distillery,2019-01-01,https://www.wildatlanticdistillery.ie/,"Ireland, Indiana, United States",Food and Beverage,"Distillery, Winery",253577.0,,1-10,1.0,,2022-07-20,161721.0,Equity Crowdfunding,161722.0,,1-10,Private,,,,,,1,2019,25987,False,False
Economic Transformation Technologies,2018-01-01,https://www.ettworld.com/,"Frisco, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Education, Health Care, Information Technology, Internet Services, Real Estate, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Construction, Education, Health Care, Information Technology, Internet of Things, Machine Learning, PaaS, Software, Supply Chain Management",35421.0,"ETT is leading the path for Digital and Economic Transformation with its Innovative Technology Platforms, connected Data Systems, and Advanced Artificial Intelligence in Sectors Ripe for Positive Disruption. ETT brought together some of the world’s top Technologists, Software Developers, and Data Science experts to architect a very robust Intelligent Interoperable Ecosystem Platform that took almost a decade to build. This Platform has become the backbone or “System of Systems” focused in the sectors of Healthcare, Education, Real Estate, Hospitality, Supply Chain/Manufacturing, Smart Cities, Renewable Energy, Automotive, and Avionics. ETT's state-of-the-art platform utilizes advanced Artificial Intelligence (AI), Machine Learning (ML), Natural Language Processing (NLP), Data Science, Lexicon Management, and many other workflows in an extremely secure environment, the ETT Platform creates the ""holy grail"" of Real-Time, Predictive, and Meaningful Data through more than 1,600 APIs - making it one the world most momentous and timely platforms.",11-50,1.0,Seed,2019-09-30,5424008.0,Seed,5424008.0,3.0,11-50,Private,,,0.0,1.0,,0,2018,4207,False,False
ShiftApp,2022-09-22,https://shiftapp.com/,"Dallas, Texas, United States","Administrative Services, Commerce and Shopping, Privacy and Security, Software, Travel and Tourism","Hospitality, Human Resources, Retail, SaaS, Security, Software",530761.0,"ShiftApp is Next Generation Employee Scheduling Software for managing your Staff Schedule. Using the latest technologies, ShiftApp goes above and beyond existing Employee Scheduling Software systems. Other scheduling solutions typically use a grid of confusing fields and cells that are often impossible to understand and cross-reference. The ShiftApp Schedule Web UI uses a normal calendar view to clearly and simply show when shifts and employees are scheduled. Using the interactive Schedule Web UI, a busy schedule manager can quickly plan whole weeks of shifts and staff assignments with just a few mouse clicks or keystrokes.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,39059,False,False
BarrelFish,2019-01-01,https://www.barrel-fish.com,"Houston, Texas, United States","Data and Analytics, Media and Entertainment, Professional Services, Software","Analytics, Database, Digital Media, Quality Assurance",2569147.0,"BarrelFish Analytics provides services including audit, tag management, digital analytics and optimization, dashboards and reporting, data quality assurance, full stack development,  testing and optimization.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,83365,False,False
SEEK,2021-07-01,https://www.seek-shop.com,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Data and Analytics, Design, Information Technology, Internet Services, Media and Entertainment, Software","Beauty, Content Creators, Data Visualization, E-Commerce, Fashion, Media and Entertainment, Retail, Social Media",549090.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,39700,False,False
Digikraft.io,2021-01-01,https://digikraft.io,"Emerson, New Jersey, United States","Commerce and Shopping, Information Technology","Information Technology, IT Management, Marketplace",505843.0,"Digikraft.io is a one-of-a-kind NFT art marketplace. There is a one-stop shop for buying, selling, and creating custom NFTs. The contact mode of the company is by mail, phone, and physical address.",11-50,,,,,,,,11-50,Private,,,,,,6,2021,38124,False,False
e3,2019-01-01,https://www.e3lead.com,"Ojai, California, United States",Professional Services,"Business Development, Consulting, Management Consulting",1842753.0,"e3 is a leadership model integrating neuroscience, psychology, ecology, and business strategy. The company uses psychology, ecology, and neuroscience to empathize, educate, and influence others strategically.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,68386,False,False
Tango,2019-09-01,https://tango.gg,"Los Angeles, California, United States","Content and Publishing, Gaming, Internet Services, Media and Entertainment, Video","Social Media, Video Games, Video Streaming",1082660.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2019,53490,False,False
RunReveal,2023-01-01,https://runreveal.com,"Austin, Texas, United States","Privacy and Security, Software","Security, Software",185986.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2023,21069,False,False
Inscription Capital,2018-01-01,https://inscriptioncapital.com/,"Houston, Texas, United States","Financial Services, Media and Entertainment","Advice, Financial Services, Wealth Management",689558.0,"Inscription provides a world-class custodian and a depth of planning experience and reporting with these industry technologies that transform asset analysis and visibility.  This enables our discerning clients to be provided with a fundamentally different level of access, reporting, and counsel.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,44150,False,False
SSLWiki,2021-07-28,https://sslwiki.org/,"Austin, Texas, United States","Education, Information Technology, Other, Social Impact","Education, Information Technology, Non Profit",2715376.0,"SSLWiki.org is an SSL learning platform for beginners and advanced level users. We provide learning resources/guide on SSL certificate like What is SSL, How SSL Works, How to Install SSL, How to Fix SSL Errors, SSL Reviews, and compare SSL certificates from the most trusted SSL Brands, and many more...We do have forum community feature where users can ask questions and contribute their knowledge.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,84209,False,False
Dastur Energy,2020-01-01,https://www.dasturenergy.com,"Austin, Texas, United States","Energy, Natural Resources, Sustainability","Energy, Oil and Gas, Renewable Energy",478189.0,"Dastur Energy specialises in the conceptualization, design, and development of business, technology, and engineering blueprints for clean energy systems for clients in the industrial and government sectors. They provide viable and sustainable energy solutions using low-carbon fossil energy technologies and carbon capture.",11-50,,,,,,,,11-50,Private,,,2.0,0.0,Physical Or Chemical Processes Or Apparatus In General,6,2020,37091,False,False
