company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
LAER AI,2018-01-01,https://laer.ai,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Legal Tech, Machine Learning, Natural Language Processing, Software",36656.0,"LAER AI is driven by a singular vision of radically transforming the experience of search and helping organizations find meaning and patterns hidden behind volumes of disparate and unstructured data. Its current product provides a significantly more accurate, faster, and cost-effective solution to the expensive document review process during litigation, investigations, and compliance. LAER AI was founded in 2018 and is based in New York, United States.",1-10,1.0,Seed,2018-08-31,3044000.0,Seed,3044000.0,2.0,1-10,Private,,,,,,0,2018,4417,False,False
NaDeNo,2022-01-01,https://nadeno.com/,"Norway, South Carolina, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Medical, Nanotechnology",337561.0,NaDeNo develops a nanotechnology drug delivery platform designed for unleashing the potential of hydrophobic small molecule drugs.,1-10,,,,,,,,1-10,Private,,,,,,6,2022,30823,False,False
Responsible Brands,2021-01-01,https://www.responsiblebrands.net,"Dallas, Texas, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Consumer Goods, Fashion, Retail, Shopping",1545420.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,63306,False,False
Homes by NPHS,2023-01-01,https://homesbynphs.com/,"Rancho Cucamonga, California, United States","Community and Lifestyle, Professional Services, Real Estate","Communities, Home Improvement, Quality Assurance",2470464.0,"Homes by NPHS harness the many benefits of factory-built technology to holistically scale the production of quality and high-performing affordable single-family homes and Accessory Dwelling Units. By opening channels to factory-built housing, Homes by NPHS supports local revitalization and affordable housing efforts by replacing dilapidated housing units and building new homes faster and at lower development costs.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2023,81778,False,False
TopSyntax,2018-01-01,https://topsyntax.com/,"Fremont, California, United States","Information Technology, Professional Services, Software","Consulting, IT Management, Outsourcing, Recruiting, Software",1903108.0,,101-250,,,,,,,,101-250,Private,,,,,,6,2018,70291,False,False
Scraper API,2018-01-01,https://www.scraperapi.com/,"Las Vegas, Nevada, United States","Information Technology, Software","Developer APIs, Information Services, Information Technology, Software",203335.0,"Scraper API handles proxies, browsers, and CAPTCHAs, so customers can get the HTML from any web page with a simple API call. Scraper API rotates IP addresses with each request, from a pool of millions of proxies across over a dozen ISPs, and automatically retries failed requests, so the user will never be blocked. Scraper API also handles CAPTCHAs for them, so the user can concentrate on turning websites into actionable data.",1-10,,M&A,,,,,1.0,1-10,Private,,,,,,5,2018,22374,False,False
BrandEd,2019-01-01,https://branded-edu.com,"Lexington, New York, United States",Education,Education,274570.0,"BrandEd's mission is to change people's lives through education. And want to understand the interests of a new generation of students and help them turn those interests into meaningful and fulfilling career paths, accomplish this by providing relevant, hands-on courses taught by industry experts from the world's leading brands.",101-250,,,,,,,1.0,101-250,Private,,,,,,6,2019,27305,False,False
1091,2019-01-01,https://www.1091pictures.com,"Los Angeles, California, United States","Internet Services, Media and Entertainment, Video","Film Distribution, Internet, Media and Entertainment",344706.0,"1091 is championing independent filmmakers, elevating fresh voices, and bringing their stories to a global audience.  They offer film and series owners full-service distribution to destinations with marketing support and a dashboard with distribution insights.",1-10,1.0,M&A,2019-04-01,,Private Equity,,,1-10,Private,,,,,,2,2019,31208,False,False
Datadyne Marketing,2018-01-01,https://www.datadynemarketing.com,"Miami, Florida, United States","Advertising, Artificial Intelligence (AI), Data and Analytics, Internet Services, Sales and Marketing, Software","Advertising, Analytics, Digital Marketing, Machine Learning, Social Media Management",1459997.0,"Datadyne Marketing is a data science-driven digital marketing solution for financial and financial organizations. The services include seminar marketing, website promotion, social media management, machine learning, and digital marketing.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,61843,False,False
3 Enrollment Marketing,2019-01-01,https://3enrollment.com,"Oneonta, New York, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Marketing, Social Media, Social Media Marketing",308988.0,,11-50,,,,,,,3.0,11-50,Private,,,,,,6,2019,29256,False,False
BTNL,2018-01-01,https://www.btnllaw.com,"Birmingham, Alabama, United States","Financial Services, Professional Services","Commercial Insurance, Insurance, Legal",325194.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,30159,False,False
Group 114,2020-01-01,https://www.group114.com,"South Jordan, Utah, United States","Community and Lifestyle, Events, Media and Entertainment","Event Management, Events, Wedding",2789375.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,86200,False,False
Berkeley Marine Robotics Inc.,2021-01-01,https://berkeleymarinerobotics.com/,"Los Angeles, California, United States","Hardware, Privacy and Security, Science and Engineering, Software, Transportation","Marine Technology, Marine Transportation, Ports and Harbors, Robotics, Security",807217.0,Autonomous underwater swarm robotic systems for ocean exploration and conservation,1-10,2.0,,2021-08-10,,Grant,,2.0,1-10,Private,,,,,,3,2021,47441,False,False
Inletware,2019-01-01,https://inletware.com,"Denver, Colorado, United States","Information Technology, Other","Information Services, Information Technology, Technical Support",2552817.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,82034,False,False
Siduma Therapeutics,2021-01-01,https://www.sidumathera.com,"New Haven, Connecticut, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Medical",265621.0,Siduma Therapeutics builds a disruptive new class of medicines for better healthcare.,1-10,,,,,,,,1-10,Private,,,,,,6,2021,26735,False,False
Orange Coast Network Solutions,2020-01-01,https://orangecoastnetsolutions.com,"Orange, California, United States","Hardware, Mobile, Privacy and Security, Professional Services","Consulting, Security, Telecommunications, Wireless",1235509.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,56917,False,False
NXT Step Web Design,2023-08-01,https://www.nxtstepwebdesign.com,"Columbus, Georgia, United States","Design, Internet Services, Sales and Marketing, Software","Digital Marketing, SEO, Web Design, Web Development, Web Hosting",884463.0,"Web Design, SEO, and Digital Marketing Company based in Columbus, GA.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2023,49493,False,False
Amplifinn,2019-01-01,https://amplifinn.com/,"Warrenville, Illinois, United States","Information Technology, Media and Entertainment","Digital Media, Information Technology",2277202.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,78611,False,False
Skyborne,2018-01-01,https://www.skyborne.com,"Vero Beach, Florida, United States","Education, Science and Engineering","Aerospace, Education, Training",562560.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,40156,False,False
Insent,2018-01-01,https://www.insent.ai/,"Seattle, Washington, United States","Other, Sales and Marketing, Software","B2B, Marketing, Marketing Automation, Software",40491.0,"Insent is a human first B2B conversational platform that identifies prospects, alert & route leads for real time conversations.",11-50,3.0,M&A,2021-01-26,2000000.0,Seed,2120000.0,2.0,11-50,Private,,,,,,0,2018,5112,False,False
SEO Strategies Pro,2018-01-01,https://seostrategiespro.com/,"Denver, Colorado, United States","Internet Services, Media and Entertainment, Sales and Marketing","Digital Marketing, Internet, Marketing, SEO, Social Media",2721502.0,"Seo Strategies Pro is a digitally-driven marketing company that focuses on delivering nothing less than top-quality services on the market for SEO in the local area national SEO and social media marketing. emails marketing, Inbound Marketing external marketing and PR content marketing and much more to assist you in reaching your target public in a speedy and effectively crafted way. Our team of experts will help your company reach highs in the digital world.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,85677,False,False
VoxCroft,2018-01-01,https://www.voxcroft.com/,"Yarmouth Port, Massachusetts, United States","Artificial Intelligence (AI), Data and Analytics, Privacy and Security, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Open Source, Risk Management, Security",65199.0,"VoxCroft Analytics is a global leader in open-source intelligence (OSINT) and risk analytics. It combines expertly-honed tradecraft with powerful proprietary artificial intelligence (AI) to distill the growing flood of open-source data, in real-time and deliver relevant and accurate insights to a global client base of key decision-makers so that they can respond to changing global dynamics and critical security threats.",11-50,1.0,Early Stage Venture,2021-11-17,2000000.0,Series A,2000000.0,1.0,11-50,Private,,,0.0,0.0,,0,2018,8864,False,False
Morpheus Space,2018-01-01,http://www.morpheus-space.com,"El Segundo, California, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Aerospace, Artificial Intelligence (AI), Hardware, SaaS, Satellite Communication, Simulation, Software",73708.0,"Morpheus Space is an aerospace company that produces a modular and electric propulsion system for the small satellite industry. The company is disrupting the NewSpace industry by introducing Agile Constellations, a fusion between cutting-edge electric propulsion and Artificial Intelligence. The solution package enables satellite service providers to operate entire constellations as one entity. Thanks to the highly efficient propulsion systems, each satellite can perform countless orbital maneuvers, which allows for the first time the possibility of ""objective first"" mission planning with an automated trade-off. This provides a never before seen flexibility of satellite networks that is exploited by the A.I. to optimally morph the constellations to fulfill the user's objectives, which can range from revisit frequencies to observation of moving POIs.",51-100,6.0,Early Stage Venture,2022-09-14,28000000.0,Series A,29590000.0,5.0,51-100,Private,,,,,,0,2018,10028,False,False
Andro Fuel,2018-01-01,https://www.testbooster.net,"Denver, Colorado, United States","Food and Beverage, Health Care","Dietary Supplements, Health Care, Nutrition",1989296.0,"Andro Fuel, a testosterone booster formulated to promote men's health is changing the supplement market by offering a supplement backed by more than 40 years of research and data compiled from some of academia's top minds. A vast majority of men's testosterone boosters (and a wide swath of supplements for that matter) include a variety of ingredients that are either under-dosed or proven to be ineffective through research. By creating a supplement for the men's health market using tried and true data, we're breaking the industry mold and giving men something that will not only promote testosterone levels but overall health and well being. The big problem we're addressing is that men's testosterone levels are on a 40 year decline from environmental factors such as over-farming, improper nutrition from fast/junk food, estrogen mimicking chemicals in our food and water supplies, not to mention the everyday pollution from our daily environment and of course, stress. We've seen and understand the research that these testosterone deficiencies can be corrected through supplementation with the right vitamins, minerals, nutrients and ayurvedic herbs. Our formula is built to help men increase their testosterone levels to a maximized normal range, at the top of their body's natural capabilities. Testosterone isn't just for working out at the gym which is a common misconception. There are additional health, psychological & cognitive benefits of higher testosterone. One could argue that testosterone is the most important hormone for men's overall health and well-being.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,72027,False,False
South Carolina Obesity Surgery Center,2020-01-01,https://www.scobesity.com,"West Columbia, South Carolina, United States","Health Care, Sports","Fitness, Health Care, Personal Health, Wellness",1516394.0,The South Carolina Obesity Surgery Center provides people lose more weight than was once thought possible. Their consult physician about any individual health concerns you may have. Please do not accept information from this website as professional advice or official communication.,1-10,,,,,,,,1-10,Private,,,,,,6,2020,62319,False,False
Craft & Bauer Real Estate Co.,2019-01-01,https://craftbauer.com/,"Los Angeles, California, United States","Other, Real Estate, Sales and Marketing","Real Estate, Sales, Small and Medium Businesses",1162607.0,,11-50,,,,,,,2.0,11-50,Private,,,,,,6,2019,55794,False,False
The Launchpad,2019-01-01,https://www.thelaunchpaddata.com,"Altamonte Springs, Florida, United States","Advertising, Education, Information Technology, Other, Professional Services, Sales and Marketing","Advertising, B2B, Consulting, Information Technology, Lead Generation, Training",1837882.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2019,68479,False,False
Ciclo,2018-01-01,https://www.ciclotextiles.com,"Hayward, California, United States",Manufacturing,"Manufacturing, Textiles",288106.0,"Ciclo implements and upstream solution for microfiber pollution and unrecycled synthetic textiles. It is the first product of Intrinsic Textiles Group, LLC. It is a patent-pending textile technology that reduces synthetic microfiber pollution caused by washing and minimizes plastic accumulation in landfills due to discarding.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,28056,False,False
Primital,2021-01-01,https://www.primital.co,"Hubbard, Ohio, United States","Internet Services, Mobile, Real Estate, Software","Cloud Computing, Construction, Mobile, SaaS, Software",187174.0,Primital is a SaaS that serves the construction industry. It takes the complicity of running a business and simplifies it to the basics to allow more people to follow their dreams and run a business or helps business owners run their business more efficiently without the need for such high overhead. Thus saving everyone money and getting projects done on schedule since most of finishing far behind schedules.,1-10,2.0,Seed,2022-01-01,,Seed,4000.0,1.0,1-10,Private,,,,,,1,2021,21156,False,False
Godless Skate,2019-01-01,https://www.skategodless.com/,"Portland, Oregon, United States","Commerce and Shopping, Consumer Goods, Manufacturing, Sports","Consumer Goods, Manufacturing, Sporting Goods",2452191.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,80479,False,False
Iridium Technologies,2018-01-01,https://iridium-tec.com,"Houston, Texas, United States","Design, Manufacturing","Industrial, Manufacturing, Product Design",1504941.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,62568,False,False
Kanahoma,2020-01-01,https://kanahoma.com,"San Diego, California, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, Affiliate Marketing, SEO, Social Media, Web Development",531198.0,,1-10,,,,,,,,1-10,Private,,,0.0,2.0,,6,2020,39083,False,False
Pivot MedTech,2018-01-01,https://pivotmedtech.com,"Philadelphia, Pennsylvania, United States",Health Care,"Health Care, Medical, Medical Device",1443503.0,"Pivot MedTech provides medical device distribution, value-added services, and advisory group services. They reshape medical devices and healthcare solutions.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,60584,False,False
Crossbow Cloud,2018-01-01,https://www.crossbowcloud.com,"Stamford, Connecticut, United States","Hardware, Information Technology, Internet Services, Privacy and Security, Software","Cloud Management, Information Technology, Security, Virtualization",1318013.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,58222,False,False
EdVara,2020-01-01,https://edvara.com/,"Phoenix, Arizona, United States","Education, Software","E-Learning, Education, Training",2386660.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,79952,False,False
Corset For Sale,2018-01-08,http://www.corsetforsale.com,"Dundalk, Maryland, United States",Commerce and Shopping,E-Commerce,966481.0,"We sale Design fashionable corsets collection like underbust, overbust waist training corsets, underbust corset, overbust corset, steampunk corsets Plus size corset, Corset in all sizes & figures, wedding corsets in cheap price. Taffeta & brocade corsets Sexy corsets are also available. More info visit:- http://www.corsetforsale.com/",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,51533,False,False
Vivid Imprint,2020-01-01,https://vividimprint.com,"Baton Rouge, Louisiana, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Consumer Goods, E-Commerce, Fashion",2168243.0,"Vivid Imprint offers projects and products that are creative and fun while also providing e-commerce and fulfilment services in the industry. They sell pens, performance apparel, bags, tote bags, t-shirts, glasses for drinking, bottles of candy, mobile accessories, jackets, shirts, backpacks, baseball caps, and more.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,76251,False,False
Vyze,2019-01-01,https://www.vyzeinc.com,"Aldie, Virginia, United States",Administrative Services,"Human Resources, Staffing Agency",719910.0,"Vyze provides IT consulting and staffing services. They also offer technology staffing services for placing candidates in application development, systems integration, IT security, infrastructure management, networking, database management, technical support, and business analyst.",51-100,,,,,,,,51-100,Private,,,,,,6,2019,45074,False,False
Collabgistics,2018-01-01,https://www.collabgistics.com,"Savannah, Georgia, United States","Software, Transportation","Logistics, Software, Supply Chain Management",2191288.0,"Collabgistics is a supply chain soultions company that provide immutable virtual documentation sharing software. They offer logistics and supply chain, middleware, technology, computer software, and global logistics for data for management, forecasting, and planning control.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,75847,False,False
WaveDyn Vision,2019-01-01,https://wavedyn.com/,"Albuquerque, New Mexico, United States",Health Care,"Health Care, Health Diagnostics, Medical, Medical Device",160816.0,"WaveDyn Vision is an early-stage medical device company with innovative wavefront diagnostic technology for use in the vision care industry. It plans to leverage its proprietary dynamic wavefront measurement technology to yield new insights into assessing visual performance, advancing treatment options, and improving the quality of life for the visually impaired. The company was founded in 2019 and is based in Albuquerque, New Mexico.",1-10,1.0,,2020-08-26,2000000.0,Venture - Series Unknown,2000000.0,,1-10,Private,,,,,,1,2019,19152,False,False
PitchABC,2022-02-10,https://www.pitchabc.com,"Gainesville, Virginia, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Consulting, Finance, Machine Learning, SaaS, Software",872727.0,"PitchABC uses artificial intelligence to get your deck past the cursory investor scans and prepare you for that critical first pitch. We’ve conducted market research, surveys, and interviews with leading investors to identify what they look for most and reverse engineered their decision process to create an intelligent tool to offer proprietary insights to optimize your pitch deck at a much deeper level so that you can address the points most valued by the investor. PitchABC can also assess your strategy against your target funding goal and tell you how to improve your odds of closing great terms. Best of all, we’ve invited leading investors to create alerts in our system. So investors find you before you even know they are looking for a company like yours. Let PitchABC maximize your chances of a successful capital raise with every pitch. Register for your free trial and generate your first pitch, today!",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,49186,False,False
Jeff Dolan Marketing,2018-01-01,https://shsp.jeffdolan.marketing,"Wilmington, Delaware, United States",Advertising,Advertising Platforms,1719762.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,66135,False,False
Stephen M Berman and Associates,2022-01-01,https://www.bermanllc.com,"Atlanta, Georgia, United States","Community and Lifestyle, Financial Services, Media and Entertainment, Other, Professional Services","Accounting, Advice, Financial Services, Retirement",2135596.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2022,74288,False,False
InTulsa,2021-09-17,https://www.intulsa.com/,"Tulsa, Oklahoma, United States","Education, Financial Services, Information Technology, Privacy and Security, Software","Cyber Security, EdTech, Finance",314330.0,"InTulsa is a talent and business matchmaker driven by a single, powerful civic mission building a thriving tech hub in the heart of Tulsa's growing, vibrant, inclusive community. Founded in 2021, we focus on supporting a diverse, booming economic landscape for Tulsa by forging strategic connections for talented people and innovative companies in future-focused industries such as cybersecurity, virtual health, fin-tech, ed-tech, energy tech, and advanced aerial mobility.",11-50,,,,,,,,11-50,Private,,,0.0,1.0,,6,2021,29573,False,False
glonuts,2019-01-01,https://eatglonuts.com,"Los Angeles, California, United States",Food and Beverage,Food and Beverage,547898.0,"glonuts is a raw, vegan keto mini donut made from pure ingredients that make you glow from the inside out.",1-10,1.0,,2023-05-01,,Non-equity Assistance,,,1-10,Private,,,,,,3,2019,39660,False,False
AVDA,2020-06-09,http://www.avdajobs.com,"Miami, Florida, United States","Administrative Services, Apps, Mobile, Professional Services, Software","Mobile Apps, Recruiting, Software, Staffing Agency",427675.0,"In a modern, technocentric world, traditional means and methods are proving to be inefficient and outdated, and the recruitment process is no exception.  Finding the right employer or employee is no easy task, but AVDA is here to change that.  ADVA is a hiring platform for business owners and job seekers that uses a specialized algorithm to help you find your perfect match based on values and experience. We’re evolving the hiring process by prioritizing quality, efficiency, and connection, all while retiring the resume. AVDA was launched by Marcel Freund in 2020 and is based in Miami, FL.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,35090,False,False
preREO,2019-01-01,https://prereo.com,"Chicago, Illinois, United States","Financial Services, Real Estate","Finance, Real Estate, Real Estate Investment",615416.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,41917,False,False
Smyrna Pest Control,2020-04-07,https://smyrnapest.com/,"Edgewater, Florida, United States","Administrative Services, Real Estate","Extermination Service, Home Services",3036227.0,"Smyrna Pest Control is a trusted provider of pest control services in New Smyrna Beach, Edgewater, and throughout Volusia County. Our team is committed to providing the best experience possible for our customers, and we believe that starts with education. We understand that pest control is more than just a once-a-year service. That's why we take the time to educate our customers on everything they can do to keep their home or business pest-free. Our technicians are highly trained and knowledgeable about all types of pests, and they can provide you with the information you need to keep them out of your space.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,90007,False,False
AT Worthy,2019-07-01,https://www.atworthy.com,"Arlington, Virginia, United States","Data and Analytics, Design, Internet Services, Sales and Marketing","Digital Marketing, Internet, Market Research",228244.0,"AT Worthy. A comprehensive, self-answered questionnaire that uses intelligent algorithms and AI to generate a rating score on a grade from 1 to 5 @s. The questionnaire is specific to your industry's segment and the rating is independent and objective.  The AT Rating is a badge that symbolizes the Digital worthiness of a property. Digital worthiness is the state of offering a Digitally-enabled experience worthy of praise. A new criterion for differentiation in the market to help connected customers make an informed choice and determine whether they will be heard. It is inspired by the traditional @ as a symbol of Digital technologies.",11-50,3.0,Seed,2023-02-28,,Non-equity Assistance,,3.0,11-50,Private,,,,,,2,2019,24294,False,False
VAST Marketing,2018-01-01,https://www.virtualasst.com,"Houston, Texas, United States","Advertising, Design, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Content Creators, Digital Marketing, Graphic Design, Marketing, Social Media Management",2042874.0,"VAST Marketing is a marketing solutions agency that provides a range of services to help businesses thrive in the digital marketing landscape. The company offers a framework for digital marketing that serves as a roadmap for creating content and establishing strategies. In addition to digital marketing, VAST Marketing also operates in the fields of advertising, content creation, graphic design, and social media management. The company also offers virtual assistant services, providing remote support to businesses.",51-100,,,,,,,,51-100,Private,,,,,,6,2018,72686,False,False
VAO Labs,2021-01-01,https://www.vao.world/home,"San Francisco, California, United States",Software,Web Development,415645.0,"VAO Labs is to manage and maintain customer orders in one place with the only tool built for customer service and order management teams, trusted by users and companies worldwide.",11-50,1.0,,2023-07-26,,Non-equity Assistance,,,11-50,Private,,,,,,3,2021,34543,False,False
Texas Trophy Remodeling,2019-01-08,https://texastrophyremodeling.com/,"Arlington, Texas, United States",Real Estate,Construction,3070237.0,"Texas Trophy Remodeling is a full-service home remodeling contractor specializing in kitchen remodeling, bathroom remodeling, home renovations, and home additions.  Located in the heart of the DFW Metroplex, we proudly provide top-tier quality home remodeling and renovation services to discerning homeowners across the greater Dallas-Fort Worth area. From cosmetic renovations, to whole-house remodeling projects, our team of managers, subcontractors, and specialists have the dedication, skill, and experience to turn your vision into a reality.  We are dedicated to transforming your house into the dream home that you’ve always wanted. Whether you’d simply like to makeover a kitchen or bathroom, or you have plans for a home addition, we are able to serve all of your home remodeling and renovation needs. Since remodeling is our only specialty, our knowledge about our craft is comprehensive, and our passion runs deep.  We continually strive for the highest levels of quality and excellence in everything we do. We have extensive experience in remodeling and renovating homes in the North Texas area.  Our managers and crews have decades of combined experience, and have the talent and resources available to provide you with a truly stunning outcome. While we take great pride in the quality of our work, we also take great pride in caring for our clients.  Each and every client matters to us, and our top priorities are to ensure that we complete your project with the highest level of quality, and to ensure that you enjoy the process along the way. Our mission at Texas Trophy Remodeling is to improve our client's lives through completing top-quality home remodeling, and providing exceptional client service.  To that end, we strive for a finished quality of work that is worthy of recognition and awards, and a service-experience that delights our clients in thoughtful and unexpected ways.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,89618,False,False
TOTUM,2018-01-01,https://totum.global,"San Diego, California, United States","Hardware, Information Technology, Mobile","Information Technology, Satellite Communication, Wireless",700119.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,44465,False,False
Capterras Professional Staffing,2018-01-01,https://capterras.com,"Miami, Florida, United States","Administrative Services, Professional Services","Employment, Recruiting, Staffing Agency",3041558.0,"Capterras Professional Staffing specializes in the areas of ​​electricity, robotics automation, construction, commercial, and industrial projects, sourcing and supplying the professional candidates for the employers' desired positions.",51-100,,,,,,,,51-100,Private,,,,,,6,2018,89925,False,False
The Room,2019-04-14,https://www.theroomus.com/,"Tempe, Arizona, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Cosmetics, E-Commerce, Fashion, Shoes",1118596.0,"The Room is an LGBTQIA+ & Veteran Owned Brand that sells gender-neutral clothing, accessories, and makeup that donates 5% of every purchase to charities fighting discrimination of race, gender, and orientation. Our mission is to create a world where anyone feels included, valued, and respected. We believe that everyone deserves to feel beautiful, and that beauty is in the eye of the beholder. The Room is committed to creating an inclusive environment. We recognize that not everyone shares the same identities, and we respect that difference. We have a range of gender-neutral clothing and makeup that is 100% cruelty-free & Vegan.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,53854,False,False
Lectrolyst,2018-09-13,https://www.lectrolyst.com,"Newark, Delaware, United States","Energy, Science and Engineering, Sustainability","Chemical, CleanTech, Energy",123570.0,"Lectrolyst it, creating novel ways to use electricity to achieve chemical changes. From benchtop synthesis to chemical processing facilities, their technologies offer on-site, scalable solutions to match customers' industrial demands. uses electricity to create fine chemical components from waste CO2 and renewable feedstocks.",1-10,1.0,,2020-01-09,500000.0,Grant,500000.0,2.0,1-10,Private,,,,,,1,2018,15841,False,False
Uptrend Credit,2020-01-01,https://www.uptrendcredit.com,"Fort Lauderdale, Florida, United States","Education, Financial Services, Lending and Investments","Credit, Credit Bureau, Education",1813965.0,,1-10,,,,,,,,1-10,Private,,,0.0,1.0,,6,2020,68907,False,False
Dream Life,2019-01-01,https://www.dreamlifetreatment.com,"Hanover, Maryland, United States","Health Care, Other, Professional Services","Customer Service, Health Care, Mental Health, Therapeutics",803870.0,"Dream Life offers outpatient treatment, residential housing, holistic treatments, medication management, and partial hospitalization program. They provide addiction, drug, opioid, and alcohol treatment.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,47357,False,False
DTonomy Inc.,2018-01-01,https://www.dtonomy.com,"Cambridge, Massachusetts, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Software",53196.0,"AI-based Security Analysis and Response Platform that bridges the gap between security detection and response with Guided Security Investigation, Decision, and Response for alerts coming from any places such as endpoint, SIEM, network, external threats, email, etc. and ensure continuous SOC optimization with unique AI technology",51-100,2.0,Seed,2021-06-28,,Non-equity Assistance,5000000.0,2.0,51-100,Private,,,,,,1,2018,7134,False,False
R6 Security,2020-07-01,http://r6security.com,"Los Altos Hills, California, United States","Information Technology, Privacy and Security","Cloud Security, Cyber Security, Network Security",469892.0,"R6 Security is building a Phoenix framework which automatically detects deviations from normal behavior and reconfigures critical processes through segmentation, software-defined networking to mitigate attacks and reduce system downtime.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,36771,False,False
Hunchera,2018-01-01,https://www.hunchera.com/,"Redmond, Washington, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Content Creators, Email, Machine Learning, Sales, Sales Automation, Software, Text Analytics",487401.0,,1-10,1.0,,2018-05-01,,Grant,,2.0,1-10,Private,,,,,,3,2018,37446,False,False
KnownSpace,2018-01-01,https://www.knownspace.agency/,"Irvine, California, United States","Internet Services, Sales and Marketing","Brand Marketing, Content Marketing, Digital Marketing, Public Relations, Social Media Management",2031770.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,72874,False,False
Appaegis,2019-01-01,https://www.appaegis.com/,"Palo Alto, California, United States","Information Technology, Privacy and Security","Information Technology, Network Security, Security",232868.0,Appaegis simplifies enterprise data access while enforcing strong zero-trust security for remote access. Its patent-pending solution protects data access and gives administrators full control over how enterprise data is used. The company was founded by security veterans with successful security track records.,11-50,2.0,Seed,2021-12-16,,Seed,,2.0,11-50,Private,,,,,,2,2019,24638,False,False
LPR Sound,2023-06-12,https://www.lprsound.com,"Richmond, Virginia, United States","Media and Entertainment, Music and Audio","Digital Media, Media and Entertainment, Music",602547.0,"At the heart of LPR Entertainment Group lies LPR Sound, a record label that resonates with excellence. Established with the vision of nurturing musical talent and pushing the boundaries of sound, LPR Sound has become a powerhouse in the music industry. From discovering raw, unpolished gems to transforming them into chart-topping artists, LPR Sound is committed to crafting a diverse and influential musical landscape. The label's roster boasts a kaleidoscope of genres, from pulsating pop anthems to soul-stirring ballads. LPR Sound invests not only in the artists' creative journeys but also in their personal and professional development, ensuring a lasting impact on the global music scene.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2023,41496,False,False
