company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Value Insurance MGA LLC,2019-01-01,https://www.valueinsurancemga.com/,"Birmingham, Alabama, United States",Financial Services,"Health Insurance, Insurance, Life Insurance",150130.0,"Value Insurance M.G.A., LLC is a resident licensed M.G.A. domiciled within the state of Alabama. Value's senior leadership team has 40 plus years of experience operating within the independent agent distribution channel, supporting and understanding their policyholders' priorities, with the ultimate goal of providing peace of mind, consistently, when needed the most... following an accident.",1-10,2.0,Seed,2020-09-01,0.0,Seed,1000000.0,1.0,1-10,Private,,,,,,1,5,2019,18287,False,False
Snow Fox Partners,2020-01-01,http://snowfoxpartners.com,"Cheyenne, Wyoming, United States",Financial Services,"Asset Management, Financial Services",866979.0,We are an alternative investment manager focused on long-term asset growth for our partners and investors.,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,49051,False,False
Jeda.ai,2020-01-01,https://www.jeda.ai,"San Jose, California, United States","Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Internet Services, Other, Science and Engineering, Software","Artificial Intelligence (AI), Collaboration, Data Visualization, Generative AI, Information Technology, Predictive Analytics, Software, Visual Search",185713.0,"Word’s first Generative AI Visual Workspace leverages the most advanced LLM with our custom models & patent-pending architecture to collaborate & create: - Smart Visual Analysis - Visual Data Analysis - Document Analysis (Ent.) - Diagrams, Mindmaps, Flowcharts - Wireframes - Sticky-notes - Art & Contents Jeda.ai is also a powerful Online Whiteboard that comes with patent-pending realtime drawing and collaboration capabilities.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,0.0,Computing; Calculating,6,4,2020,21048,False,False
Fastjet Realty,2021-01-01,https://www.fastjetrealty.com,"Litchfield Park, Arizona, United States",Real Estate,"Property Management, Real Estate, Rental Property",2394421.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,79823,False,False
Wild Beaver Print Shop,2021-01-01,https://wildbeaverprintshop.com,"Bentonville, Arkansas, United States","Content and Publishing, Design, Manufacturing, Media and Entertainment","3D Printing, Graphic Design, Printing",1882953.0,"Wild Beaver Print Shop offers loyalty cards or accordion cards that enable them to go a bit more in depth than a traditional business card. They offer Coroplast is a rigid, weatherproof material that is lightweight, portable, and reusable. They serve vinyl banners, business cards, coroplast, compressed PVC, foamcore, vinyl stickers, canvasses, speedee beaver rush service, and templates.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2021,70643,False,False
Floe,2020-01-01,https://www.myfloe.co,"Los Angeles, California, United States",Commerce and Shopping,E-Commerce,259643.0,,1-10,1.0,Seed,2020-12-16,50000.0,Pre-Seed,50000.0,2.0,1-10,Private,,,,,,0,4,2020,26385,False,False
Zentyment,2021-10-01,https://www.zentyment.com/,"Chicago, Illinois, United States",Software,"SaaS, Software",127448.0,"Zentyment started in 2021 with the vision of creating better tools for collaboration and productivity. Zentyment aims to eliminate time waste in the workplace by automating essential tasks of the document-management and -creation process. The platform includes search, sharing, collaboration and creation, supported by AI integrations. The company's product philosophy is based on the conviction that users will not move their work to a single platform for collaborative work, so Zentyment integrates with leading applications platforms, such as MS Office, Google Workspace, Dropbox, Box, Atlassian's confluence, Slack and other applications. This allows users to work in their own environment while sharing and collaborating with team members inside and outside their company.",1-10,2.0,Seed,2022-11-30,75000.0,Pre-Seed,325000.0,3.0,1-10,Private,,,0.0,1.0,,0,2,2021,16244,False,False
Account Heroes,2020-01-01,https://accountheroes.com,"New York, New York, United States",Software,"SaaS, Software",933023.0,Account Heroes is a sales acceleration solution that brings much needed context to a sales representatives fingertips to improve rep performance. Managers that use Account Heroes are guided by powerful analytics and recommendations generated from their reps’ actions. Time saving integrations to salesforce and slack make it easy for teams to get started.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,50700,False,False
Delivery Chain,2020-01-01,https://deliverychain.io,"Scottsdale, Arizona, United States",Software,Software,1436159.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,60726,False,False
Onder,2020-01-01,https://www.getonder.com,"Seattle, Washington, United States","Apps, Mobile, Real Estate, Software","Apps, Home Services, Mobile Apps, Property Management, PropTech, Residential",216504.0,Onder is a proptech membership platform for homeowners that delivers a full end to end management experience for home services.,1-10,1.0,M&A,2021-01-01,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,4,2020,23396,False,False
Bulk Accounts Web,2018-09-05,https://www.bulkaccountsweb.com/,"New York, New York, United States",Sales and Marketing,Social Media Marketing,795308.0,BulkAccountsWeb is selling both type of social media accounts such as PVA and non PVA. Non-verified is absolutely cheaper as compare to PVA accounts but pin verified accounts are more helpful in the organisations as compare to non-PVA accounts. You can buy any of these as per requirement of your business.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,47128,False,False
Barbaro Mojo,2020-01-01,https://barbaromojo.com,"Miami, Florida, United States","Commerce and Shopping, Food and Beverage","E-Commerce, Food and Beverage, Wholesale",1739693.0,"Barbaro Mojo specializes in creating Cuban-inspired hot sauces that blend traditional Cuban marinade (Mojo) bases with a variety of peppers and spices. Their product lineup includes unique flavors such as El Havanero, which combines habanero peppers with Cuban spices, and Jalabáo, a mix of jalapeno peppers with a secret Cuban spice blend. Additionally, they offer Piñazo, a sauce that pairs pineapple with Carolina Reapers for a spicy kick. Barbaro Mojo's sauces are designed to enhance meals with both heat and flavor, catering to those looking to add a Cuban twist to their dishes. Their products are gluten-free and vegan, making them accessible to a wide range of dietary preferences. The company has expanded its reach by selling online and in regional grocery stores and restaurants.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,67282,False,False
Triple Alpha,2020-01-01,https://www.triplealpha.pro,"Canonsburg, Pennsylvania, United States","Financial Services, Real Estate","Real Estate, Real Estate Investment, Residential",1447218.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,62114,False,False
JobEasy,2019-01-01,https://www.jobeasy.io,"San Jose, California, United States","Administrative Services, Information Technology, Professional Services","Employment, Human Resources, Information Technology",757010.0,"JobEasy offers hard and soft skills, which are the most in demand at FAANG-level companies, and we help you enhance these. The paperwork and application process for an H-1B, O-1, or TN work visa depend on your profile. They offer mentorship, intensive online training, instruction from industry insiders, and a job application service.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,46072,False,False
Makua,2021-12-01,https://www.makua.com/,"Los Angeles, California, United States","Other, Sales and Marketing, Social Impact, Software","Marketing, Non Profit, Software",112879.0,"Makua is the Airbnb for donating. Explore the best nonprofits, get inspired to give, and easily make donations. See what causes your friends support, work towards philanthropy goals, and see the impact of your donations — all in one place. Makua is revolutionizing the way people give. Join the #MakuaMovement on our mission to raise humanity.",1-10,1.0,Seed,2022-06-01,500000.0,Pre-Seed,500000.0,1.0,1-10,Private,,,,,,0,2,2021,14724,False,False
Adaptive Network Solutions,2019-01-01,https://need2adapt.com,"Leawood, Kansas, United States","Information Technology, Software","Information Technology, Software",1343084.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,59396,False,False
Simple Leaf CBD,2019-01-01,https://simpleleaf.com,"Milwaukee, Wisconsin, United States","Community and Lifestyle, Food and Beverage, Health Care, Manufacturing","Cannabis, Manufacturing, Wellness",1977972.0,"Simple Leaf CBD is a wellness company that specializes in the production and sale of CBD products. The company's offerings include a variety of CBD products such as CBG products, CBN products, and Delta 9 THC products. All products are grown in the USA and are lab verified, ensuring customers know exactly what they are putting in their bodies. Simple Leaf CBD also offers organic hemp extract capsules and a unique CBD + CBG pain relief formula. The company's products are available for purchase online and are shipped free to customers' doors.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,72241,False,False
Senties Family Orthodontics,2019-01-01,https://sentiesortho.com,"San Antonio, Texas, United States",Health Care,"Dental, Health Care, Medical, Personal Health",1906965.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,70221,False,False
Zillion Pitches,2018-05-01,https://www.zillionpitches.com,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",2153012.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,74019,False,False
LiteVerse,2022-03-23,https://liteverse.io,"Oklahoma City, Oklahoma, United States","Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency, E-Commerce, Marketplace, Non-Fungible Token (NFT)",120582.0,LiteVerse is the first peer-to-peer Litecoin NFT (non-fungible tokens) marketplace. All NFTs are backed by the Litecoin OmniLite blockchain.,1-10,1.0,Seed,2022-10-06,20000.0,Pre-Seed,20000.0,2.0,1-10,Private,,,,,,0,1,2022,15538,False,False
State Of Mind,2019-07-01,https://stateofmindnyc.com,"Brooklyn, New York, United States","Community and Lifestyle, Consumer Goods","Consumer Goods, Cosmetics, Lifestyle",1625511.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2019,64871,False,False
Microperfumes,2020-01-01,https://microperfumes.com/,"Canoga Park, California, United States","Commerce and Shopping, Internet Services","E-Commerce, Gift, Online Portals",224041.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,23975,False,False
Hoox,2022-01-01,https://www.hooxpay.com/,"Miami, Florida, United States","Commerce and Shopping, Financial Services, Internet Services, Lending and Investments, Payments, Sales and Marketing, Software","Credit Cards, Debit Cards, E-Commerce, E-Commerce Platforms, Financial Services, Loyalty Programs, SaaS",225626.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,24072,False,False
SustainFi,2022-01-01,https://www.sustainfi.com,"New York, New York, United States","Energy, Financial Services, Lending and Investments, Sustainability","Clean Energy, FinTech, Impact Investing",354902.0,Invest in climate.,1-10,1.0,Seed,2022-02-28,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,2,2022,31730,False,False
Robinson Drafting Services,2022-01-01,https://robinsondraftingservices.com,"Indianapolis, Indiana, United States","Other, Real Estate, Science and Engineering","Architecture, Civil Engineering, Commercial",3136747.0,"Robinson Drafting Services provides preliminary designs for commercial buildings. They offer architectural drafting, structural drafting, 3-D modeling, and architectural renderings. Their services include architectural drafting services, structural drafting services, and structural steel shop drawings. They address inquiries through phone calls and emails.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,90157,False,False
Shot by Shot,2019-01-01,https://shot-by-shot.com/,"Austin, Texas, United States","Media and Entertainment, Other, Social Impact, Video","Film, Media and Entertainment, Non Profit",2786292.0,"Shot by Shot offers a platform for unconventional, unmarketable, and uncomfortable films that share their art with the world. They started hosting screenings and inviting filmmakers to come out and talk about their art. If anyone wants to contact them please contact them via phone call.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,86242,False,False
UDIT MEDIA LLC,2019-01-01,https://uditmedia.com/,"Wyoming, Michigan, United States",Internet Services,Internet,844073.0,"Top Internet Marketing Agency. Helping businesses and personal brands to take their online presence to the next level using unique marketing techniques, high converting sales funnels and Facebook ads.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,48426,False,False
IMBIBE AI,2020-04-01,https://www.imbibe.ai,"New York, New York, United States","Apps, Food and Beverage, Information Technology, Internet Services, Mobile, Software, Travel and Tourism","Apps, Food and Beverage, Hospitality, Information Technology, Internet, Mobile, Restaurants, SaaS, Software",1168385.0,FOOD AND BEVERAGE MARKETPLACE FOR ALL BUSINESS AND CONSUMER BASED TRANSACTIONS RELATED TO ON AND OFF PREMISE CONSUMPTION,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2020,55646,False,False
Specialty Outsourced Sales,2020-01-01,https://specialtyoutsourced.com/,"Madison, Connecticut, United States","Internet Services, Professional Services, Software","Internet of Things, Outsourcing, Software",2782244.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,86316,False,False
Vitalize Care,2021-01-01,https://vitalizecare.co,"San Francisco, California, United States","Health Care, Information Technology","Health Care, Information Technology, Mental Health, Wellness",152063.0,,1-10,2.0,Seed,2023-04-05,0.0,Seed,0.0,3.0,1-10,Private,,,,,,2,3,2021,18443,False,False
Iron Road Partner,2021-01-01,https://www.ironroadpartners.com,"New York, New York, United States","Information Technology, Professional Services","Consulting, Information Technology, Risk Management",1079942.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,53443,False,False
Aichieve,2021-01-01,https://aichieve.app,"Bellevue, Washington, United States","Apps, Mobile, Software","Apps, Mobile Apps, Productivity Tools, Software",1625449.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,64873,False,False
MyHelse,2020-01-01,https://www.myhelse.com,"North Beach, Maryland, United States","Data and Analytics, Health Care, Information Technology, Software","Big Data, Health Care, Information Services, Software, Wellness",424455.0,"MyHelse provides a customizable Platform-as-a-Service to monitor and manage employee health and wellness. MyHelse enables individuals to consolidate health records, manage prescription, set weight loss goals, manage diet and nutrition, support users in proactive chronic disease management, share relevant health data with providers, connect with lifestyle coaches, and more. MyHelse improves care delivery and health outcomes through data-informed early intervention, lifestyle changes, care coordination, and financial planning.",1-10,1.0,Seed,2021-07-13,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,4,2020,34946,False,False
Fuel Network,2019-01-01,https://www.fuelnetwork.io/,"Monument, Colorado, United States","Blockchain and Cryptocurrency, Other, Software","Blockchain, Software",228324.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,24300,False,False
Sonett Tech,2019-01-01,https://sonett.io,"Los Angeles, California, United States","Apps, Mobile, Sales and Marketing, Software","App Marketing, Mobile, SaaS, Software, Web Apps, Web Development",159536.0,"Sonett Tech is a technology company that offers development services for small-to-large size businesses. Whether you're starting your business idea, or looking to launch your next product, we can help! Our premium services are world class that is combined with a personalized taste to suit your work needs.",51-100,1.0,Seed,2016-03-03,350000.0,Seed,350000.0,2.0,51-100,Private,,,9.0,2.0,Electric Communication Technique,0,5,2019,19050,False,False
Alchemy Ventures,2020-01-01,https://www.alchemyventures.com,"Nashville, Tennessee, United States","Financial Services, Media and Entertainment, Other","Advice, Financial Services, Professional Services",598714.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,41374,False,False
Command Entertainment Group,2019-01-01,https://www.commandentertainmentgroup.com,"New York, New York, United States","Other, Professional Services, Sales and Marketing","Consulting, Professional Services, Public Relations",2740843.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,85412,False,False
WatchBuys,2019-01-01,https://www.watchbuys.com,"Raleigh, North Carolina, United States","Commerce and Shopping, Consumer Goods, Internet Services","Consumer Goods, E-Commerce, Internet",368700.0,"WatchBuys is an online store for watches and accessories. They sell watches, straps, and a variety of brands of watches. Telephone and email services for consumer enquires. They provide doorstep delivery service.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,32402,False,False
The Center For Advanced Professional Training,2021-01-01,https://advancedprotraining.com,"Richmond, Virginia, United States","Education, Software","Corporate Training, E-Learning, Training",2952937.0,"The Center For Advanced Professional Training offers virtual construction programme management and administration courses. Their clients include contractors and design firms, architects and engineers, public and private owners, governmental organisations, and insurers and sureties.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,88299,False,False
Loyalty Innovators Community,2021-01-01,https://www.loyaltyinnovators.com,"San Francisco, California, United States","Community and Lifestyle, Media and Entertainment, Music and Audio, Professional Services","Communities, Innovation Management, Podcast",2533258.0,"Loyalty Innovators Community connects digital and loyalty leaders and provides a place to share ideas and best practices around innovating customer experience and loyalty in the digital age. They join one of the roundtables, mastermind groups, or innovation panels.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,82353,False,False
Bazaarche,2019-01-01,https://bazaarche.com/,"Los Angeles, California, United States","Advertising, Sales and Marketing, Software","Advertising, Software",1496987.0,"Community based classified ads app for everyone around the world. Local ads for jobs, housing, cars, electronics, services, events and more.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,62717,False,False
Infinite Genomics,2021-01-01,https://www.ingenlabs.net,"North Little Rock, Arkansas, United States","Biotechnology, Data and Analytics, Health Care, Science and Engineering","Biopharma, Biotechnology, Test and Measurement",991790.0,"Infinite Genomics supports patients, physicians, and providers through precision medicine. They supports automated lab process with a paperless web-based system that provides a 24 to 48-hour turnaround of results after receipt of specimen.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,52164,False,False
ApolloTe.ch,2021-01-01,https://www.apollote.ch,"Kansas City, Missouri, United States",Financial Services,"Health Insurance, InsurTech",2949653.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,88345,False,False
Bistwork Inc,2021-01-11,https://www.bistwork.com,"Fort Lauderdale, Florida, United States","Information Technology, Privacy and Security","Cyber Security, Penetration Testing",281883.0,"Bistwork, a top-tier defense contractor, specializes in penetration testing and cybersecurity solutions. Our expertise lies in conducting rigorous assessments to identify vulnerabilities and fortify digital defenses, ensuring the security of our clients' assets against cyber threats.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,3,2021,27680,False,False
Arc Web Solutions,2022-03-18,https://arcwebsolutions.net/,"Los Angeles, California, United States","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Other, Science and Engineering, Software","Artificial Intelligence (AI), Blockchain, Machine Learning",102839.0,"Arc Web stands at the forefront of the blockchain revolution, harnessing the transformative potential of this technology to empower businesses. We were early adopters, recognizing the power of blockchain from its nascent stages. Since then, we've established ourselves as a trusted partner for companies worldwide, guiding them towards leveraging blockchain's capabilities to achieve their strategic goals. Our Services 01/ Tailored Blockchain Development- We craft custom blockchain applications meticulously designed to your specific business needs and objectives. 02/ Simplified Blockchain Adoption- Our Blockchain-as-a-Service (BaaS) model removes the complexities associated with blockchain, providing infrastructure and management services so you can focus on your core competencies. 03/ Expert Guidance- Our seasoned team offers strategic insights and expert advice, helping you navigate the intricacies of blockchain technology with confidence. 04/ Collaborative Partnerships- We cultivate strong relationships to foster your growth and development within the dynamic digital landscape. Our Approach a) Innovation at the Core- We deliver cutting-edge solutions that generate tangible benefits and value for your business. b) Proven Success- We boast a demonstrated track record of guiding companies towards success. Our expertise helps you overcome challenges and maximize opportunities within the blockchain ecosystem. c) Strategic Advantage- We leverage BaaS to empower your organization to stay ahead of the curve within the ever-evolving blockchain landscape. By choosing Arc Web, you gain access to a dedicated team of professionals passionate about helping your business unlock the immense potential of blockchain technology.",11-50,3.0,Early Stage Venture,2023-12-06,140000.0,Series A,310000.0,1.0,11-50,Private,,,,,,0,1,2022,13607,False,False
Gaimz,2020-01-01,http://www.gaimz.com,"Santa Monica, California, United States",Gaming,PC Games,524861.0,"Introducing Gaimz, a platform designed for streamers and fans! Gaimz allows streamers to monetize their audience better while improving the interaction between the broadcaster and his/her most loyal fans. 2219 Main St Unit #281, 90405, Santa Monica, California, United States, North America",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,38854,False,False
Gierd,2020-06-01,http://gierd.com,"Post Falls, Idaho, United States","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, Information Technology, Machine Learning, Marketplace, Software",180124.0,"Gierd set out to build an end to end ecommerce marketplace business orchestration layer for Brands that reduces barriers to entry and enables them efficiently launch, scale, measure and manage their ecommerce marketplace sales. Gierd democratizes data, systems, tools and resources to efficiently scale B2C ecommerce business for Brands of all sizes.",51-100,0.0,,,0.0,,0.0,3.0,51-100,Private,,,,,,6,3,2020,20638,False,False
LSE BRANDS,2020-01-01,http://www.lsebrands.com,"Lafayette, California, United States","Media and Entertainment, Sports","Media and Entertainment, Soccer, Sports",715352.0,"A diversified global portfolio of brands across sports, entertainment, technology and activewear.",101-250,2.0,Seed,2016-03-23,0.0,Seed,0.0,1.0,101-250,Private,,,,,,2,4,2020,44948,False,False
Glasp,2021-06-01,https://glasp.co/,"San Francisco, California, United States","Administrative Services, Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Other, Software","Information Technology, Knowledge Management, Productivity Tools, Social Bookmarking, Social Media, Software",160707.0,"Glasp is a social web highlighter that allows users to collect what truly matters to them from the web, express themselves through the collection, and learn from like-minded people including future generations. With AI, users can grasp hidden insights that they haven't figured out. You can leave your digital legacy for humanity while developing your knowledge. Retain more information and easy to look back. Extract only important parts and use them for future citation. Discover useful information from like-minded people. Share your highlights & notes with friends and peers with one click. Leave your digital legacy for future generations (contribute to human history).",1-10,3.0,Seed,2023-04-10,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,2,2021,19144,False,False
Txtfi,2020-01-01,https://txtfi.com/,"Jersey City, New Jersey, United States","Apps, Commerce and Shopping, Software","Apps, E-Commerce, Shopping",1431689.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,60808,False,False
PsiGenex,2020-01-01,https://www.psigenex.com,"Woodcliff Lake, New Jersey, United States","Biotechnology, Data and Analytics, Health Care","Genetics, Health Care, Test and Measurement",1621073.0,"PsiGenex provides patient resources including reproductive testing, hereditary cancer testing, and billing information. Their promise is to support patients through every stage of life. If you want would contact them please contact them via phone call or email.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,64966,False,False
Press Media,2020-01-01,https://www.press-media.com,"Provo, Utah, United States","Content and Publishing, Manufacturing, Media and Entertainment, Sales and Marketing","Manufacturing, Printing, Sales",583149.0,"Press Media has been serving the public's printing needs with pride and quality. They offer, place orders online, view proofs of current jobs.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,40850,False,False
Oprima,2019-01-01,https://www.oprima.net,"Tacoma, Washington, United States","Consumer Goods, Design, Manufacturing, Professional Services","Beauty, Consulting, Manufacturing, Product Design",1356405.0,"Oprima is a biotechnology research company. Their product service includes formulation, design, packaging, and consultations. The customer queries are addressed through phone, online form, and email.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,5,2019,59129,False,False
Tournament Kings,2019-05-31,https://www.tournamentkings.com,"Denver, Colorado, United States","Gaming, Software, Sports","eSports, Gaming, Software, Video Games",358081.0,,1-10,0.0,,,0.0,,0.0,4.0,1-10,Private,,,,,,6,4,2019,31888,False,False
Run Tri Bike,2021-01-01,https://runtrimag.com/,"Irving, Texas, United States","Information Technology, Media and Entertainment, Sports","Digital Media, Information Services, Sports",848844.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,48573,False,False
Drisit,2021-01-01,https://www.drisit.com/,"Beverly Hills, California, United States","Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Drone Management, Drones, Internet of Things",96872.0,,11-50,1.0,Seed,2022-01-07,250000.0,Seed,250000.0,,11-50,Private,,,,,,0,3,2021,12923,False,False
RemitATM,2018-09-01,https://www.cashq24.com,"Miami, Florida, United States","Financial Services, Information Technology","Finance, Financial Services, FinTech, Information Technology",1234492.0,"RemitATM CashQ a newer alternative to Xoom, Western Union, MoneyGram with self-service infrastructure.  The international transfer service allows customers to send money to the Caribbean Region and LATAM. RemitATM CashQ technology redefines the customer's financial experience, simplifying access for remittance, and digital payments for underbanked.",11-50,1.0,Seed,2019-05-05,0.0,Pre-Seed,0.0,2.0,11-50,Private,,,,,,2,5,2018,56941,False,False
Greater Philadelphia Moving Company,2020-01-01,https://www.greaterphiladelphiamoving.company,"King Of Prussia, Pennsylvania, United States","Other, Real Estate, Transportation","Commercial, Residential, Transportation",2658800.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,83460,False,False
Evoca,2020-01-01,https://evoca.tv/,"Meridian, Idaho, United States","Media and Entertainment, Video","Media and Entertainment, TV",1279802.0,Evoca offers the regional sports network Altitude TV for the Denver area.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,57435,False,False
SmallWorld,2021-01-01,https://www.smallworld.ai/,"Chicago, Illinois, United States","Internet Services, Professional Services, Software","Business Development, Internet, Software",201194.0,"SmallWorld helps companies to unlock the vast network relationships available for warm introductions and referrals. SmallWorld was founded in 2021 and was headquartered in Chicago, Illinois.",11-50,0.0,,,0.0,,0.0,3.0,11-50,Private,,,,,,6,3,2021,22214,False,False
Live Events,2021-01-01,https://liveevents.com,"New Castle, Pennsylvania, United States","Events, Media and Entertainment","Event Management, Events, Media and Entertainment",1394011.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,3,2021,59977,False,False
Frank App,2019-01-01,https://frank-app.com,"Wilmington, Delaware, United States","Real Estate, Science and Engineering, Software","Construction, Software, Software Engineering",1039214.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,52480,False,False
Magicc Site,2021-01-01,https://magicc.site/,"Wilmington, Delaware, United States","Commerce and Shopping, Internet Services, Sales and Marketing, Software","E-Commerce, E-Commerce Platforms, Marketing Automation, SaaS",2745496.0,"The easiest way to move your business online. All in one solution. Without devs, designers, sales and marketers Just in a matter of a few clicks you can create and promote your website, and start selling products and services on it. It’s that easy, Magicc will do everything for you.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,85339,False,False
Hexa PR Wire,2022-12-01,https://hexaprwire.com,"Dover, Delaware, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Marketing, News",115803.0,Hexa PR Wire is a press release distribution service founded by Michael Peres in 2022. Services include standard and premium syndication services.,11-50,1.0,Seed,2022-12-15,50000.0,Pre-Seed,50000.0,1.0,11-50,Private,,,,,,0,1,2022,15045,False,False
coBlossom,2021-01-01,https://www.coblossom.com/,"Philadelphia, Pennsylvania, United States","Apps, Community and Lifestyle, Health Care, Mobile, Software","Apps, Lifestyle, Mobile, Social, Software, Wellness",614830.0,"The coBlossom app picks up where dating apps leave off, using minigames designed to build relationships and to fit into couple's busy schedules. Couples can also engage with the community feature to challenge and interact with other couples they know. coBlossom was founded in 2021 and is headquartered in Philadelphia, PA.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2021,41899,False,False
Edge Clear,2019-09-05,https://edgeclear.com/,"Chicago, Illinois, United States","Financial Services, Lending and Investments, Software","Financial Services, Funding Platform, Software, Trading Platform",639650.0,"Edge Clear specializes in provide fast, reliable and low-cost trading software and services for traders who are active in the commodities and options markets. Built by traders for traders, Edge Clear combines the best of personalized service, knowledgeable support, efficient solutions and high availability for everyone from the individual independent trader to high-speed direct market access automated algo trader.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,2.0,,6,4,2019,42704,False,False
