company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Brand Socialite,2019-01-01,https://brandsocialite.com/#/,"Los Angeles, California, United States",Software,SaaS,2438322.0,"Brand Socialite is an on-demand staffing platform for event managers, hotels, catering companies, event venues and experiential marketing agencies, that uses matchmaking technology to fill shifts in real-time with promotional models, bartenders, servers and photographers. Brand Socialite connects businesses with high-quality, reliable, pre-screen food and beverage professional talent who enjoys flexible schedule.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,80714,False,False
SellsSeo,2022-01-01,https://sellsseo.com,"New York, New York, United States",Sales and Marketing,"Content Marketing, Marketing, Social Media Marketing",2927570.0,"SellsSeo offers product catalog, content management, and listing optimization services. They provide customer community services, ppc management, and social media marketing services. They also offer social media networking, channels, connections, and engagement services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,88662,False,False
Russell Agency,2018-12-18,https://russellagencyal.com,"Jackson, Alabama, United States",Financial Services,"Auto Insurance, Commercial Insurance, Insurance",1273479.0,"At Russell Agency, we're dedicated to providing customized insurance solutions for your business, professional, and personal needs. Our experienced team of insurance professionals has been serving the Alabama, Georgia, Wisconsin, and Tennessee community for 30+ years, providing top-notch service and expertise in trucking business insurance.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2018,57591,False,False
Spacial,2021-02-01,https://www.spacialhomes.com,"San Ramon, California, United States",Real Estate,"Construction, Real Estate, Residential",112385.0,"Spacial is a San Francisco based company building accessory dwelling units for homeowner's backyards.  The ADUs are beautiful, spacious and airy, and we utilize offsite construction increase speed to installation and decrease costs to homeowners, while delivering a home built to the same standard as their primary residence.",1-10,1.0,Seed,2021-09-13,3500000.0,Seed,3500000.0,1.0,1-10,Private,,,,,,0,3,2021,14654,False,False
ParkZen,2020-01-01,https://www.parkzenapp.com,"Baton Rouge, Louisiana, United States","Apps, Mobile, Software","Apps, Mobile Apps, SaaS, Software",482422.0,"ParkZen is a technology company that offers a unique application designed to assist users in locating available parking in real-time. The application leverages smartphone Bluetooth and sensor technology to provide real-time open spot alerts, direct guidance to parking lots, information on parking lot occupancy levels, and a parked car locator feature. The company is committed to making parking easier and more efficient for its users, and its application is available for download at www.parkzenapp.com.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,37238,False,False
GR0,2020-04-02,https://gr0.com/,"Los Angeles, California, United States","Advertising, Commerce and Shopping, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Digital Marketing, Digital Media, E-Commerce, SEM, SEO",160989.0,"GR0’s co-founders, Jon Zacharias and Kevin Miller, sought to create a digital marketing agency powered by their wealth of SEO, online marketing, and strategic advisory experience with top D2C and B2B brands. At GR0, our mission is to help brands rank #1 on Google. We accomplish this by empowering clients to build powerful online brands with audiences they fully own through relentlessly innovating and igniting organic growth. While SEO remains the top service for most customers, GR0 offers additional solutions that can be tailored to the individual needs of each client GR0's mission is to demystify online marketing for brands, allowing them to realize their full potential and deliver unmatched value to every customer.",51-100,0.0,,,0.0,,0.0,2.0,51-100,Private,,,,,,6,3,2020,19165,False,False
PAAS,2019-09-01,https://paasadvisors.com,"Cranberry, Pennsylvania, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation","Analytics, Artificial Intelligence (AI), Information Technology, Procurement, SaaS, Software",78720.0,"We are the global leader in technology spend analytics. Our team of negotiation experts combine relevant data from PAAS Forensics, our proprietary spend analytics platform, with executive-level technology supplier relationships to accelerate the procurement lifecycle, mitigate risks, improve operational efficiencies, and deliver optimal pricing and terms for clients. The differentiated data-driven insights generated by PAAS Forensics help organizations of all sizes and verticals reduce their technology costs by 15-30%. Organizations can accelerate their digital transformation with PAAS while benefiting from a guaranteed minimum 5x savings.",11-50,1.0,Seed,2019-12-09,1500000.0,Seed,1500000.0,1.0,11-50,Private,,,,,,0,4,2019,10669,False,False
FlipRings,2019-01-01,https://fliprings.com,"Franklin Lakes, New Jersey, United States","Clothing and Apparel, Consumer Goods, Design, Manufacturing","Fashion, Jewelry, Manufacturing",1216908.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,55893,False,False
Minimal Modular Modern Designs,2021-12-24,https://m3designs.us,"Denver, Colorado, United States",Real Estate,"Architecture, Construction, Landscaping",865774.0,"Minimal Modular Modern Designs provides residential and commercial designs, development, additions, and permit approvals. Their services include architecture, landscape, design, construction, planning, and remodels. They address inquiries through phone calls and emails.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,49016,False,False
Electric2Fun,2020-01-01,https://electric2fun.com ,"Orlando, Florida, United States",Transportation,"Automotive, Recreational Vehicles",3137552.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,4,2020,90145,False,False
Fast River Technologies,2019-01-01,http://fastrivertech.com,"Irvine, California, United States","Health Care, Information Technology, Software","Health Care, Information Technology, Software",2340855.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,79176,False,False
Reynolds Group,2021-01-01,http://www.reynoldgroup.com,"Herndon, Virginia, United States","Administrative Services, Information Technology, Professional Services","Human Resources, Information Technology, Recruiting, Staffing Agency",2085933.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,73527,False,False
CarOffer,2019-01-01,https://www.caroffer.com/,"Plano, Texas, United States","Commerce and Shopping, Transportation","Automotive, Retail, Wholesale",197613.0,,251-500,0.0,M&A,,0.0,,0.0,1.0,251-500,Private,,,1,7,Computing; Calculating,5,5,2019,21953,False,False
ShipSaving,2019-01-01,https://www.shipsaving.com/,"City Of Industry, California, United States","Commerce and Shopping, Other, Software, Transportation","B2B, Developer APIs, E-Commerce, Shipping, Software, Supply Chain Management",251107.0,"ShipSaving was founded in 2019 and is headquartered in Los Angeles, California. With the SaaS-based shipping platform, ShipSaving empowers individuals, startups, fast-growing E-commerce and advanced companies by making shipping efficient, effortless, and affordable with various plans, practical features,  and user-friendly software. ShipSaving powers shipping success at all sizes. The free-to-use shipping software helps users to reduce costs and focus more on business growth. With the direct integration with 40+ E-commerce platforms such as Shopify, eBay, Amazon, Etsy, Bigcommerce, Walmart, Wish, Magento, etc., ShipSaving turns store orders into discounted shipping labels in seconds.  ShipSaving also partnered with major shipping carriers such as USPS, UPS, and DHL Express to help users generate discounts for domestic and international shipping labels. Moreover, ShipSaving provides other options to simply users’ shipping journey, including batch label creation, address verification, multi-piece shipments, real-time tracking, auto-generate customs forms, and more.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,25813,False,False
Galton,2022-01-01,https://galton.io,"New York, New York, United States","Biotechnology, Science and Engineering, Software","Neuroscience, Software",682766.0,,1-10,1.0,Seed,2022-04-01,0.0,Pre-Seed,0.0,3.0,1-10,Private,,,,,,2,2,2022,43958,False,False
VC Firm EA,2020-01-01,https://vcfirmea.com,"Seattle, Washington, United States","Administrative Services, Media and Entertainment, Professional Services","Content Creators, Office Administration, Outsourcing",1879484.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,69209,False,False
Juniper Services,2020-01-01,https://www.junipersvcs.com/,"Sparks, Nevada, United States","Administrative Services, Health Care, Professional Services, Sales and Marketing","Business Development, Health Care, Human Resources, Marketing",156384.0,"Juniper Services enables its partner dentists to maximize the potential of their practices without compromising patient care. Its vision is to build a services organization that is differentiated by a commitment to clinical standards, patient care, and an environment and support system that positively impacts the working lives and goals of its partner dentists and their teams.  The company was founded in 2020 and is headquartered in Sparks, Nevada.",1-10,1.0,Seed,2020-07-20,50000.0,Seed,50000.0,1.0,1-10,Private,,,,,,0,4,2020,18790,False,False
LITEMINT,2018-03-22,https://litemint.com,"Lewes, Delaware, United States","Financial Services, Information Technology, Software","Financial Services, FinTech, Information Technology, Software",500477.0,"We launched our app and game platform with LITEMINT, the coolest crypto wallet for everyone, in June 2019 and redefined FUN for our 25,000 early adopters, mobile gamers and collectors. Together, we are building on the limitless possibilities offered by the blockchain. Games, apps, collectibles, daily challenge & rewards, Litemint is building a limitless wallet for mass crypto adoption.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,37916,False,False
Panelfox,2020-01-01,https://panelfox.io,"Los Angeles, California, United States","Data and Analytics, Design, Software","Market Research, Software",296748.0,Panelfox is an all-in-one software platform that assists researchers in creating panels and managing research recruitment.,1-10,0.0,M&A,,0.0,,0.0,1.0,1-10,Private,,,,,,5,4,2020,28563,False,False
OK Play,2019-01-01,https://okplay.co,"Los Angeles, California, United States",Software,Software,150587.0,"OK is a company that helps families establish a day-to-day practice of bonding and sharing with an app that sparks the creation, conversation, and connection between parents and their children. OKCO, Inc. is based in Los Angeles, CA and was co-founded by JJ, Chris, Colleen, Ken, and Travis in 2019.",11-50,3.0,M&A,2020-09-03,6500000.0,Series A,9500000.0,5.0,11-50,Private,,,,,,0,5,2019,18321,False,False
SaaSConsole,2020-01-01,https://www.saasconsole.com,"Houston, Texas, United States","Apps, Information Technology, Software","Apps, Information Technology, SaaS",1882831.0,SaaSConsole provides SaaS management solutions. Their customers contact them through online applications.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,70646,False,False
Coloromo,2021-01-01,https://www.coloromo.com,"Sacramento, California, United States","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software","Art, Artificial Intelligence (AI), Software",636690.0,"Coloromo is an artificial intelligence that transforms images into art. Coloromo  was founded in 2021 and was headquartered in Sacramento, California.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,42600,False,False
FreightLoop,2022-09-01,https://thefreightloop.com/,"Knoxville, Tennessee, United States","Internet Services, Media and Entertainment, Software, Transportation","Logistics, Social Media, Software, Supply Chain Management, Transportation",166749.0,,1-10,1.0,Seed,2022-10-01,10000.0,Pre-Seed,10000.0,4.0,1-10,Private,,,,,,0,1,2022,19605,False,False
Semaphore Partners,2019-01-01,https://www.semaphorepartners.com/,"New York, New York, United States",Professional Services,"Business Development, Consulting, Management Consulting",2016878.0,Semaphore Partners is a consulting and advisory firm that specializes in the implementation of service management tools.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,71565,False,False
Freelance Founders,2020-01-01,https://www.freelancefounders.com,"Boston, Massachusetts, United States","Community and Lifestyle, Internet Services, Other","Collaboration, Communities, Internet",1896188.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,70412,False,False
Vestra Healthcare Technologies,2019-01-01,http://vestrahealthcare.com,"Syracuse, New York, United States","Health Care, Software","Health Care, Software",1717718.0,"Vestra Healthcare Technologies develops and delivers high quality software solutions and services to help medical organizations run smoother operations . Vestra develop and deliver tools and technology targeted at improving the quality of services offered by healthcare professionals, and the overall quality of services received by individuals.  The VestraPortal®, which is a dedicated social media solution that gives individuals around the world full control over their electronic medical records.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,66182,False,False
Potlatch,2020-01-01,https://www.trypotlatch.com,"San Francisco, California, United States","Information Technology, Internet Services, Software","Internet, Scheduling, Software",146211.0,"Potlatch is a one-one personalized matching and scheduling platform for startup founders to connect people in communities. The platform was founded in 2020 and is headquartered in San Francisco, California.",1-10,1.0,Seed,2021-05-13,529999.0,Seed,529999.0,2.0,1-10,Private,,,,,,0,4,2020,17977,False,False
Gosu Academy,2021-11-04,https://gosuacademy.com/,"Wilmington, Delaware, United States","Education, Gaming, Other, Software, Sports","EdTech, Education, eSports, Gaming, Subscription Service, Video Games",86808.0,"Gosu Academy is an e-Sports coaching platform that is the first and only in the market to offer end-to-end coaching services to gamers and to leverage community to make the learning process more effective and fun. This market offers a unique opportunity as it is booming ($ +1 Billion in 2021 and 10-15% YoY), is highly fragmented (Largest competitor has less than 1% of the market share) and is highly unprofessionalized.",11-50,1.0,Seed,2023-03-01,265000.0,Pre-Seed,265000.0,1.0,11-50,Private,,,,,,0,2,2021,11657,False,False
Immerce,2021-01-01,https://immerce.io/,"New York, New York, United States",Software,Software,139454.0,,1-10,1.0,Seed,2023-10-18,120000.0,Pre-Seed,120000.0,,1-10,Private,,,,,,0,3,2021,17403,False,False
Quantla,2019-01-01,https://www.quantla.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Artificial Intelligence (AI),2818977.0,Quantla is a quantitative laboratory for automation group. Its focuses on using AI techniques to automate online trade advisor platforms and decisions. Initial application uses Bitcoin market allowing users to access current market data (news/ prices/ fundamentals) and its powered by an AI that is recurrently trained with the data to identify pattern and trading opportunities.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,87292,False,False
Gomates,2018-06-13,https://www.gomates.com,"Corvallis, Oregon, United States","Apps, Information Technology, Software, Transportation","Ride Sharing, Scheduling, Transportation, Web Apps",641400.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,42764,False,False
LogoChemist,2019-01-01,https://www.logochemist.com/,"Pearland, Texas, United States","Advertising, Design, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, Information Technology, Marketing, Social Media, Software, Web Design, Web Development",2100956.0,"LogoChemist is a well known Logo Designing and Video Animation Agency in the United States of America. Our Web Development Services comprises highly passionate and creative developers, marketers, and website designers that blend in all of their expertise for meeting the requirements of the clients and deliver a broad range of projects which are nothing short of amazing. With delivering thousands of prosperous projects delivered around the world, we have a belief in providing life to our clients’ brands by utilizing our capabilities, experience, and passion. At LogoChemist, we provide powerful and effective branding solutions that tend to effortlessly communicate the meaning as well as the identity of our clients. Our experience related to meaning the opinions of the stakeholders and synchronizing the process of production means that we have the capability of turning the creative ideas into reality with a minimum of fuss. You need to make your first impression the lasting one! Our Developers provide the best Website Design Services and Website Development services while our graphic designers provide the best logo design services. Also, we provide marketing services like Best SEO services and Professional SMM services.",251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,5,2019,73290,False,False
Vaultedge Software,2020-06-01,https://www.vaultedge.com,"Dallas, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Design, Financial Services, Information Technology, Internet Services, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Data Services, Data Visualization, Document Management, FinTech, Internet, Lending, Risk Management, Software",166804.0,Vaultedge is a Document AI platform built on LLM architecture for extracting information and insights from structured & unstructured documents. Global banks and insurance leaders save time & cost by 5X through automated document processing enabled by Vaultedge. Leading financial institutions use Vaultedge to automate: -Document classification & ingestion: Index 500+ documents with 99% accuracy (previous industry benchmark is 80% accuracy) -Data extraction & validation: Extract data from structured & unstructured documents with 95% accuracy (previous industry benchmark is 80% accuracy) -Generate summaries & answer questions: ChatGPT-like solution for complex private documents,11-50,3.0,Seed,2020-10-01,0.0,Seed,0.0,2.0,11-50,Private,,,,,,2,3,2020,19611,False,False
Uncle Harvey,2020-01-01,https://www.uncleharvey.com/,"Pittsburgh, Pennsylvania, United States","Education, Health Care, Software","E-Learning, Education, Medical",2376533.0,"Uncle Harvey is a Neurosurgery information hub for all of the latest current events, cutting edge research.  Founded in 2020, it is a collaborative effort between students, residents and attendings to provide services and resources to all those involved in the field of Neurosurgery. They offer programs dedicated to furthering one’s goals in medical school, residency, research, and more.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,80121,False,False
Tredder,2022-11-01,https://www.tredder.com,"Los Angeles, California, United States","Financial Services, Software","Auto Insurance, Consumer Software, InsurTech",300702.0,"Tredder supports the adventure vehicle ownership lifestyle through specialty insurance products and services. In addition to insurance, Tredder offers a variety of resources for adventure vehicle owners, such as a pricing guide, valuation calculator, and a club with exclusive benefits.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,1,2022,28783,False,False
ReadyGlobal,2019-01-01,https://readyglobalnow.com,"Portland, Maine, United States","Other, Professional Services","Consulting, Management Consulting, Professional Services",1339467.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,59474,False,False
BrightCore,2021-01-01,https://brightcoregroup.com,"Atlanta, Georgia, United States","Administrative Services, Professional Services","Consulting, Employment, Recruiting, Staffing Agency",729292.0,"BrightCore provides financial planning and analysis, business intelligence, policies and procedures, business process documentation, finance transformation, project management, internal audit, tax accounting and compliance, and financial systems integration services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,3,2021,45331,False,False
Orion Group,2019-01-01,https://orionservicesgroup.com/,"New York, New York, United States","Other, Real Estate","Heating, Ventilation, and Air Conditioning (HVAC), Professional Services",192338.0,"Orion Group is a commercial facility services company that seeks to partner with service providers focused on HVACR and plumbing. Orion plans to build a national platform by investing in leading local businesses with great cultures, attracting the best technical and managerial talent, and creating unmatched growth opportunities for them. Orion was founded by Will Adams, Isaiah Brown and Max Agranoff in 2019.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,5,2019,21557,False,False
Ortulum Digital Consulting,2021-01-01,https://ortulum.com,"Fort Mill, South Carolina, United States","Information Technology, Internet Services, Professional Services","Cloud Data Services, Compliance, Consulting",2086237.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,73520,False,False
Rupert.,2020-01-01,https://www.hirupert.co/,"New York, New York, United States","Data and Analytics, Software","Analytics, Business Intelligence, SaaS, Software",18512.0,"Rupert, the leading analytics distribution platform, solves the last mile problem in the analytics chain, cutting time from analytics to business outcome.  Rupert’s platform connects analytics sources (e.g. BI tools, metric layers), operational applications (e.g. Salesforce, ad campaign managers, Jira), and communications tools (e.g. Slack, Teams, email). Through a no-code tool, it enables analytics and operations teams to deliver hyper-personalized insight alerts to business stakeholders via their preferred communications tool. Alerts are prompted by intelligent data triggers and accompanied by “Action Modules” that allow users to immediately act on critical insights. This ensures that every business improvement opportunity that is surfaced from the data is capitalized on.",11-50,1.0,Seed,2022-09-15,8000000.0,Seed,8000000.0,3.0,11-50,Private,,,,,,0,4,2020,1088,False,False
The Billionaire Plan,2018-04-07,http://www.TheBillionairesPlan.com,"Los Angeles, California, United States","Data and Analytics, Financial Services, Information Technology, Internet Services, Lending and Investments, Other, Professional Services, Software","Angel Investment, Business Development, Business Information Systems, Business Intelligence, Information Technology, Internet, Small and Medium Businesses, Software, Venture Capital",828437.0,"Entrepreneur's Dashboard - is a control panel for Entrepreneurs pulling together a vast array of tools, training, advisors, mentors, research, data, investors, software and much more into one place that are vetted out and rated by our customers, organized with direction for the entrepreneur to follow so they can see a path to success - and - provide them motivation to keep them focused.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,5,2018,48020,False,False
The Preserve,2019-01-01,https://thepreservevoa.org,"Fort Myers, Florida, United States","Community and Lifestyle, Health Care","Communities, Health Care, Rehabilitation",2037007.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,72781,False,False
United Staff Source,2019-01-01,https://www.unitedstaffsource.com,"Fort Worth, Texas, United States","Administrative Services, Professional Services","Human Resources, Recruiting, Staffing Agency",1448242.0,"United Staff Source provides recruiting services for expanding organizations. They deliver people with the right skills and experience to help run and grow businesses. Their process includes sourcing, screening, interviews, strategy, and process.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,62090,False,False
Spotbus Inc,2020-04-13,http://www.spotbus.us,"Westborough, Massachusetts, United States",Software,Software,355673.0,"SpotBus is an innovative school bus tracking and safety platform that provides school transportation staff with a comprehensive, real-time view of their fleet and student riders.     With SpotBus, transportation staff can easily track school buses, receive notifications of student boarding and disembarking, and monitor bus routes in real-time, student attendance, auto route creation and many more, it’s a complete solution for all your school transportation needs. Spotbus also offers an easy-to-use mobile app for parents, giving them peace of mind about their children’s safety and transportation.     By using SpotBus, transportation staff can enjoy a suite of features to assist them in operating fleet more efficiently. From monitoring bus locations and routes to providing real-time updates to parents and staff, Spotbus helps create a secure and efficient transportation network.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,3,2020,31767,False,False
Driven Lending,2019-01-01,https://www.driven-lending.com,"Queen Creek, Arizona, United States","Financial Services, Lending and Investments, Real Estate","Banking, Finance, Financial Services, Mortgage",947813.0,Driven Lending is an independent mortgage agent with experience and success in the market. The broker channel provides us with the tools and resources they need to uncover their client's home loan possibilities they wouldn't otherwise have.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,0.0,,6,5,2019,51047,False,False
Skyline & Co.,2019-01-01,https://skylineandco.com,"Kansas City, Missouri, United States","Events, Food and Beverage, Media and Entertainment","Catering, Event Management, Events",2392065.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,79854,False,False
HammerSport Marketing,2019-01-01,https://hammersportmarketing.com,"Winter Park, Florida, United States","Media and Entertainment, Sales and Marketing, Video","Content Marketing, Digital Marketing, Marketing, Video",1699383.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,66535,False,False
The Real Stuff,2021-01-01,https://www.realstuffsmokables.com,"San Diego, California, United States","Commerce and Shopping, Community and Lifestyle, Consumer Goods, Food and Beverage, Health Care","Cannabis, E-Commerce, Tobacco",1188515.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,2.0,,6,3,2021,55241,False,False
LOKI Seltzers,2019-12-01,https://www.siploki.com,"Brooklyn, New York, United States","Community and Lifestyle, Food and Beverage, Health Care","Cannabis, Food and Beverage",695875.0,"The LOKI team brought together a mixture of industry innovators and creative thinkers to craft a truly original drinking experience. Consumers want to immerse themselves in memorable moments, but often crave alternatives to alcohol. Cannabis products have become more popular and a wide variety of new pioneering cannabis-based options continue to change the landscape of nightlife and social gatherings. LOKI blends these consumer trends and offers a completely new way to enjoy the night. A true innovation in drinking. With only a few sips, you can enhance any moment. As knowledge, research, and complexity around the marijuana industry evolves, new discoveries about the active ingredients and their unique characteristics are constantly being discovered. LOKI's unique ingredient is Delta-8-THC, which is one of the lesser-known natural elements of the cannabis plant. It differs from its more commonly known relative Delta-9-THC by a slight variation in molecular structure. Most cannabis users experience the potent effects of Delta-9, as it makes up the majority of the plant's THC presence. However, by using an extraction method, LOKI can take the more isolated and rarer Delta-8 and offer a cleaner overall experience. Delta-8 offers consumers a far lower psychotropic potency, while still giving them the ability to immerse in prolonged and enjoyable moments. No hangover, no paranoia, no lack of clarity.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,4,2019,44335,False,False
NDT Development,2019-01-01,https://ndtdevelopment.com,"Palm Beach, Florida, United States","Financial Services, Real Estate, Travel and Tourism","Hospitality, Property Management, Real Estate, Real Estate Investment",1819576.0,"NDT Development transforms overlooked spaces into vibrant places and improves their communities. Their services include construction, real estate investment, marketing, commercial, marketing, and property management.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,68812,False,False
SolaWave,2020-01-01,https://solawave.co,"Santa Monica, California, United States",Consumer Goods,"Beauty, Cosmetics",135719.0,,1-10,1.0,Early Stage Venture,2022-11-01,0.0,Series A,0.0,,1-10,Private,,,,,,2,4,2020,17061,False,False
AttributeX,2019-01-01,https://www.attributex.com,"San Ramon, California, United States","Information Technology, Professional Services","Information Technology, Management Consulting",1297159.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,58673,False,False
Black Girls Leadership Academy,2020-01-01,https://www.blackgirlslead.org,"Los Angeles, California, United States","Education, Other, Social Impact","Education, Non Profit, Personal Development",856290.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,48762,False,False
Larroude,2020-01-01,https://larroude.com,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","E-Commerce, Fashion, Retail, Shoes",204908.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,22504,False,False
Therapy Fund Foundation,2020-01-01,https://www.therapyfundfoundation.org,"Seattle, Washington, United States","Education, Health Care, Other, Social Impact","Charity, Education, Health Care, Mental Health, Non Profit",1450357.0,"Therapy Fund Foundation eliminates barriers to black healing throughout the diaspora by providing mental health education, advocacy, and therapeutic services to those suffering from racial trauma, anxiety, depression, and other ailments due to systemic oppression, economic suffering, and intergenerational trauma. This led to fewer suicides, decreased depression and anxiety, less violence, improved productivity, increased graduation rates, longer lifespans, and improved mental health and well-being.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,62038,False,False
DigiBIZ,2019-01-01,https://digibiz.com/,"Orem, Utah, United States","Internet Services, Sales and Marketing, Software","Digital Marketing, Lead Generation, SEO, Web Development",780918.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,46740,False,False
Happiest Ours,2019-01-01,https://happiestours.com,"Corona, California, United States","Events, Food and Beverage, Media and Entertainment, Other","Consumer, Events, Food and Beverage, Wine And Spirits",127980.0,,1-10,1.0,Seed,2023-06-20,50000.0,Pre-Seed,50000.0,1.0,1-10,Private,,,0.0,0.0,,0,5,2019,16298,False,False
High River Resources,2019-01-01,https://highriverllc.com,"Dallas, Texas, United States","Energy, Natural Resources","Fuel, Oil and Gas",501141.0,"High River Resources is capitalized with significant equity investments from institutional investors, family offices, family foundations, and investors. They provide acquisition and optimization of quality, conventional, producing oil, and gas assets. If anyone wants to contact them please contact them via phone call or email.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,37943,False,False
Porcelain,2022-09-01,https://porcelain.io,"Austin, Texas, United States","Commerce and Shopping, Financial Services, Food and Beverage, Mobile, Payments, Software","E-Commerce, Food and Beverage, Mobile Payments, Retail",407462.0,"Porcelain is a small vending machine that enables individuals to sell anything, anywhere. It can be seen as akin to the personal computer revolution of the 20th century. Just as personal computers provided people with access to advanced computing power and the ability to create new things, Porcelain vending machines provide a platform for creative individuals to sell anything, anywhere they want, without needing a significant amount of capital. This democratization of commerce is similar to how personal computing revolutionized creativity and made technology accessible to the masses. It has the potential to unleash a new wave of entrepreneurship and innovation, allowing ordinary people to become business owners and drive economic growth at a grassroots level.",1-10,1.0,Seed,2023-04-27,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,1,2022,34187,False,False
Sound,2022-01-01,http://sound.com,"New York, New York, United States","Internet Services, Media and Entertainment, Music and Audio","Music, Music Label, Music Streaming",131277.0,,1-10,1.0,Seed,2022-08-01,300000.0,Seed,300000.0,,1-10,Private,,,,,,0,2,2022,16626,False,False
Alto Logica,2021-01-01,https://www.altologica.com,"San Mateo, California, United States","Design, Information Technology, Privacy and Security, Professional Services, Software","Network Security, Recruiting, Software, UX Design",548950.0,"Alto Logica tools and benefits designed to help their success connects developers with interesting job options at widening businesses. If they want a change that make a lot of effort to find for new opportunities. More than just the payroll and benefits are managed by us. The staff at palo produced on the basis is ready at all times to offer help, coaching, and problem solving.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,39696,False,False
Swapsy,2018-12-05,http://swapsy.com,"La Jolla, California, United States","Apps, Commerce and Shopping, Other, Software","Apps, Crowdsourcing, Marketplace, Peer to Peer",1383127.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,60209,False,False
